,PathNumber,ColliderName,Samples,timeDiff,Index,HMD_x,HMD_y,HMD_z,transformed_HMD_x,transformed_HMD_y
0,4,NoHouse,19,0.3219032287597656,646,-185.25048828125,0.9837141036987304,-162.45751953125,1285.4919416889059,1377.655084194936
1,4,Avatar,25,0.4007689952850342,647,-185.24468994140625,0.9885807037353516,-162.32980346679688,1285.514722841963,1378.1815957926055
2,4,NoHouse,5,0.0882880687713623,648,-185.2381591796875,1.0118286609649658,-161.3743896484375,1285.5329110917014,1382.1203370419166
3,4,Avatar,17,0.26635193824768066,649,-185.2396545410156,1.0166471004486084,-161.1917724609375,1285.5250516948386,1382.8731908183072
4,4,NoHouse,3,0.04464006423950195,650,-185.24200439453125,1.0178282260894775,-161.19479370117188,1285.5153706316194,1382.8607362213074
5,4,Avatar,93,1.5004000663757324,651,-185.24359130859366,1.0153627395629885,-161.19686889648438,1285.5088330917838,1382.8521815404183
6,4,NoHouse,9,0.14383959770202634,652,-185.32077026367188,1.0202789306640625,-160.95730590820312,1285.1877474640066,1383.8398243024085
7,4,Avatar,3,0.04464101791381836,653,-185.32113647460938,1.0206494331359863,-160.95758056640625,1285.1862369177761,1383.8386921115025
8,4,Building_214,3,0.05555176734924317,654,-185.3214111328125,1.0207886695861816,-160.95782470703125,1285.1851043593203,1383.8376857038738
9,4,NoHouse,12,0.2440319061279297,655,-185.3239288330078,1.0212491750717163,-160.96002197265625,1285.1747221987625,1383.8286280492894
10,4,Avatar,31,0.4558241367340088,656,-185.335693359375,1.0216374397277832,-160.96731567382812,1285.1261818138646,1383.7985627185535
11,4,NoHouse,4,0.07737612724304199,657,-185.50791931152344,1.0293090343475342,-160.7389678955078,1284.4124908940453,1384.7400031719799
12,4,Avatar,11,0.15574359893798828,658,-185.77606201171875,1.0404419898986816,-160.3948974609375,1283.3014269655632,1386.1585607576435
13,4,NoHouse,14,0.2108006477355957,659,-186.28997802734372,1.0645805597305298,-159.69073486328125,1281.1715516458173,1389.0617527822956
14,4,Avatar,14,0.210798978805542,660,-186.9607696533203,1.096095323562622,-158.9210968017578,1278.392854105519,1392.234983757619
15,4,NoHouse,11,0.1225130558013916,661,-187.82400512695312,1.131143569946289,-158.19546508789062,1274.819353339983,1395.2269186769404
16,4,Avatar,29,0.4627683162689209,662,-189.22848510742188,1.1744966506958008,-157.32186889648438,1269.0079821853,1398.8291766948282
17,4,NoHouse,12,0.14632010459899902,663,-190.5887756347656,1.2078882455825806,-156.5951690673828,1263.3804031223187,1401.8258769464046
18,4,TaskBuilding_8,1,0.011903762817382812,664,-191.0059509277344,1.2188713550567627,-156.3837890625,1261.654607371713,1402.6975722452994
19,4,NoHouse,8,0.11209583282470703,665,-191.2110748291016,1.2248530387878418,-156.28363037109375,1260.806068483579,1403.1106156124883
20,4,Building_207,3,0.05505633354187012,666,-191.5740966796875,1.2344114780426023,-156.10906982421875,1259.3043676867994,1403.8304905457017
21,4,TaskBuilding_8,1,0.01140761375427246,667,-191.65753173828125,1.2346029281616209,-156.06930541992188,1258.9592263670208,1403.9944771031828
22,4,Building_211,2,0.04464006423950195,668,-191.7176513671875,1.2347325086593628,-156.04000854492188,1258.7105263558983,1404.1152956089686
23,4,Building_215,1,0.021824121475219727,669,-191.7796936035156,1.235971212387085,-156.01004028320312,1258.4538751650641,1404.2388832715428
24,4,Avatar,63,0.9890241622924804,670,-193.93817138671875,1.2994704246520996,-155.01406860351562,1249.525104641718,1408.3463559839524
25,4,NoHouse,8,0.12201571464538576,671,-196.25091552734372,1.3665076494216921,-154.14224243164062,1239.959621321902,1411.9422028437893
26,4,Avatar,40,0.622481107711792,672,-197.9932861328125,1.408119797706604,-153.42990112304688,1232.7523966743304,1414.88029064399
27,4,Building_211,1,0.021823644638061523,673,-199.6556701660156,1.4517648220062256,-152.7208251953125,1225.8755292983888,1417.8049667061155
28,4,TaskBuilding_8,20,0.3333122730255127,674,-200.55099487304688,1.475024938583374,-152.34088134765625,1222.171722276988,1419.372135664521
29,4,Avatar,30,0.4632644653320313,675,-202.4956512451172,1.5228866338729858,-151.5183868408203,1214.1268145599731,1422.7648064039922
30,4,NoHouse,10,0.1244947910308838,676,-203.9745635986328,1.5503854751586914,-150.87710571289062,1208.0083048422653,1425.4100630399848
31,4,Avatar,270,4.198641777038573,677,-212.9765167236328,1.805145621299744,-145.79168701171875,1170.7503450595705,1446.387767141474
32,4,NoHouse,6,0.09969615936279297,678,-221.87110900878903,2.0662319660186768,-139.52748107910156,1133.917526233015,1472.23131015639
33,4,Avatar,6,0.10019135475158693,679,-222.14154052734372,2.0726124048233032,-139.33152770996094,1132.797491177744,1473.0398078938233
