SubjectID,PathNum,Condition,Success,VisibleBuildings0,VisibleBuildings1,VisibleBuildings2+
1054,1,A,True,1.0,0.6017830609212481,0.5698365527488856
1054,2,A,True,0.9367469879518072,0.7891566265060241,0.75
1054,3,A,True,1.0,0.7426778242677824,0.6464435146443515
1054,4,A,False,0.975212726600074,0.634850166481687,0.5575286718460969
1054,5,A,True,1.0,0.592391304347826,0.47554347826086957
1054,6,A,True,1.0,0.2648861646234676,0.14010507880910683
1054,7,A,True,1.0,0.0,0.0
1054,8,A,True,1.0,0.0,0.0
1054,9,A,True,1.0,0.3680297397769517,0.23172242874845106
1055,1,B,True,1.0,0.6589473684210526,0.5536842105263158
1055,2,B,True,0.9972602739726028,0.0,0.0
1055,3,B,True,1.0,0.0,0.0
1055,4,B,True,1.0,0.38927738927738925,0.2564102564102564
1055,5,B,True,1.0,0.6933333333333334,0.57
1055,6,B,True,1.0,0.3734087694483734,0.26591230551626593
1055,7,B,True,1.0,0.31487513572204123,0.1965255157437568
1055,8,B,True,1.0,1.0,0.9692832764505119
1055,9,B,True,1.0,0.6505376344086021,0.4435483870967742
1057,1,A,True,1.0,0.45667125171939477,0.312242090784044
1057,2,A,True,1.0,0.8248945147679325,0.6856540084388185
1057,3,A,True,1.0,0.8571428571428571,0.7922077922077922
1057,4,A,True,1.0,0.43783783783783786,0.33513513513513515
1057,5,A,True,0.9809523809523809,0.7857142857142857,0.6761904761904762
1057,6,A,True,1.0,0.17745302713987474,0.13987473903966596
1057,7,A,True,1.0,0.0,0.0
1057,8,A,True,1.0,0.564870259481038,0.38256819693945443
1057,9,A,True,1.0,0.7056451612903226,0.6129032258064516
1058,1,A,True,0.9845814977973568,0.5484581497797357,0.45374449339207046
1058,2,A,True,1.0,0.7846364883401921,0.7352537722908093
1058,3,A,True,1.0,0.7732793522267206,0.6842105263157895
1058,4,A,True,0.9960204661739624,0.3769187038089824,0.305287094940307
1058,5,A,True,1.0,0.8654970760233918,0.6257309941520468
1058,6,A,True,0.9997251236943375,0.49780098955470037,0.4040681693238043
1058,7,A,True,1.0,0.0,0.0
1058,8,A,True,1.0,0.2317596566523605,0.04005722460658083
1058,9,A,True,1.0,0.38727609635577515,0.26744904261890057
1069,1,B,True,1.0,0.6175869120654397,0.5010224948875256
1069,2,B,True,1.0,0.017001545595054096,0.0015455950540958269
1069,3,B,True,1.0,0.0,0.0
1069,4,B,True,1.0,0.3715545755237045,0.2855567805953694
1069,5,B,True,1.0,0.6780487804878049,0.6146341463414634
1069,6,B,True,1.0,0.7843426883308715,0.6750369276218612
1069,7,B,True,1.0,0.861003861003861,0.7992277992277992
1069,8,B,True,1.0,0.8294036061026352,0.6962552011095701
1069,9,B,True,1.0,0.8793103448275862,0.8226600985221675
1074,1,B,True,1.0,0.7606761565836299,0.6717081850533808
1074,2,B,True,1.0,0.0647870425914817,0.010197960407918417
1074,3,B,True,1.0,0.0,0.0
1074,4,B,True,1.0,0.4062754686226569,0.31784841075794623
1074,5,B,True,1.0,0.7376425855513308,0.6178707224334601
1074,6,B,True,0.9993050729673384,0.7324530924252953,0.6518415566365532
1074,7,B,True,1.0,0.864696734059098,0.7589424572317263
1074,8,B,True,1.0,0.796149490373726,0.6721404303510758
1074,9,B,True,1.0,0.9459459459459459,0.8898898898898899
