PathNumber,ColliderName,Samples,timeDiff,Index
0,NoHouse,103,1.4260001182556152,0
0,Windmill-TaskBuilding_10_1,17,0.28867125511169434,1
0,NoHouse,19,0.3224000930786133,2
0,Windmill-TaskBuilding_10_1,6,0.09969639778137207,3
0,NoHouse,158,2.3763351440429688,4
0,TaskBuilding_14,1,0.011409759521484375,5
0,NoHouse,1,0.010911703109741211,6
0,TaskBuilding_14,1,0.010910749435424805,7
0,NoHouse,277,4.3211541175842285,8
0,Windmill-TaskBuilding_10_1,9,0.12201642990112305,9
1,NoHouse,73,0.9929912090301514,10
1,Building_108,1,0.010912179946899414,11
1,NoHouse,9,0.11110305786132812,12
1,Building_104,1,0.010912656784057617,13
1,NoHouse,1,0.011408329010009766,14
1,TaskBuilding_14,7,0.1334238052368164,15
1,NoHouse,4,0.07737612724304199,16
1,TaskBuilding_14,8,0.0892798900604248,17
1,NoHouse,16,0.2772641181945801,18
1,Building_79,1,0.022320270538330078,19
1,NoHouse,6,0.09969592094421387,20
1,Building_75,1,0.022319793701171875,21
1,NoHouse,9,0.15673589706420898,22
1,Building_74,12,0.16516780853271484,23
1,NoHouse,31,0.4439206123352051,24
1,Building_80,2,0.03323197364807129,25
1,NoHouse,25,0.36704015731811523,26
1,TaskBuilding_14,2,0.03323221206665039,27
1,NoHouse,2,0.033231258392333984,28
1,TaskBuilding_14,17,0.3000810146331787,29
1,NoHouse,1,0.02193140983581543,30
1,TaskBuilding_14,5,0.07826042175292969,31
1,NoHouse,3,0.0441441535949707,32
1,TaskBuilding_14,1,0.010911703109741211,33
1,NoHouse,1,0.011407852172851562,34
1,TaskBuilding_14,4,0.06696009635925293,35
1,NoHouse,10,0.15524816513061523,36
1,TaskBuilding_14,2,0.021824121475219727,37
1,NoHouse,1,0.011407852172851562,38
1,TaskBuilding_14,1,0.010911941528320312,39
1,NoHouse,123,1.8327205181121826,40
1,Building_75,1,0.010912179946899414,41
1,Building_74,28,0.4335038661956787,42
1,Building_60,1,0.021824121475219727,43
1,NoHouse,3,0.045136451721191406,44
1,Building_63,1,0.021823883056640625,45
1,NoHouse,1,0.010911703109741211,46
1,Building_63,1,0.01091146469116211,47
1,NoHouse,6,0.0783684253692627,48
1,House_10,13,0.2440319061279297,49
1,NoHouse,1,0.02232050895690918,50
1,Windmill-TaskBuilding_10_1,2,0.022320270538330078,51
1,NoHouse,7,0.12201619148254395,52
1,Windmill-TaskBuilding_10_1,1,0.010911703109741211,53
1,NoHouse,903,14.592322826385498,54
1,Windmill-TaskBuilding_10_1,3,0.03372764587402344,55
1,NoHouse,1,0.011407613754272461,56
1,Windmill-TaskBuilding_10_1,1,0.010912656784057617,57
1,NoHouse,1,0.011408090591430664,58
1,Windmill-TaskBuilding_10_1,1,0.022320270538330078,59
1,NoHouse,2,0.03372764587402344,60
1,TaskBuilding_14,16,0.30057597160339355,61
1,NoHouse,95,1.5425615310668945,62
1,Windmill-TaskBuilding_10_1,3,0.044638872146606445,63
1,NoHouse,1,0.010912656784057617,64
1,Windmill-TaskBuilding_10_1,9,0.13292884826660156,65
1,NoHouse,56,0.9557914733886719,66
1,Windmill-TaskBuilding_10_1,1,0.02182316780090332,67
1,NoHouse,10,0.17806410789489746,68
1,Windmill-TaskBuilding_10_1,2,0.03323245048522949,69
1,NoHouse,58,0.9438879489898682,70
