Edge1,Edge2
NoHouse,TaskBuilding_34
Building_162,NoHouse
NoHouse,Building_162
Building_161,NoHouse
TaskBuilding_35,Building_161
NoHouse,TaskBuilding_35
Building_166,NoHouse
NoHouse,Building_166
TaskBuilding_35,NoHouse
Building_166,TaskBuilding_35
Building_155,Building_166
NoHouse,Building_155
Building_152,NoHouse
NoHouse,Building_152
Building_173,NoHouse
Building_166,Building_173
NoHouse,Building_166
Building_167,NoHouse
Building_166,Building_167
Building_167,Building_166
NoHouse,Building_167
TaskBuilding_42,NoHouse
NoHouse,TaskBuilding_42
TaskBuilding_42,NoHouse
Building_167,TaskBuilding_42
NoHouse,Building_167
Building_166,NoHouse
NoHouse,Building_166
Building_169,NoHouse
Building_167,Building_169
TaskBuilding_42,Building_167
Building_155,TaskBuilding_42
NoHouse,Building_155
crane_1,NoHouse
NoHouse,crane_1
TaskBuilding_43,NoHouse
Building_173,TaskBuilding_43
Building_168,Building_173
TaskBuilding_42,Building_168
Building_173,TaskBuilding_42
NoHouse,Building_173
Building_156,NoHouse
NoHouse,Building_156
TaskBuilding_42,NoHouse
NoHouse,TaskBuilding_42
Building_172,NoHouse
TaskBuilding_42,Building_172
NoHouse,TaskBuilding_42
TaskBuilding_42,NoHouse
Building_168,TaskBuilding_42
TaskBuilding_42,Building_168
NoHouse,TaskBuilding_42
Building_169,NoHouse
NoHouse,Building_169
TaskBuilding_42,NoHouse
Building_172,TaskBuilding_42
Building_171,Building_172
NoHouse,Building_171
Building_171,NoHouse
Building_169,Building_171
Building_164,Building_169
Building_169,Building_164
TaskBuilding_35,Building_169
Building_169,TaskBuilding_35
NoHouse,Building_169
Building_174,NoHouse
NoHouse,Building_174
Building_172,NoHouse
NoHouse,Building_172
Building_171,NoHouse
NoHouse,Building_171
Building_172,NoHouse
NoHouse,Building_172
Building_174,NoHouse
Building_212,Building_174
NoHouse,Building_212
TaskBuilding_50,NoHouse
Building_210,TaskBuilding_50
Building_214,Building_210
NoHouse,Building_214
TaskBuilding_47,NoHouse
Building_174,TaskBuilding_47
TaskBuilding_47,Building_174
NoHouse,TaskBuilding_47
Building_172,NoHouse
NoHouse,Building_172
TaskBuilding_52,NoHouse
NoHouse,TaskBuilding_52
TaskBuilding_52,NoHouse
NoHouse,TaskBuilding_52
TaskBuilding_6,NoHouse
Building_171,TaskBuilding_6
Building_172,Building_171
TaskBuilding_40,Building_172
Building_176,TaskBuilding_40
TaskBuilding_40,Building_176
Building_176,TaskBuilding_40
NoHouse,Building_176
TaskBuilding_6,NoHouse
TaskBuilding_46,TaskBuilding_6
NoHouse,TaskBuilding_46
TaskBuilding_46,NoHouse
NoHouse,TaskBuilding_46
TaskBuilding_46,NoHouse
NoHouse,TaskBuilding_46
Building_170,NoHouse
Building_171,Building_170
TaskBuilding_41,Building_171
NoHouse,TaskBuilding_41
TaskBuilding_41,NoHouse
Building_170,TaskBuilding_41
TaskBuilding_41,Building_170
NoHouse,TaskBuilding_41
Building_166,NoHouse
TaskBuilding_41,Building_166
Building_176,TaskBuilding_41
NoHouse,Building_176
TaskBuilding_40,NoHouse
Building_176,TaskBuilding_40
NoHouse,Building_176
TaskBuilding_40,NoHouse
Building_176,TaskBuilding_40
TaskBuilding_40,Building_176
Building_163,TaskBuilding_40
TaskBuilding_35,Building_163
Building_164,TaskBuilding_35
Building_170,Building_164
TaskBuilding_35,Building_170
TaskBuilding_40,TaskBuilding_35
NoHouse,TaskBuilding_40
House_49,NoHouse
NoHouse,House_49
TaskBuilding_40,NoHouse
NoHouse,TaskBuilding_40
House_49,NoHouse
NoHouse,House_49
TaskBuilding_40,NoHouse
NoHouse,TaskBuilding_40
Building_176,NoHouse
Building_92,Building_176
Building_160,Building_92
