ColliderName,Samples,timeDiff,Index,HMD_x,HMD_y,HMD_z,transformed_HMD_x,transformed_HMD_y
Building_97,53,0.8347680568695068,12907,81.07084655761719,1.5018796920776367,84.8338851928711,2382.8404921321944,2396.376216058869
TaskBuilding_35,265,4.238321542739868,13037,-59.33741760253906,2.3897113800048837,34.73159027099609,1803.9641350713302,2190.62784769263
Building_166,116,1.821808099746704,13064,-59.37834167480469,2.3810640573501587,34.67621612548828,1803.795547160678,2190.3995606222015
Building_166,69,1.1556801795959473,13078,-63.80168151855469,2.404736280441284,31.794273376464844,1785.5530360369653,2178.532504736428
Building_166,38,0.5887517929077148,13080,-65.973876953125,2.423336267471313,31.007442474365234,1776.590182890842,2175.298397838835
Building_166,47,0.7330877780914307,13113,-73.59889221191406,2.3769245147705083,25.72711181640625,1745.1434723104906,2153.5511321488248
Building_166,26,0.4667363166809082,13168,-88.86949157714844,2.508608818054199,14.134490966796875,1682.1670984065197,2105.7938282787236
Building_154,39,0.6333904266357422,14772,-232.91896057128903,2.414231061935425,-128.01083374023438,1088.1195983375726,1519.7506006988797
Building_214,25,0.3888638019561768,14958,-285.8011474609375,3.652123928070069,-81.51811218261719,868.8192865899414,1711.7458799233582
Building_214,29,0.5108814239501953,14960,-284.8912353515625,3.676231861114502,-80.59950256347656,872.5754364808456,1715.5364187887185
Building_214,26,0.4662401676177978,14968,-283.9925842285156,3.699361085891724,-79.70784759521484,876.2852639896314,1719.215675786284
Building_198,31,0.499967098236084,15109,-315.0003662109375,4.168303489685059,-39.88134765625,747.4195865745729,1883.8224381898522
Building_198,58,0.909168004989624,15128,-310.2132263183594,4.314421653747559,-30.421897888183594,767.1354187517983,1922.8883851820283
Building_198,38,0.5882556438446045,15152,-300.32135009765625,4.442026138305664,-22.19209289550781,808.0097042776041,1956.8510470989322
Building_198,103,1.4999046325683594,15199,-297.826904296875,4.497984409332275,-17.913970947265625,818.2909103452594,1974.5175092307231
Building_198,64,1.0659036636352541,15237,-289.0143737792969,4.576257228851318,-10.156288146972656,854.6981701292257,2006.5321271532785
Building_198,82,1.2112324237823486,15321,-260.7968139648437,4.6256914138793945,15.358634948730467,971.2543681589717,2111.821252716714
Building_198,74,1.2404961585998535,15393,-244.27944946289062,4.560815334320068,31.45865249633789,1039.4612017347463,2178.2590545037583
TaskBuilding_35,24,0.4216005802154541,15664,-162.2102813720703,4.22171688079834,103.27921676635742,1378.354137186505,2474.5014029169024
Building_171,31,0.4340009689331055,15799,-139.24787902832028,4.161026954650879,98.95342254638672,1473.3474608382705,2456.433022995825
Building_171,31,0.5212962627410889,15803,-139.20420837402344,4.094438552856444,94.81813049316406,1473.5620342962081,2439.3440577863194
Building_171,60,0.9776163101196288,15818,-143.0162811279297,4.15644907951355,87.17948913574219,1457.8641532490587,2407.810181793079
Building_171,39,0.678032636642456,15820,-144.73484802246094,4.132162570953368,84.42501831054688,1450.7815732918125,2396.442022790301
Building_214,22,0.3223998546600342,15829,-148.00088500976562,4.127505302429198,80.03046035766602,1437.3145403360377,2378.309026413579
Building_176,30,0.4776480197906494,15844,-149.0784149169922,4.1110479831695566,74.63983535766602,1432.9047516038609,2356.0440957962633
TaskBuilding_35,22,0.37795233726501465,15874,-139.91242980957028,4.082035779953003,85.21358489990234,1470.7130426842912,2399.6627975428805
Building_176,23,0.4275527000427246,15964,-109.29307556152344,3.8953461647033687,110.90184020996094,1597.0796386098305,2505.555662394994
Building_176,44,0.6780321598052979,15970,-104.74786376953124,3.849967002868652,113.76451110839844,1615.8429600591235,2517.3452425772484
Building_176,55,0.8466730117797852,16050,-82.84068298339844,3.4568028450012207,129.02740478515622,1706.25915231984,2580.217604059282
Building_176,41,0.6443037986755371,16146,-31.00160217285156,2.327810525894165,156.25381469726562,1920.2052354207444,2692.21890472381
TaskBuilding_35,29,0.4335043430328369,16538,60.78764343261719,1.6480307579040527,58.577796936035156,2299.345532396075,2288.2220662793397
TaskBuilding_27,28,0.4885597229003906,16870,85.4056625366211,1.3025655746459959,123.88648223876952,2400.572553374278,2557.4683332687127
TaskBuilding_27,23,0.37696051597595215,16872,83.72181701660156,1.3110432624816897,123.75054931640624,2393.6330545004535,2556.922437053896
TaskBuilding_27,127,2.010784149169922,16874,79.939453125,1.356255292892456,121.6787338256836,2378.0506222947283,2548.406241186971
TaskBuilding_27,45,0.7549123764038086,16883,76.31925964355469,1.2752163410186768,115.97373962402344,2363.1489740558955,2524.8952011364645
Building_97,24,0.3665437698364258,16887,77.21546936035156,1.2970659732818604,113.36769104003906,2366.852141148405,2514.1333777404975
TaskBuilding_35,40,0.7107691764831543,17145,-6.725753784179688,2.0535537004470825,46.38203048706055,2021.0144785532657,2238.367664622624
Building_166,25,0.3665437698364258,17164,-14.55206298828125,2.111889839172364,47.48895263671875,1988.7202228301617,2242.986945730243
Building_176,23,0.3447198867797852,17184,-20.677078247070312,2.151605129241944,50.20551300048828,1963.4328400241095,2254.2379751811095
Building_166,52,0.7767364978790283,17207,-28.41220092773437,2.202770948410034,47.98028182983398,1931.5266299460802,2245.10656814517
Building_166,26,0.3893630504608154,17228,-39.57051086425781,2.2257370948791504,43.2926139831543,1885.5041441216886,2225.8342198123055
Building_166,39,0.566929817199707,17233,-44.96665954589844,2.234505414962769,41.14488983154297,1863.2450758121308,2217.0053974448247
TaskBuilding_35,39,0.6438076496124268,17239,-53.05427551269531,2.313180685043335,38.004844665527344,1829.8808547771355,2204.0977160219745
TaskBuilding_35,172,2.978479385375977,17249,-58.19627380371094,2.43071711063385,36.62356567382813,1808.6628626783051,2198.4293799277293
Building_166,25,0.366544246673584,17260,-59.44606018066406,2.40724515914917,35.427764892578125,1803.5111120425966,2193.5018256100807
Building_166,39,0.6998560428619385,17266,-62.09776306152344,2.4058856964111333,33.183876037597656,1792.5784965018722,2184.257222945753
Building_166,73,1.0778069496154783,17280,-67.32829284667969,2.4270730018615723,30.523216247558594,1771.0014791241565,2173.3081550821316
Building_154,27,0.3685271739959717,17364,-90.69612121582031,2.2599925994873047,2.235458374023437,1674.708875130482,2056.696187912731
Building_154,24,0.38886332511901855,18180,-159.741943359375,-0.1850829124450684,-192.9750823974609,1391.1288798144662,1251.8827205801417
Building_154,31,0.4439198970794678,18182,-156.6323699951172,-0.11535930633544922,-189.23388671875,1403.937317187674,1267.3000664011606
Building_154,36,0.5996644496917725,18476,-85.85328674316406,-1.296839714050293,-168.73825073242188,1695.9118772566403,1351.756244990494
TaskBuilding_35,46,0.7881441116333008,19648,45.78878784179688,1.7151439189910889,54.23224258422852,2237.538868378627,2270.401162684715
TaskBuilding_35,62,1.0664010047912598,19679,32.366554260253906,1.722907781600952,56.8452033996582,2182.1907093836085,2281.2723075619087
TaskBuilding_35,36,0.6214883327484131,19681,32.368995666503906,1.7170267105102541,56.84770584106445,2182.2007645706312,2281.2826142984386
TaskBuilding_35,42,0.6993606090545654,19689,-59.14288330078125,2.427506923675537,34.77499389648437,1804.7669485103143,2190.8057690141586
TaskBuilding_35,165,2.58713436126709,19691,-58.49171447753906,2.436767101287842,35.22248840332031,1807.4522559091633,2192.648612640606
TaskBuilding_35,122,2.0975813865661617,19703,-58.48579406738281,2.44554340839386,35.22671890258789,1807.4766695483693,2192.6660358487325
TaskBuilding_27,33,0.5535361766815186,19728,-57.12290954589844,2.4522814750671387,36.7122802734375,1813.0933949161113,2198.7887574201523
TaskBuilding_27,41,0.6105754375457764,19735,-51.70118713378906,2.3639228343963623,38.95189666748047,1835.4603505545417,2207.997777247838
TaskBuilding_27,45,0.7663197517395021,19741,-45.25218200683594,2.299241304397583,41.66755676269531,1862.0633333652831,2219.164341463651
TaskBuilding_35,52,0.8332796096801758,19843,-72.32386779785156,3.192588329315185,74.52147674560547,1750.0778821541223,2354.9818868223274
HighSilo-TaskBuilding_49,36,0.5996649265289307,20336,-252.6367645263672,3.153611421585083,209.91422271728518,1002.9533613468793,2916.560455316821
Building_198,46,0.603135347366333,20688,-297.469482421875,4.543593168258667,58.844932556152344,818.874981904245,2291.8284948000633
Building_198,93,1.5936455726623535,20694,-295.317626953125,4.563798904418945,57.18896484375,827.8099872217117,2284.965229172385
Building_198,71,1.1953589916229248,20712,-279.13726806640625,4.68428373336792,44.17920684814453,894.986825124099,2231.061944587278
Building_198,32,0.4672312736511231,20807,-254.2970428466797,4.641964673995972,22.365089416503906,998.0879377993763,2140.738517509776
Building_198,85,1.43046236038208,20897,-287.0120849609375,4.62846040725708,-9.480438232421877,862.9824292186646,2009.3150924853649
Building_198,47,0.6805100440979004,21646,-325.7484130859375,4.152083873748778,-36.39344787597656,702.8520399509622,1898.2781031090258
Building_198,38,0.5297279357910156,21648,-323.8783874511719,4.150828361511231,-37.12496948242188,710.6083875753748,1895.2476325341245
Building_214,65,0.9478545188903807,21713,-301.4393310546875,4.062550067901611,-58.41624450683594,803.8051108260788,1807.2009581796542
Building_214,23,0.32884812355041504,21717,-294.68341064453125,4.031015872955321,-62.37629699707031,831.8260858767238,1790.821633375258
Building_171,32,0.4454076290130615,21757,-286.7591247558594,3.949671030044555,-68.07010650634766,864.6999385506128,1767.2809186408258
Building_154,22,0.32587194442749023,22292,-163.81639099121094,-0.22929072380065915,-197.2253875732422,1374.340274079581,1234.3668011504355
Building_154,29,0.3799352645874024,22557,-82.35621643066406,-1.2467033863067627,-163.867919921875,1710.3046955624357,1371.818043027627
Building_97,37,0.4776477813720703,23992,125.34903717041016,0.18665361404418945,-12.707199096679688,2565.4867125910882,1993.9981729061346
Building_97,31,0.41316771507263184,24348,157.0888671875,1.2998533248901367,66.48897552490234,2695.957722623653,2320.160750556983
Building_176,22,0.2817282676696777,25080,74.14964294433594,0.528244137763977,182.84314727783203,2353.9661170215218,2800.961760891852
Building_176,43,0.7410240173339844,25160,34.716323852539055,1.101762294769287,177.31277465820312,2191.3439639290273,2778.541311213421
Building_176,39,0.6413280963897705,25222,14.96441650390625,1.4018287658691406,175.6066131591797,2109.8503807860084,2771.701959614409
Building_176,41,0.6085910797119141,25243,5.2996978759765625,1.5775115489959717,173.41282653808594,2069.973915675306,2762.740465385272
Building_176,31,0.5887525081634521,25253,-0.490020751953125,1.6755208969116209,172.39735412597656,2046.0817992062346,2758.605691839648
Building_176,162,2.5990378856658936,25255,-8.969276428222656,1.8365094661712649,171.2095184326172,2011.0860837702032,2753.7864569909443
