SubjectID,Sessions,ET_Sessions,Total Rows Combined,Removed Body Hits,Removed Graffiti Hits,Replaced NoHouse Hits,DataLoss BitMask,DataLoss NoHits,DataLoss Combined,Removed Duplicates,Condensed Size,Removed rows,Removed rows (%),Gazes,Noise,Gaze2Noise
1043.0,5.0,3.38,999174.88,0.0,47163.38,59477.81,3.83,0.65,4.48,445898.5,48887.35,1852.31,3.62,6855.78,2146.7,3.4
