Start,Target,1004,1005,1008,1010,1011,1013,1017,1018,1019,1021,1022,1023,1054,1055,1056,1057,1058,1068,1069,1072,1073,1074,1075,1077,1079,1080
TaskBuilding_35,Building_131,5.0,11.0,18.0,16.0,7.0,9.0,18.0,15.0,10.0,11.0,13.0,14.0,10.0,3.0,16.0,10.0,16.0,11.0,9.0,21.0,15.0,15.0,17.0,10.0,6.0,15.0
TaskBuilding_35,Building_125,2.0,5.0,14.0,10.0,10.0,10.0,14.0,10.0,11.0,5.0,5.0,9.0,7.0,6.0,7.0,8.0,9.0,9.0,10.0,15.0,10.0,12.0,20.0,7.0,5.0,11.0
TaskBuilding_35,Building_121,4.0,7.0,7.0,1.0,4.0,7.0,9.0,9.0,3.0,3.0,7.0,6.0,7.0,3.0,5.0,4.0,4.0,6.0,7.0,8.0,8.0,8.0,9.0,8.0,8.0,7.0
TaskBuilding_35,Building_83,7.0,5.0,9.0,10.0,7.0,6.0,14.0,4.0,6.0,5.0,8.0,9.0,9.0,5.0,8.0,5.0,7.0,7.0,5.0,6.0,7.0,9.0,7.0,4.0,4.0,9.0
TaskBuilding_35,Building_76,2.0,1.0,,,1.0,2.0,2.0,1.0,1.0,,0.0,,0.0,1.0,2.0,,3.0,,2.0,4.0,2.0,3.0,2.0,,,1.0
TaskBuilding_35,Building_84,7.0,5.0,5.0,4.0,8.0,8.0,11.0,4.0,5.0,4.0,8.0,6.0,5.0,3.0,8.0,4.0,4.0,4.0,4.0,11.0,8.0,12.0,7.0,4.0,1.0,5.0
TaskBuilding_35,Building_67,4.0,5.0,3.0,7.0,6.0,2.0,8.0,6.0,4.0,4.0,6.0,8.0,5.0,7.0,4.0,2.0,6.0,5.0,4.0,10.0,5.0,11.0,8.0,4.0,3.0,6.0
TaskBuilding_35,TaskBuilding_11,6.0,5.0,6.0,7.0,8.0,5.0,6.0,6.0,5.0,7.0,8.0,6.0,6.0,6.0,6.0,6.0,8.0,2.0,6.0,9.0,9.0,7.0,7.0,4.0,6.0,10.0
TaskBuilding_35,TaskBuilding_13,11.0,4.0,3.0,4.0,7.0,4.0,6.0,3.0,9.0,6.0,9.0,11.0,1.0,8.0,5.0,1.0,9.0,4.0,2.0,15.0,9.0,12.0,9.0,5.0,2.0,8.0
TaskBuilding_35,Building_70,3.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,0.0,3.0,4.0,2.0,2.0,3.0,2.0,5.0,2.0,5.0,5.0,1.0,2.0,2.0
TaskBuilding_35,TaskBuilding_12,3.0,3.0,3.0,5.0,3.0,1.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,6.0,3.0,2.0,3.0,4.0,2.0,9.0,3.0,6.0,5.0,0.0,3.0,4.0
TaskBuilding_35,Building_64,9.0,6.0,7.0,12.0,6.0,8.0,14.0,2.0,6.0,8.0,7.0,11.0,10.0,7.0,4.0,5.0,11.0,6.0,7.0,12.0,12.0,16.0,14.0,10.0,6.0,12.0
