Subject,Unconnected Nodes,Unconnected Component Nodes,Eigenvalue,Complete Edges,L Edges,R Edges,Cut Edges,Total Nodes,L Nodes,R Nodes,Complete Degree,L Degree,R Degree,Complete Density,L Density,R Density
1043.0,2.38,0.15,0.2,951.15,629.96,267.04,54.15,237.77,149.85,87.92,7.98,8.34,6.0,0.03,0.06,0.07
