Edge1,Edge2
Phone,Phone
Building_66,Phone
NoHouse,Building_66
Building_83,NoHouse
NoHouse,Building_83
Building_83,NoHouse
NoHouse,Building_83
TaskBuilding_15,NoHouse
NoHouse,TaskBuilding_15
Church-TaskBuilding_16,NoHouse
Building_67,Church-TaskBuilding_16
Church-TaskBuilding_16,Building_67
Building_83,Church-TaskBuilding_16
NoHouse,Building_83
Building_83,NoHouse
NoHouse,Building_83
Building_117,NoHouse
NoHit,Building_117
TaskBuilding_15,NoHit
NoHit,TaskBuilding_15
TaskBuilding_15,NoHit
Building_88,TaskBuilding_15
NoHouse,Building_88
Building_88,NoHouse
NoHouse,Building_88
Building_84,NoHouse
Building_85,Building_84
NoHouse,Building_85
Building_85,NoHouse
NoHouse,Building_85
TaskBuilding_23,NoHouse
NoHouse,TaskBuilding_23
Building_96,NoHouse
NoHouse,Building_96
Building_80,NoHouse
NoHouse,Building_80
Building_80,NoHouse
NoHouse,Building_80
TaskBuilding_27,NoHouse
NoHouse,TaskBuilding_27
Building_97,NoHouse
Building_85,Building_97
NoHouse,Building_85
Building_104,NoHouse
Building_113,Building_104
Building_combined_115_116,Building_113
TaskBuilding_17,Building_combined_115_116
NoHouse,TaskBuilding_17
Building_108,NoHouse
NoHouse,Building_108
Building_107,NoHouse
NoHouse,Building_107
Building_107,NoHouse
Building_106,Building_107
NoHouse,Building_106
Building_108,NoHouse
NoHouse,Building_108
Building_108,NoHouse
TaskBuilding_26,Building_108
Building_98,TaskBuilding_26
NoHouse,Building_98
Building_145,NoHouse
NoHouse,Building_145
Building_145,NoHouse
NoHouse,Building_145
Building_145,NoHouse
NoHouse,Building_145
Building_147,NoHouse
Building_152,Building_147
TaskBuilding_39,Building_152
Building_137,TaskBuilding_39
NoHouse,Building_137
TaskBuilding_4,NoHouse
Phone,TaskBuilding_4
TaskBuilding_4,Phone
NoHouse,TaskBuilding_4
TaskBuilding_4,NoHouse
NoHouse,TaskBuilding_4
TaskBuilding_4,NoHouse
Building_124,TaskBuilding_4
NoHouse,Building_124
Building_123,NoHouse
TaskBuilding_4,Building_123
NoHouse,TaskBuilding_4
Building_123,NoHouse
NoHouse,Building_123
Building_124,NoHouse
TaskBuilding_4,Building_124
NoHouse,TaskBuilding_4
Building_123,NoHouse
Building_135,Building_123
NoHouse,Building_135
Building_123,NoHouse
NoHouse,Building_123
Building_133,NoHouse
NoHouse,Building_133
Building_133,NoHouse
NoHouse,Building_133
TaskBuilding_4,NoHouse
Building_124,TaskBuilding_4
NoHouse,Building_124
TaskBuilding_4,NoHouse
NoHouse,TaskBuilding_4
TaskBuilding_4,NoHouse
NoHouse,TaskBuilding_4
Phone,Phone
