Edge1,Edge2
NoHouse,NoHouse
Phone,NoHouse
Hand,Phone
NoHouse,Hand
Building_234,NoHouse
NoHouse,Building_234
Building_154,NoHouse
NoHouse,Building_154
Building_154,NoHouse
Building_139,Building_154
NoHouse,Building_139
Building_139,NoHouse
TaskBuilding_44,Building_139
Building_154,TaskBuilding_44
NoHouse,Building_154
Building_138,NoHouse
NoHouse,Building_138
Building_138,NoHouse
NoHouse,Building_138
Building_137,NoHouse
TaskBuilding_36,Building_137
Building_138,TaskBuilding_36
TaskBuilding_36,Building_138
Building_137,TaskBuilding_36
NoHouse,Building_137
Building_229,NoHouse
NoHouse,Building_229
TaskBuilding_36,NoHouse
Building_142,TaskBuilding_36
NoHouse,Building_142
Building_124,NoHouse
NoHouse,Building_124
Building_133,NoHouse
Building_124,Building_133
NoHouse,Building_124
Building_145,NoHouse
Building_133,Building_145
NoHouse,Building_133
Building_228,NoHouse
NoHouse,Building_228
Building_133,NoHouse
NoHouse,Building_133
TaskBuilding_25,NoHouse
Building_128,TaskBuilding_25
NoHouse,Building_128
TaskBuilding_25,NoHouse
NoHouse,TaskBuilding_25
Building_132,NoHouse
NoHouse,Building_132
TaskBuilding_25,NoHouse
NoHouse,TaskBuilding_25
TaskBuilding_25,NoHouse
NoHouse,TaskBuilding_25
Building_130,NoHouse
NoHouse,Building_130
Building_118,NoHouse
NoHouse,Building_118
TaskBuilding_21,NoHouse
NoHouse,TaskBuilding_21
TaskBuilding_21,NoHouse
NoHouse,TaskBuilding_21
Building_121,NoHouse
TaskBuilding_22,Building_121
Building_118,TaskBuilding_22
Building_125,Building_118
NoHouse,Building_125
Building_120,NoHouse
TaskBuilding_20,Building_120
Building_119,TaskBuilding_20
Building_120,Building_119
Building_118,Building_120
NoHouse,Building_118
Building_121,NoHouse
NoHouse,Building_121
Building_119,NoHouse
TaskBuilding_20,Building_119
TaskBuilding_1,TaskBuilding_20
TaskBuilding_20,TaskBuilding_1
NoHouse,TaskBuilding_20
Church-TaskBuilding_16,NoHouse
NoHouse,Church-TaskBuilding_16
Building_87,NoHouse
NoHouse,Building_87
Building_86,NoHouse
Building_88,Building_86
TaskBuilding_1,Building_88
NoHouse,TaskBuilding_1
TaskBuilding_1,NoHouse
NoHouse,TaskBuilding_1
Building_88,NoHouse
NoHouse,Building_88
Building_106,NoHouse
TaskBuilding_3,Building_106
Building_105,TaskBuilding_3
Building_97,Building_105
NoHouse,Building_97
Building_87,NoHouse
NoHouse,Building_87
Building_106,NoHouse
Building_105,Building_106
TaskBuilding_3,Building_105
NoHouse,TaskBuilding_3
Building_96,NoHouse
NoHouse,Building_96
Building_96,NoHouse
NoHouse,Building_96
TaskBuilding_14,NoHouse
NoHouse,TaskBuilding_14
Building_96,NoHouse
NoHouse,Building_96
Building_91,NoHouse
NoHouse,Building_91
Building_94,NoHouse
NoHouse,Building_94
Building_91,NoHouse
NoHouse,Building_91
TaskBuilding_19,NoHouse
NoHouse,TaskBuilding_19
Building_91,NoHouse
NoHouse,Building_91
Building_91,NoHouse
NoHouse,Building_91
Building_91,NoHouse
NoHouse,Building_91
Building_90,NoHouse
NoHouse,Building_90
Building_89,NoHouse
Building_91,Building_89
NoHouse,Building_91
TaskBuilding_19,NoHouse
NoHouse,TaskBuilding_19
TaskBuilding_19,NoHouse
NoHouse,TaskBuilding_19
Building_94,NoHouse
Building_103,Building_94
TaskBuilding_19,Building_103
NoHouse,TaskBuilding_19
Building_92,NoHouse
NoHouse,Building_92
Building_176,NoHouse
Building_103,Building_176
NoHouse,Building_103
TaskBuilding_29,NoHouse
NoHouse,TaskBuilding_29
Building_176,NoHouse
NoHouse,Building_176
Building_176,NoHouse
NoHouse,Building_176
Building_176,NoHouse
NoHouse,Building_176
Building_160,NoHouse
NoHouse,Building_160
Building_176,NoHouse
NoHouse,Building_176
Building_176,NoHouse
NoHouse,Building_176
TaskBuilding_34,NoHouse
Building_158,TaskBuilding_34
NoHouse,Building_158
Building_176,NoHouse
NoHouse,Building_176
TaskBuilding_34,NoHouse
Building_100,TaskBuilding_34
Building_101,Building_100
NoHouse,Building_101
Building_160,NoHouse
NoHouse,Building_160
Building_160,NoHouse
NoHouse,Building_160
Building_160,NoHouse
Building_159,Building_160
Building_160,Building_159
Building_164,Building_160
Building_161,Building_164
Building_162,Building_161
NoHouse,Building_162
TaskBuilding_40,NoHouse
NoHouse,TaskBuilding_40
Building_164,NoHouse
Building_166,Building_164
NoHouse,Building_166
TaskBuilding_46,NoHouse
NoHouse,TaskBuilding_46
TaskBuilding_46,NoHouse
Building_170,TaskBuilding_46
NoHouse,Building_170
Building_183,NoHouse
Building_180,Building_183
Building_178,Building_180
NoHouse,Building_178
TaskBuilding_46,NoHouse
NoHouse,TaskBuilding_46
TaskBuilding_54,NoHouse
Building_214,TaskBuilding_54
Building_211,Building_214
NoHouse,Building_211
Building_214,NoHouse
NoHouse,Building_214
Building_211,NoHouse
NoHouse,Building_211
Building_214,NoHouse
Building_172,Building_214
TaskBuilding_47,Building_172
NoHouse,TaskBuilding_47
TaskBuilding_47,NoHouse
NoHouse,TaskBuilding_47
TaskBuilding_47,NoHouse
NoHouse,TaskBuilding_47
Building_219,NoHouse
NoHouse,Building_219
TaskBuilding_46,NoHouse
NoHouse,TaskBuilding_46
Building_203,NoHouse
NoHouse,Building_203
Building_214,NoHouse
NoHouse,Building_214
Building_212,NoHouse
NoHouse,Building_212
Building_210,NoHouse
NoHouse,Building_210
Building_211,NoHouse
NoHouse,Building_211
Building_210,NoHouse
NoHouse,Building_210
Building_210,NoHouse
NoHouse,Building_210
TaskBuilding_8,NoHouse
NoHouse,TaskBuilding_8
