Edge1,Edge2
NoHouse,NoHouse
Hand,NoHouse
NoHouse,Hand
TaskBuilding_45,NoHouse
NoHouse,TaskBuilding_45
Building_229,NoHouse
NoHouse,Building_229
Building_229,NoHouse
Building_231,Building_229
NoHouse,Building_231
Building_229,NoHouse
Building_227,Building_229
Building_229,Building_227
Building_227,Building_229
Building_229,Building_227
Building_227,Building_229
Building_226,Building_227
NoHouse,Building_226
Building_229,NoHouse
Building_231,Building_229
NoHouse,Building_231
TaskBuilding_36,NoHouse
Building_139,TaskBuilding_36
Building_233,Building_139
Building_139,Building_233
Building_142,Building_139
TaskBuilding_36,Building_142
Building_230,TaskBuilding_36
NoHouse,Building_230
Building_137,NoHouse
Building_138,Building_137
NoHouse,Building_138
TaskBuilding_36,NoHouse
Building_138,TaskBuilding_36
NoHouse,Building_138
Building_228,NoHouse
Building_229,Building_228
TaskBuilding_37,Building_229
NoHouse,TaskBuilding_37
Building_229,NoHouse
NoHouse,Building_229
TaskBuilding_37,NoHouse
NoHouse,TaskBuilding_37
TaskBuilding_37,NoHouse
Building_229,TaskBuilding_37
NoHouse,Building_229
TaskBuilding_25,NoHouse
NoHouse,TaskBuilding_25
Building_130,NoHouse
NoHouse,Building_130
Building_229,NoHouse
NoHouse,Building_229
Building_133,NoHouse
NoHouse,Building_133
TaskBuilding_4,NoHouse
NoHouse,TaskBuilding_4
Building_142,NoHouse
Building_143,Building_142
NoHouse,Building_143
Building_123,NoHouse
Building_133,Building_123
NoHouse,Building_133
TaskBuilding_25,NoHouse
NoHouse,TaskBuilding_25
Building_132,NoHouse
NoHouse,Building_132
NoHit,NoHouse
NoHouse,NoHit
Building_128,NoHouse
Building_130,Building_128
NoHouse,Building_130
TaskBuilding_25,NoHouse
NoHouse,TaskBuilding_25
Building_135,NoHouse
NoHouse,Building_135
Building_130,NoHouse
Building_135,Building_130
NoHouse,Building_135
Building_117,NoHouse
NoHouse,Building_117
Building_121,NoHouse
Building_119,Building_121
Building_121,Building_119
Building_126,Building_121
TaskBuilding_21,Building_126
Building_125,TaskBuilding_21
NoHouse,Building_125
TaskBuilding_22,NoHouse
NoHouse,TaskBuilding_22
Building_121,NoHouse
NoHouse,Building_121
Building_119,NoHouse
TaskBuilding_20,Building_119
NoHouse,TaskBuilding_20
TaskBuilding_1,NoHouse
NoHouse,TaskBuilding_1
TaskBuilding_1,NoHouse
NoHouse,TaskBuilding_1
Building_121,NoHouse
NoHouse,Building_121
Building_125,NoHouse
Church-TaskBuilding_16,Building_125
NoHouse,Church-TaskBuilding_16
Building_88,NoHouse
NoHouse,Building_88
Building_88,NoHouse
NoHouse,Building_88
Building_88,NoHouse
Building_87,Building_88
NoHouse,Building_87
TaskBuilding_17,NoHouse
NoHouse,TaskBuilding_17
Building_113,NoHouse
NoHouse,Building_113
Building_83,NoHouse
NoHouse,Building_83
TaskBuilding_15,NoHouse
Building_83,TaskBuilding_15
NoHouse,Building_83
Building_88,NoHouse
Building_87,Building_88
Building_104,Building_87
NoHouse,Building_104
Building_106,NoHouse
NoHouse,Building_106
Building_107,NoHouse
Building_110,Building_107
NoHouse,Building_110
Building_96,NoHouse
Building_80,Building_96
NoHouse,Building_80
TaskBuilding_23,NoHouse
Building_97,TaskBuilding_23
NoHouse,Building_97
TaskBuilding_23,NoHouse
NoHouse,TaskBuilding_23
Building_96,NoHouse
NoHouse,Building_96
TaskBuilding_14,NoHouse
NoHouse,TaskBuilding_14
Building_74,NoHouse
NoHouse,Building_74
Building_74,NoHouse
NoHouse,Building_74
Building_74,NoHouse
NoHouse,Building_74
Building_94,NoHouse
NoHouse,Building_94
Building_94,NoHouse
NoHouse,Building_94
Building_91,NoHouse
NoHouse,Building_91
Building_91,NoHouse
NoHouse,Building_91
Building_91,NoHouse
NoHouse,Building_91
TaskBuilding_19,NoHouse
NoHouse,TaskBuilding_19
TaskBuilding_19,NoHouse
NoHouse,TaskBuilding_19
Building_94,NoHouse
NoHouse,Building_94
Building_103,NoHouse
TaskBuilding_29,Building_103
NoHouse,TaskBuilding_29
Building_102,NoHouse
TaskBuilding_29,Building_102
NoHouse,TaskBuilding_29
Building_176,NoHouse
NoHouse,Building_176
TaskBuilding_19,NoHouse
NoHouse,TaskBuilding_19
Windmill-TaskBuilding_10_1,NoHouse
Building_94,Windmill-TaskBuilding_10_1
NoHouse,Building_94
Hand,NoHouse
NoHouse,Hand
Hand,NoHouse
NoHouse,Hand
Windmill-TaskBuilding_10_1,NoHouse
Building_91,Windmill-TaskBuilding_10_1
