Edge1,Edge2
NoHouse,NoHouse
Hand,NoHouse
NoHouse,Hand
Building_186,NoHouse
NoHouse,Building_186
Building_189,NoHouse
Building_187,Building_189
NoHouse,Building_187
Building_187,NoHouse
NoHouse,Building_187
Building_187,NoHouse
NoHouse,Building_187
Building_198,NoHouse
TaskBuilding_50,Building_198
NoHouse,TaskBuilding_50
TaskBuilding_46,NoHouse
NoHouse,TaskBuilding_46
TaskBuilding_46,NoHouse
NoHouse,TaskBuilding_46
Building_212,NoHouse
Building_209,Building_212
NoHouse,Building_209
Building_212,NoHouse
NoHouse,Building_212
TaskBuilding_50,NoHouse
Building_212,TaskBuilding_50
TaskBuilding_50,Building_212
Building_212,TaskBuilding_50
NoHouse,Building_212
TaskBuilding_50,NoHouse
NoHouse,TaskBuilding_50
TaskBuilding_50,NoHouse
NoHouse,TaskBuilding_50
TaskBuilding_50,NoHouse
NoHouse,TaskBuilding_50
TaskBuilding_50,NoHouse
Building_212,TaskBuilding_50
Building_213,Building_212
NoHouse,Building_213
Building_235,NoHouse
NoHouse,Building_235
TaskBuilding_47,NoHouse
Building_175,TaskBuilding_47
TaskBuilding_47,Building_175
NoHouse,TaskBuilding_47
Building_236,NoHouse
NoHouse,Building_236
Building_211,NoHouse
NoHouse,Building_211
Building_214,NoHouse
NoHouse,Building_214
TaskBuilding_8,NoHouse
Building_211,TaskBuilding_8
NoHouse,Building_211
crane_2,NoHouse
NoHit,crane_2
NoHouse,NoHit
NoHit,NoHouse
Building_211,NoHit
NoHouse,Building_211
crane_2,NoHouse
NoHouse,crane_2
crane_2,NoHouse
NoHouse,crane_2
Building_154,NoHouse
Building_236,Building_154
NoHouse,Building_236
Building_154,NoHouse
NoHouse,Building_154
Building_226,NoHouse
NoHouse,Building_226
Building_220,NoHouse
NoHouse,Building_220
Building_236,NoHouse
NoHouse,Building_236
Building_220,NoHouse
Building_216,Building_220
Building_220,Building_216
TaskBuilding_48,Building_220
TaskBuilding_7,TaskBuilding_48
NoHouse,TaskBuilding_7
TaskBuilding_7,NoHouse
NoHouse,TaskBuilding_7
TaskBuilding_7,NoHouse
NoHouse,NoHouse
