Edge1,Edge2
Hand,Phone
NoHouse,Hand
House_49,NoHouse
Building_171,House_49
Building_172,Building_171
NoHouse,Building_172
Phone,NoHouse
NoHouse,Phone
Building_171,NoHouse
TaskBuilding_46,Building_171
Building_171,TaskBuilding_46
TaskBuilding_46,Building_171
NoHouse,TaskBuilding_46
Building_175,NoHouse
TaskBuilding_50,Building_175
NoHouse,TaskBuilding_50
Building_212,NoHouse
Castle-TaskBuilding_56,Building_212
TaskBuilding_41,Castle-TaskBuilding_56
Building_170,TaskBuilding_41
NoHouse,Building_170
TaskBuilding_46,NoHouse
Phone,TaskBuilding_46
Building_183,Phone
TaskBuilding_6,Building_183
Building_178,TaskBuilding_6
NoHouse,Building_178
Building_170,NoHouse
Building_171,Building_170
TaskBuilding_50,Building_171
NoHouse,TaskBuilding_50
Phone,NoHouse
NoHouse,Phone
Building_163,NoHouse
NoHouse,Building_163
Building_178,NoHouse
TaskBuilding_6,Building_178
NoHouse,TaskBuilding_6
HighSilo-TaskBuilding_49,NoHouse
Building_183,HighSilo-TaskBuilding_49
Building_180,Building_183
Building_184,Building_180
NoHouse,Building_184
Building_161,NoHouse
Building_176,Building_161
TaskBuilding_40,Building_176
NoHouse,TaskBuilding_40
TaskBuilding_40,NoHouse
Phone,TaskBuilding_40
TaskBuilding_40,Phone
Building_92,TaskBuilding_40
Building_162,Building_92
Building_149,Building_162
TaskBuilding_35,Building_149
Building_166,TaskBuilding_35
Building_164,Building_166
Building_166,Building_164
NoHouse,Building_166
Building_159,NoHouse
NoHouse,Building_159
Building_92,NoHouse
Building_158,Building_92
Building_157,Building_158
Building_149,Building_157
TaskBuilding_34,Building_149
NoHouse,TaskBuilding_34
Building_92,NoHouse
NoHouse,Building_92
Building_102,NoHouse
Building_101,Building_102
Phone,Building_101
NoHouse,Phone
Building_100,NoHouse
NoHouse,Building_100
Building_158,NoHouse
NoHouse,Building_158
Phone,NoHouse
NoHouse,Phone
Building_157,NoHouse
NoHouse,Building_157
Building_148,NoHouse
NoHouse,Building_148
Building_100,NoHouse
TaskBuilding_30,Building_100
Building_97,TaskBuilding_30
TaskBuilding_30,Building_97
Building_97,TaskBuilding_30
TaskBuilding_27,Building_97
TaskBuilding_30,TaskBuilding_27
NoHouse,TaskBuilding_30
Phone,NoHouse
NoHouse,Phone
Building_147,NoHouse
Building_166,Building_147
Building_173,Building_166
TaskBuilding_42,Building_173
Building_148,TaskBuilding_42
Building_98,Building_148
NoHouse,Building_98
TaskBuilding_30,NoHouse
NoHouse,TaskBuilding_30
TaskBuilding_28,NoHouse
Building_146,TaskBuilding_28
Building_145,Building_146
NoHouse,Building_145
TaskBuilding_28,NoHouse
Building_109,TaskBuilding_28
NoHouse,Building_109
Building_154,NoHouse
Building_145,Building_154
NoHouse,Building_145
Building_145,NoHouse
Building_141,Building_145
Building_154,Building_141
TaskBuilding_39,Building_154
Building_147,TaskBuilding_39
NoHouse,Building_147
Building_109,NoHouse
Windmill-TaskBuilding_10_1,Building_109
Hand,Windmill-TaskBuilding_10_1
NoHouse,Hand
Building_108,NoHouse
TaskBuilding_24,Building_108
TaskBuilding_26,TaskBuilding_24
Building_96,TaskBuilding_26
Building_107,Building_96
Building_106,Building_107
Building_110,Building_106
Building_combined_115_116,Building_110
Building_117,Building_combined_115_116
Building_96,Building_117
Windmill-TaskBuilding_10_1,Building_96
Building_86,Windmill-TaskBuilding_10_1
Building_104,Building_86
Building_75,Building_104
NoHouse,Building_75
