Edge1,Edge2
NoHouse,NoHouse
Building_216,NoHouse
Building_217,Building_216
NoHouse,Building_217
Phone,NoHouse
NoHouse,Phone
Phone,NoHouse
NoHouse,Phone
TaskBuilding_53,NoHouse
NoHouse,TaskBuilding_53
TaskBuilding_53,NoHouse
Phone,TaskBuilding_53
TaskBuilding_53,Phone
NoHouse,TaskBuilding_53
Phone,NoHouse
Building_213,Phone
NoHouse,Building_213
Building_214,NoHouse
NoHouse,Building_214
Building_154,NoHouse
NoHouse,Building_154
Building_236,NoHouse
NoHouse,Building_236
Building_235,NoHouse
NoHouse,Building_235
Hand,NoHouse
NoHouse,Hand
Building_235,NoHouse
NoHouse,Building_235
TaskBuilding_44,NoHouse
NoHouse,TaskBuilding_44
TaskBuilding_44,NoHouse
Building_154,TaskBuilding_44
NoHouse,Building_154
Building_139,NoHouse
NoHouse,Building_139
Building_230,NoHouse
NoHouse,Building_230
Building_230,NoHouse
NoHouse,Building_230
Building_138,NoHouse
Building_137,Building_138
Building_138,Building_137
TaskBuilding_36,Building_138
NoHouse,TaskBuilding_36
Building_137,NoHouse
NoHouse,Building_137
TaskBuilding_4,NoHouse
NoHouse,TaskBuilding_4
Building_124,NoHouse
NoHouse,Building_124
TaskBuilding_4,NoHouse
NoHouse,TaskBuilding_4
TaskBuilding_4,NoHouse
NoHouse,TaskBuilding_4
Building_123,NoHouse
NoHouse,Building_123
TaskBuilding_4,NoHouse
Phone,TaskBuilding_4
NoHouse,Phone
Phone,NoHouse
NoHouse,Phone
Phone,NoHouse
NoHouse,Phone
Phone,NoHouse
NoHouse,Phone
TaskBuilding_21,NoHouse
NoHouse,TaskBuilding_21
Building_128,NoHouse
NoHouse,Building_128
TaskBuilding_21,NoHouse
NoHouse,TaskBuilding_21
TaskBuilding_12,NoHouse
NoHouse,TaskBuilding_12
Building_130,NoHouse
NoHouse,Building_130
Building_130,NoHouse
NoHouse,Building_130
Building_130,NoHouse
NoHouse,Building_130
Building_130,NoHouse
NoHouse,Building_130
Building_128,NoHouse
NoHouse,Building_128
TaskBuilding_21,NoHouse
NoHouse,TaskBuilding_21
Building_125,NoHouse
NoHouse,Building_125
Building_120,NoHouse
NoHouse,Building_120
TaskBuilding_22,NoHouse
NoHouse,TaskBuilding_22
Church-TaskBuilding_16,NoHouse
NoHouse,Church-TaskBuilding_16
TaskBuilding_20,NoHouse
NoHouse,TaskBuilding_20
TaskBuilding_1,NoHouse
NoHouse,TaskBuilding_1
Building_94,NoHouse
NoHouse,Building_94
Phone,NoHouse
NoHouse,Phone
Church-TaskBuilding_16,NoHouse
NoHouse,Church-TaskBuilding_16
TaskBuilding_1,NoHouse
Building_88,TaskBuilding_1
TaskBuilding_3,Building_88
Building_87,TaskBuilding_3
NoHouse,Building_87
TaskBuilding_3,NoHouse
TaskBuilding_1,TaskBuilding_3
NoHouse,TaskBuilding_1
TaskBuilding_11,NoHouse
TaskBuilding_12,TaskBuilding_11
NoHouse,TaskBuilding_12
Building_83,NoHouse
TaskBuilding_1,Building_83
Building_83,TaskBuilding_1
TaskBuilding_15,Building_83
Building_84,TaskBuilding_15
NoHouse,Building_84
Building_67,NoHouse
Building_64,Building_67
TaskBuilding_11,Building_64
TaskBuilding_12,TaskBuilding_11
TaskBuilding_11,TaskBuilding_12
Building_67,TaskBuilding_11
NoHouse,Building_67
Building_67,NoHouse
Building_62,Building_67
NoHouse,Building_62
Building_64,NoHouse
TaskBuilding_11,Building_64
NoHouse,TaskBuilding_11
TaskBuilding_11,NoHouse
NoHouse,TaskBuilding_11
Building_70,NoHouse
TaskBuilding_11,Building_70
NoHouse,TaskBuilding_11
Building_64,NoHouse
TaskBuilding_11,Building_64
NoHouse,TaskBuilding_11
TaskBuilding_13,NoHouse
NoHouse,TaskBuilding_13
TaskBuilding_13,NoHouse
Building_68,TaskBuilding_13
Building_66,Building_68
NoHouse,Building_66
TaskBuilding_9,NoHouse
NoHouse,TaskBuilding_9
TaskBuilding_9,NoHouse
NoHouse,TaskBuilding_9
TaskBuilding_9,NoHouse
NoHouse,TaskBuilding_9
TaskBuilding_9,NoHouse
NoHouse,TaskBuilding_9
Building_64,NoHouse
TaskBuilding_9,Building_64
NoHouse,TaskBuilding_9
TaskBuilding_9,NoHouse
NoHouse,TaskBuilding_9
TaskBuilding_9,NoHouse
NoHouse,TaskBuilding_9
TaskBuilding_9,NoHouse
NoHouse,TaskBuilding_9
TaskBuilding_9,NoHouse
NoHouse,TaskBuilding_9
Phone,NoHouse
NoHouse,Phone
Building_64,NoHouse
NoHouse,Building_64
TaskBuilding_12,NoHouse
NoHouse,TaskBuilding_12
TaskBuilding_12,NoHouse
TaskBuilding_11,TaskBuilding_12
TaskBuilding_1,TaskBuilding_11
TaskBuilding_11,TaskBuilding_1
TaskBuilding_1,TaskBuilding_11
NoHouse,TaskBuilding_1
TaskBuilding_11,NoHouse
NoHouse,TaskBuilding_11
TaskBuilding_11,NoHouse
TaskBuilding_1,TaskBuilding_11
NoHouse,TaskBuilding_1
Church-TaskBuilding_16,NoHouse
TaskBuilding_1,Church-TaskBuilding_16
NoHouse,TaskBuilding_1
Building_83,NoHouse
TaskBuilding_1,Building_83
NoHouse,TaskBuilding_1
TaskBuilding_1,NoHouse
Building_83,TaskBuilding_1
NoHouse,Building_83
TaskBuilding_1,NoHouse
NoHouse,TaskBuilding_1
TaskBuilding_1,NoHouse
NoHouse,TaskBuilding_1
TaskBuilding_1,NoHouse
NoHouse,TaskBuilding_1
TaskBuilding_1,NoHouse
NoHouse,TaskBuilding_1
Church-TaskBuilding_16,NoHouse
NoHouse,Church-TaskBuilding_16
TaskBuilding_1,NoHouse
NoHouse,TaskBuilding_1
Phone,NoHouse
NoHouse,Phone
Building_64,NoHouse
Building_83,Building_64
TaskBuilding_1,Building_83
Phone,TaskBuilding_1
NoHouse,Phone
Building_125,NoHouse
TaskBuilding_37,Building_125
Building_113,TaskBuilding_37
NoHouse,Building_113
TaskBuilding_1,NoHouse
NoHouse,TaskBuilding_1
Building_88,NoHouse
NoHouse,Building_88
Building_113,NoHouse
NoHouse,Building_113
Building_88,NoHouse
NoHouse,Building_88
TaskBuilding_1,NoHouse
Building_83,TaskBuilding_1
NoHouse,Building_83
Building_88,NoHouse
NoHouse,Building_88
Building_104,NoHouse
HighSilo-TaskBuilding_49,Building_104
TaskBuilding_3,HighSilo-TaskBuilding_49
NoHit,TaskBuilding_3
NoHouse,NoHit
Building_97,NoHouse
NoHouse,Building_97
Building_86,NoHouse
Building_85,Building_86
NoHouse,Building_85
Building_86,NoHouse
Building_96,Building_86
Building_104,Building_96
Building_107,Building_104
TaskBuilding_24,Building_107
Building_96,TaskBuilding_24
Building_75,Building_96
NoHouse,Building_75
Building_97,NoHouse
NoHouse,Building_97
TaskBuilding_14,NoHouse
