Edge1,Edge2
NoHouse,NoHouse
Phone,NoHouse
NoHouse,Phone
Building_64,NoHouse
NoHouse,Building_64
Building_89,NoHouse
NoHouse,Building_89
Phone,NoHouse
Building_67,Phone
Building_68,Building_67
Building_71,Building_68
Building_82,Building_71
Building_71,Building_82
Building_89,Building_71
NoHouse,Building_89
Phone,NoHouse
NoHouse,Phone
Building_74,NoHouse
Building_73,Building_74
Building_74,Building_73
Building_73,Building_74
Building_74,Building_73
Building_73,Building_74
Building_74,Building_73
Building_73,Building_74
NoHouse,Building_73
Building_73,NoHouse
NoHouse,Building_73
NoHit,NoHouse
NoHouse,NoHit
NoHit,NoHouse
NoHouse,NoHit
TaskBuilding_14,NoHouse
NoHouse,TaskBuilding_14
Building_75,NoHouse
NoHouse,Building_75
NoHit,NoHouse
Building_75,NoHit
NoHouse,Building_75
Building_80,NoHouse
Building_94,Building_80
NoHouse,Building_94
Building_145,NoHouse
NoHouse,Building_145
Building_86,NoHouse
NoHouse,Building_86
NoHit,NoHouse
NoHouse,NoHit
Church-TaskBuilding_16,NoHouse
NoHouse,Church-TaskBuilding_16
Church-TaskBuilding_16,NoHouse
Building_combined_115_116,Church-TaskBuilding_16
TaskBuilding_17,Building_combined_115_116
Building_114,TaskBuilding_17
NoHouse,Building_114
Church-TaskBuilding_16,NoHouse
TaskBuilding_1,Church-TaskBuilding_16
Church-TaskBuilding_16,TaskBuilding_1
NoHit,Church-TaskBuilding_16
NoHouse,NoHit
Building_125,NoHouse
TaskBuilding_21,Building_125
Building_125,TaskBuilding_21
NoHouse,Building_125
Church-TaskBuilding_16,NoHouse
NoHit,Church-TaskBuilding_16
NoHouse,NoHit
NoHit,NoHouse
NoHouse,NoHit
Building_119,NoHouse
Building_131,Building_119
NoHouse,Building_131
TaskBuilding_20,NoHouse
Building_113,TaskBuilding_20
Building_combined_115_116,Building_113
NoHouse,Building_combined_115_116
TaskBuilding_20,NoHouse
NoHouse,TaskBuilding_20
Building_131,NoHouse
NoHouse,Building_131
Building_128,NoHouse
Building_127,Building_128
NoHouse,Building_127
Phone,NoHouse
Hand,Phone
NoHouse,Hand
Phone,NoHouse
NoHouse,Phone
Phone,NoHouse
TaskBuilding_25,Phone
Building_123,TaskBuilding_25
Building_135,Building_123
NoHit,Building_135
Building_124,NoHit
NoHouse,Building_124
Phone,NoHouse
NoHouse,Phone
Building_229,NoHouse
NoHouse,Building_229
TaskBuilding_25,NoHouse
Building_228,TaskBuilding_25
NoHouse,Building_228
Building_228,NoHouse
TaskBuilding_25,Building_228
NoHouse,TaskBuilding_25
Building_130,NoHouse
TaskBuilding_25,Building_130
NoHouse,TaskBuilding_25
TaskBuilding_25,NoHouse
NoHouse,TaskBuilding_25
Building_137,NoHouse
Building_138,Building_137
NoHouse,Building_138
Building_230,NoHouse
Building_124,Building_230
Building_154,Building_124
Building_142,Building_154
Building_137,Building_142
NoHouse,Building_137
Building_228,NoHouse
NoHouse,Building_228
Building_229,NoHouse
Building_226,Building_229
TaskBuilding_32,Building_226
Building_226,TaskBuilding_32
Building_229,Building_226
TaskBuilding_37,Building_229
Building_230,TaskBuilding_37
TaskBuilding_37,Building_230
Building_138,TaskBuilding_37
NoHouse,Building_138
Building_138,NoHouse
NoHouse,Building_138
TaskBuilding_4,NoHouse
NoHouse,TaskBuilding_4
TaskBuilding_4,NoHouse
NoHouse,TaskBuilding_4
TaskBuilding_4,NoHouse
NoHouse,TaskBuilding_4
TaskBuilding_4,NoHouse
NoHouse,TaskBuilding_4
TaskBuilding_4,NoHouse
NoHouse,NoHouse
