Edge1,Edge2
NoHouse,NoHouse
Hand,NoHouse
NoHouse,Hand
Phone,NoHouse
NoHouse,Phone
Building_94,NoHouse
NoHouse,Building_94
Building_94,NoHouse
NoHouse,Building_94
Building_94,NoHouse
NoHouse,Building_94
Building_94,NoHouse
Building_91,Building_94
TaskBuilding_19,Building_91
Building_91,TaskBuilding_19
House_10,Building_91
NoHouse,House_10
Building_79,NoHouse
NoHouse,Building_79
TaskBuilding_14,NoHouse
NoHouse,TaskBuilding_14
TaskBuilding_14,NoHouse
NoHouse,TaskBuilding_14
TaskBuilding_14,NoHouse
NoHouse,TaskBuilding_14
Building_74,NoHouse
Building_75,Building_74
NoHouse,Building_75
Building_74,NoHouse
House_10,Building_74
Building_82,House_10
NoHouse,Building_82
House_10,NoHouse
NoHouse,House_10
House_10,NoHouse
NoHouse,House_10
House_10,NoHouse
Building_63,House_10
NoHouse,Building_63
Building_62,NoHouse
Building_61,Building_62
TaskBuilding_9,Building_61
Building_60,TaskBuilding_9
TaskBuilding_9,Building_60
NoHouse,TaskBuilding_9
Building_64,NoHouse
NoHouse,Building_64
TaskBuilding_12,NoHouse
NoHouse,TaskBuilding_12
TaskBuilding_12,NoHouse
NoHouse,TaskBuilding_12
Building_64,NoHouse
NoHouse,Building_64
NoHit,NoHouse
NoHouse,NoHit
TaskBuilding_11,NoHouse
Building_67,TaskBuilding_11
Building_70,Building_67
TaskBuilding_13,Building_70
NoHouse,TaskBuilding_13
Building_83,NoHouse
TaskBuilding_1,Building_83
NoHouse,TaskBuilding_1
TaskBuilding_1,NoHouse
NoHouse,TaskBuilding_1
TaskBuilding_1,NoHouse
Building_88,TaskBuilding_1
Building_86,Building_88
NoHouse,Building_86
TaskBuilding_1,NoHouse
NoHouse,NoHouse
