Edge1,Edge2
NoHouse,TaskBuilding_41
Hand,NoHouse
Phone,Hand
Hand,Phone
Phone,Hand
NoHouse,Phone
Building_140,NoHouse
Hand,Building_140
Building_140,Hand
NoHouse,Building_140
Building_147,NoHouse
NoHouse,Building_147
Hand,NoHouse
NoHouse,Hand
Hand,NoHouse
NoHouse,Hand
Hand,NoHouse
Building_140,Hand
Phone,Building_140
NoHouse,Phone
Hand,NoHouse
Building_140,Hand
NoHouse,Building_140
Hand,NoHouse
NoHouse,Hand
Building_145,NoHouse
NoHouse,Building_145
Hand,NoHouse
NoHouse,Hand
Hand,NoHouse
TaskBuilding_33,Hand
Building_143,TaskBuilding_33
NoHouse,Building_143
TaskBuilding_26,NoHouse
NoHouse,TaskBuilding_26
Hand,NoHouse
Building_145,Hand
NoHouse,Building_145
Hand,NoHouse
NoHouse,Hand
Building_101,NoHouse
Building_98,Building_101
NoHouse,Building_98
NoHit,NoHouse
Building_157,NoHit
Building_148,Building_157
Building_146,Building_148
NoHouse,Building_146
Building_157,NoHouse
NoHouse,Building_157
Phone,NoHouse
TaskBuilding_27,Phone
NoHouse,TaskBuilding_27
Building_96,NoHouse
NoHouse,Building_96
Hand,NoHouse
TaskBuilding_35,Hand
Building_166,TaskBuilding_35
NoHouse,Building_166
Building_97,NoHouse
TaskBuilding_26,Building_97
Building_97,TaskBuilding_26
Building_98,Building_97
Building_108,Building_98
Garage_98,Building_108
NoHouse,Garage_98
TaskBuilding_27,NoHouse
NoHouse,TaskBuilding_27
TaskBuilding_23,NoHouse
NoHouse,TaskBuilding_23
Building_101,NoHouse
NoHouse,Building_101
Building_94,NoHouse
NoHouse,Building_94
Building_103,NoHouse
TaskBuilding_27,Building_103
NoHouse,TaskBuilding_27
TaskBuilding_27,NoHouse
Building_103,TaskBuilding_27
Building_94,Building_103
NoHouse,Building_94
TaskBuilding_23,NoHouse
Building_94,TaskBuilding_23
NoHouse,Building_94
Building_101,NoHouse
TaskBuilding_23,Building_101
NoHouse,TaskBuilding_23
Building_103,NoHouse
Building_102,Building_103
Building_92,Building_102
NoHouse,Building_92
Building_102,NoHouse
NoHouse,Building_102
TaskBuilding_27,NoHouse
Building_101,TaskBuilding_27
NoHouse,Building_101
Building_158,NoHouse
NoHouse,Building_158
Building_158,NoHouse
NoHouse,Building_158
Building_92,NoHouse
TaskBuilding_29,Building_92
NoHouse,TaskBuilding_29
Building_92,NoHouse
Building_176,Building_92
NoHouse,Building_176
TaskBuilding_27,NoHouse
Building_101,TaskBuilding_27
NoHouse,Building_101
TaskBuilding_27,NoHouse
NoHouse,TaskBuilding_27
Building_94,NoHouse
NoHouse,Building_94
TaskBuilding_23,NoHouse
Building_97,TaskBuilding_23
NoHouse,Building_97
Hand,NoHouse
Phone,Hand
Hand,Phone
Phone,Hand
TaskBuilding_23,Phone
Building_86,TaskBuilding_23
NoHouse,Building_86
House_10,NoHouse
TaskBuilding_18,House_10
Building_96,TaskBuilding_18
