Edge1,Edge2
Hand,NoHouse
Phone,Hand
TaskBuilding_36,Phone
NoHouse,TaskBuilding_36
Building_142,NoHouse
NoHouse,Building_142
NoHit,NoHouse
Building_232,NoHit
NoHouse,Building_232
Phone,NoHouse
Building_139,Phone
Building_232,Building_139
NoHouse,Building_232
TaskBuilding_44,NoHouse
NoHouse,TaskBuilding_44
TaskBuilding_45,NoHouse
Building_230,TaskBuilding_45
Building_138,Building_230
Building_232,Building_138
NoHouse,Building_232
Building_139,NoHouse
Building_138,Building_139
Building_231,Building_138
Building_137,Building_231
TaskBuilding_36,Building_137
Building_138,TaskBuilding_36
NoHouse,Building_138
Building_142,NoHouse
NoHouse,Building_142
Building_133,NoHouse
Building_124,Building_133
Building_133,Building_124
NoHouse,Building_133
Building_229,NoHouse
TaskBuilding_37,Building_229
NoHouse,TaskBuilding_37
TaskBuilding_25,NoHouse
NoHouse,TaskBuilding_25
Building_133,NoHouse
Building_142,Building_133
Building_137,Building_142
Building_142,Building_137
NoHouse,Building_142
TaskBuilding_25,NoHouse
NoHouse,TaskBuilding_25
Building_98,NoHouse
NoHouse,Building_98
Building_128,NoHouse
Building_132,Building_128
TaskBuilding_4,Building_132
NoHouse,TaskBuilding_4
Building_100,NoHouse
NoHouse,Building_100
TaskBuilding_25,NoHouse
NoHouse,TaskBuilding_25
TaskBuilding_25,NoHouse
Building_135,TaskBuilding_25
Building_130,Building_135
Building_135,Building_130
NoHouse,Building_135
Building_128,NoHouse
Building_130,Building_128
NoHouse,Building_130
Building_135,NoHouse
NoHouse,Building_135
Building_122,NoHouse
TaskBuilding_28,Building_122
NoHouse,TaskBuilding_28
TaskBuilding_21,NoHouse
NoHouse,TaskBuilding_21
TaskBuilding_4,NoHouse
Building_124,TaskBuilding_4
NoHouse,Building_124
TaskBuilding_31,NoHouse
NoHouse,TaskBuilding_31
Hand,NoHouse
Building_145,Hand
TaskBuilding_28,Building_145
Building_145,TaskBuilding_28
TaskBuilding_31,Building_145
Building_147,TaskBuilding_31
TaskBuilding_31,Building_147
Building_143,TaskBuilding_31
NoHouse,Building_143
Building_142,NoHouse
NoHouse,Building_142
TaskBuilding_31,NoHouse
