Edge1,Edge2
NoHouse,NoHouse
Phone,NoHouse
NoHouse,Phone
Building_88,NoHouse
NoHouse,Building_88
Building_combined_115_116,NoHouse
NoHouse,Building_combined_115_116
TaskBuilding_3,NoHouse
NoHouse,TaskBuilding_3
Building_combined_115_116,NoHouse
NoHouse,Building_combined_115_116
Building_combined_115_116,NoHouse
NoHouse,Building_combined_115_116
Building_122,NoHouse
NoHouse,Building_122
Building_122,NoHouse
TaskBuilding_22,Building_122
NoHouse,TaskBuilding_22
Building_113,NoHouse
Building_110,Building_113
NoHouse,Building_110
Building_113,NoHouse
NoHouse,Building_113
TaskBuilding_26,NoHouse
TaskBuilding_24,TaskBuilding_26
NoHouse,TaskBuilding_24
TaskBuilding_3,NoHouse
TaskBuilding_26,TaskBuilding_3
NoHouse,TaskBuilding_26
TaskBuilding_26,NoHouse
NoHouse,TaskBuilding_26
Building_107,NoHouse
NoHouse,Building_107
Building_146,NoHouse
Building_109,Building_146
NoHouse,Building_109
TaskBuilding_30,NoHouse
NoHouse,TaskBuilding_30
TaskBuilding_27,NoHouse
NoHouse,TaskBuilding_27
Building_100,NoHouse
NoHouse,Building_100
TaskBuilding_35,NoHouse
Building_99,TaskBuilding_35
Building_100,Building_99
NoHouse,Building_100
TaskBuilding_27,NoHouse
NoHouse,TaskBuilding_27
TaskBuilding_5,NoHouse
NoHouse,TaskBuilding_5
TaskBuilding_5,NoHouse
NoHouse,TaskBuilding_5
Building_149,NoHouse
TaskBuilding_5,Building_149
NoHouse,TaskBuilding_5
TaskBuilding_5,NoHouse
Building_98,TaskBuilding_5
NoHouse,Building_98
Building_98,NoHouse
Building_146,Building_98
Building_148,Building_146
NoHouse,Building_148
TaskBuilding_5,NoHouse
Building_157,TaskBuilding_5
NoHouse,Building_157
Building_92,NoHouse
NoHouse,Building_92
Building_102,NoHouse
NoHouse,Building_102
Building_176,NoHouse
NoHouse,Building_176
TaskBuilding_34,NoHouse
Building_176,TaskBuilding_34
HighSilo-TaskBuilding_49,Building_176
NoHouse,HighSilo-TaskBuilding_49
TaskBuilding_29,NoHouse
NoHouse,TaskBuilding_29
TaskBuilding_29,NoHouse
NoHouse,TaskBuilding_29
TaskBuilding_29,NoHouse
NoHouse,TaskBuilding_29
Hand,NoHouse
Phone,Hand
TaskBuilding_29,Phone
NoHouse,NoHouse
