Edge1,Edge2
NoHouse,NoHouse
Building_144,NoHouse
NoHouse,Building_144
Building_150,NoHouse
NoHouse,Building_150
Building_151,NoHouse
TaskBuilding_35,Building_151
NoHouse,TaskBuilding_35
Building_152,NoHouse
Building_166,Building_152
Building_167,Building_166
NoHouse,Building_167
Building_167,NoHouse
Building_162,Building_167
Building_158,Building_162
TaskBuilding_35,Building_158
Building_161,TaskBuilding_35
Building_163,Building_161
NoHouse,Building_163
Building_170,NoHouse
TaskBuilding_35,Building_170
NoHouse,TaskBuilding_35
Building_166,NoHouse
NoHouse,Building_166
TaskBuilding_35,NoHouse
Building_166,TaskBuilding_35
Building_164,Building_166
TaskBuilding_35,Building_164
NoHouse,TaskBuilding_35
Building_162,NoHouse
NoHouse,Building_162
Building_162,NoHouse
NoHouse,Building_162
Building_161,NoHouse
NoHouse,Building_161
Building_162,NoHouse
NoHouse,Building_162
Building_163,NoHouse
NoHouse,Building_163
Building_160,NoHouse
Building_163,Building_160
NoHouse,Building_163
TaskBuilding_46,NoHouse
NoHouse,TaskBuilding_46
Building_164,NoHouse
Building_167,Building_164
Building_166,Building_167
NoHouse,Building_166
Building_178,NoHouse
TaskBuilding_40,Building_178
NoHouse,TaskBuilding_40
Building_171,NoHouse
NoHouse,NoHouse
