Edge1,Edge2
NoHouse,NoHouse
Building_216,NoHouse
NoHouse,Building_216
Hand,NoHouse
NoHouse,Hand
Hand,NoHouse
NoHouse,Hand
Hand,NoHouse
NoHouse,Hand
TaskBuilding_53,NoHouse
NoHouse,TaskBuilding_53
Phone,NoHouse
NoHouse,Phone
Phone,NoHouse
NoHouse,Phone
Phone,NoHouse
Hand,Phone
NoHit,Hand
NoHouse,NoHit
TaskBuilding_53,NoHouse
NoHouse,TaskBuilding_53
Hand,NoHouse
NoHouse,Hand
TaskBuilding_53,NoHouse
NoHouse,TaskBuilding_53
TaskBuilding_53,NoHouse
NoHouse,TaskBuilding_53
TaskBuilding_53,NoHouse
NoHouse,TaskBuilding_53
NoHit,NoHouse
NoHouse,NoHit
Phone,NoHouse
NoHouse,Phone
Hand,NoHouse
NoHouse,Hand
Building_236,NoHouse
NoHouse,Building_236
Building_154,NoHouse
NoHouse,Building_154
Building_235,NoHouse
NoHouse,Building_235
Building_235,NoHouse
Hand,Building_235
NoHouse,Hand
Building_139,NoHouse
NoHouse,Building_139
Building_140,NoHouse
NoHouse,Building_140
Hand,NoHouse
NoHouse,Hand
Hand,NoHouse
NoHouse,Hand
Phone,NoHouse
Hand,Phone
NoHouse,Hand
Phone,NoHouse
Hand,Phone
NoHouse,Hand
Hand,NoHouse
NoHouse,Hand
TaskBuilding_28,NoHouse
NoHouse,TaskBuilding_28
Building_127,NoHouse
TaskBuilding_21,Building_127
NoHouse,TaskBuilding_21
Building_125,NoHouse
NoHouse,Building_125
Phone,NoHouse
NoHouse,Phone
Building_125,NoHouse
NoHouse,Building_125
NoHit,NoHouse
Building_121,NoHit
Building_120,Building_121
Building_121,Building_120
NoHouse,Building_121
Building_121,NoHouse
TaskBuilding_22,Building_121
Building_121,TaskBuilding_22
Church-TaskBuilding_16,Building_121
NoHouse,Church-TaskBuilding_16
TaskBuilding_20,NoHouse
NoHouse,TaskBuilding_20
TaskBuilding_20,NoHouse
NoHouse,TaskBuilding_20
TaskBuilding_1,NoHouse
Phone,TaskBuilding_1
Hand,Phone
Building_combined_115_116,Hand
NoHouse,Building_combined_115_116
TaskBuilding_1,NoHouse
Building_67,TaskBuilding_1
Building_88,Building_67
Building_87,Building_88
Building_97,Building_87
TaskBuilding_3,Building_97
TaskBuilding_17,TaskBuilding_3
TaskBuilding_1,TaskBuilding_17
NoHouse,TaskBuilding_1
Building_113,NoHouse
TaskBuilding_1,Building_113
NoHouse,TaskBuilding_1
Building_106,NoHouse
Building_113,Building_106
Building_83,Building_113
TaskBuilding_15,Building_83
NoHouse,TaskBuilding_15
TaskBuilding_11,NoHouse
Building_67,TaskBuilding_11
NoHouse,Building_67
Building_67,NoHouse
Building_64,Building_67
TaskBuilding_11,Building_64
TaskBuilding_13,TaskBuilding_11
Building_76,TaskBuilding_13
NoHouse,Building_76
Phone,NoHouse
NoHouse,Phone
Building_76,NoHouse
Building_84,Building_76
TaskBuilding_15,Building_84
NoHouse,TaskBuilding_15
Building_84,NoHouse
TaskBuilding_15,Building_84
Building_83,TaskBuilding_15
NoHouse,Building_83
Building_76,NoHouse
NoHouse,Building_76
Building_80,NoHouse
Building_96,Building_80
TaskBuilding_15,Building_96
NoHouse,TaskBuilding_15
Building_85,NoHouse
NoHouse,Building_85
TaskBuilding_14,NoHouse
NoHouse,TaskBuilding_14
TaskBuilding_23,NoHouse
NoHouse,TaskBuilding_23
Building_97,NoHouse
NoHouse,Building_97
Building_104,NoHouse
Building_96,Building_104
NoHouse,Building_96
TaskBuilding_14,NoHouse
Building_75,TaskBuilding_14
NoHouse,Building_75
House_10,NoHouse
NoHouse,House_10
Building_91,NoHouse
Building_94,Building_91
TaskBuilding_19,Building_94
Building_94,TaskBuilding_19
NoHouse,Building_94
TaskBuilding_14,NoHouse
House_10,TaskBuilding_14
NoHouse,House_10
TaskBuilding_18,NoHouse
Building_94,TaskBuilding_18
TaskBuilding_18,Building_94
Building_94,TaskBuilding_18
TaskBuilding_19,Building_94
Building_91,TaskBuilding_19
NoHouse,Building_91
Building_101,NoHouse
NoHouse,Building_101
TaskBuilding_19,NoHouse
Building_91,TaskBuilding_19
NoHouse,Building_91
Building_91,NoHouse
NoHouse,Building_91
TaskBuilding_19,NoHouse
HighSilo-TaskBuilding_49,TaskBuilding_19
Building_176,HighSilo-TaskBuilding_49
TaskBuilding_19,Building_176
NoHouse,TaskBuilding_19
Building_176,NoHouse
NoHouse,Building_176
TaskBuilding_19,NoHouse
NoHouse,TaskBuilding_19
TaskBuilding_19,NoHouse
NoHouse,TaskBuilding_19
Building_94,NoHouse
NoHouse,Building_94
Building_92,NoHouse
Building_103,Building_92
TaskBuilding_29,Building_103
Building_103,TaskBuilding_29
TaskBuilding_29,Building_103
NoHouse,TaskBuilding_29
Building_92,NoHouse
TaskBuilding_29,Building_92
Building_101,TaskBuilding_29
NoHouse,Building_101
Building_176,NoHouse
NoHouse,Building_176
TaskBuilding_29,NoHouse
NoHouse,TaskBuilding_29
Building_176,NoHouse
NoHouse,Building_176
TaskBuilding_34,NoHouse
NoHouse,TaskBuilding_34
TaskBuilding_34,NoHouse
Building_158,TaskBuilding_34
NoHouse,Building_158
Building_176,NoHouse
NoHouse,Building_176
TaskBuilding_38,NoHouse
HighSilo-TaskBuilding_49,TaskBuilding_38
TaskBuilding_38,HighSilo-TaskBuilding_49
NoHouse,TaskBuilding_38
TaskBuilding_38,NoHouse
NoHouse,TaskBuilding_38
House_49,NoHouse
NoHouse,House_49
TaskBuilding_6,NoHouse
NoHouse,TaskBuilding_6
Building_179,NoHouse
NoHouse,Building_179
Building_177,NoHouse
TaskBuilding_6,Building_177
Building_178,TaskBuilding_6
TaskBuilding_40,Building_178
NoHouse,TaskBuilding_40
Hand,NoHouse
Phone,Hand
NoHouse,Phone
House_49,NoHouse
Building_177,House_49
House_49,Building_177
NoHouse,House_49
Building_177,NoHouse
NoHouse,Building_177
Building_177,NoHouse
NoHit,Building_177
NoHouse,NoHit
Building_179,NoHouse
House_49,Building_179
NoHouse,House_49
Building_177,NoHouse
NoHouse,Building_177
Building_185,NoHouse
NoHouse,Building_185
Building_166,NoHouse
NoHouse,Building_166
Building_178,NoHouse
NoHouse,Building_178
Building_181,NoHouse
Building_163,Building_181
NoHouse,Building_163
Building_163,NoHouse
NoHouse,Building_163
Building_163,NoHouse
TaskBuilding_40,Building_163
NoHouse,TaskBuilding_40
Building_162,NoHouse
Building_161,Building_162
Building_160,Building_161
Building_159,Building_160
NoHouse,Building_159
Building_211,NoHouse
Building_170,Building_211
Building_165,Building_170
Building_164,Building_165
Building_162,Building_164
Building_161,Building_162
Building_158,Building_161
NoHouse,Building_158
Building_154,NoHouse
NoHouse,Building_154
Building_154,NoHouse
NoHouse,Building_154
Building_153,NoHouse
Building_167,Building_153
