Edge1,Edge2
NoHouse,NoHouse
Hand,NoHouse
Building_233,Hand
NoHouse,Building_233
Hand,NoHouse
Phone,Hand
Hand,Phone
Building_233,Hand
TaskBuilding_44,Building_233
NoHouse,TaskBuilding_44
TaskBuilding_44,NoHouse
Building_234,TaskBuilding_44
Building_154,Building_234
NoHouse,Building_154
TaskBuilding_44,NoHouse
NoHouse,TaskBuilding_44
Building_147,NoHouse
Building_152,Building_147
Building_139,Building_152
Building_137,Building_139
Building_138,Building_137
NoHouse,Building_138
TaskBuilding_39,NoHouse
Building_152,TaskBuilding_39
Phone,Building_152
TaskBuilding_39,Phone
NoHouse,TaskBuilding_39
TaskBuilding_39,NoHouse
Building_153,TaskBuilding_39
NoHouse,Building_153
TaskBuilding_39,NoHouse
NoHouse,NoHouse
