Edge1,Edge2
NoHouse,NoHouse
Building_92,NoHouse
NoHouse,Building_92
Building_92,NoHouse
NoHouse,Building_92
Building_176,NoHouse
Hand,Building_176
Phone,Hand
Building_92,Phone
NoHouse,Building_92
Building_91,NoHouse
NoHouse,Building_91
Building_91,NoHouse
Building_103,Building_91
NoHouse,Building_103
NoHit,NoHouse
NoHouse,NoHit
Building_91,NoHouse
NoHouse,Building_91
Building_91,NoHouse
NoHouse,Building_91
Phone,NoHouse
NoHouse,Phone
TaskBuilding_19,NoHouse
NoHouse,TaskBuilding_19
TaskBuilding_19,NoHouse
Building_91,TaskBuilding_19
TaskBuilding_19,Building_91
NoHouse,TaskBuilding_19
Building_91,NoHouse
Building_89,Building_91
NoHouse,Building_89
TaskBuilding_18,NoHouse
NoHouse,TaskBuilding_18
Phone,NoHouse
Building_90,Phone
NoHouse,Building_90
Building_96,NoHouse
TaskBuilding_18,Building_96
NoHouse,TaskBuilding_18
TaskBuilding_18,NoHouse
NoHouse,TaskBuilding_18
Building_77,NoHouse
Building_79,Building_77
NoHouse,Building_79
Building_97,NoHouse
TaskBuilding_18,Building_97
Phone,TaskBuilding_18
TaskBuilding_18,Phone
TaskBuilding_27,TaskBuilding_18
Building_101,TaskBuilding_27
TaskBuilding_23,Building_101
NoHouse,TaskBuilding_23
Building_101,NoHouse
Building_94,Building_101
NoHouse,Building_94
TaskBuilding_23,NoHouse
Building_101,TaskBuilding_23
TaskBuilding_23,Building_101
Building_97,TaskBuilding_23
NoHouse,Building_97
TaskBuilding_23,NoHouse
Building_102,TaskBuilding_23
TaskBuilding_23,Building_102
TaskBuilding_27,TaskBuilding_23
NoHouse,TaskBuilding_27
Building_96,NoHouse
NoHouse,Building_96
House_10,NoHouse
NoHouse,House_10
TaskBuilding_14,NoHouse
House_10,TaskBuilding_14
NoHouse,House_10
TaskBuilding_13,NoHouse
Building_74,TaskBuilding_13
House_10,Building_74
NoHouse,House_10
TaskBuilding_15,NoHouse
NoHouse,TaskBuilding_15
Building_104,NoHouse
NoHouse,Building_104
Phone,NoHouse
Building_104,Phone
Building_110,Building_104
Building_113,Building_110
NoHouse,Building_113
Hand,NoHouse
TaskBuilding_27,Hand
Building_104,TaskBuilding_27
NoHouse,Building_104
Building_113,NoHouse
TaskBuilding_17,Building_113
NoHouse,TaskBuilding_17
Building_113,NoHouse
Church-TaskBuilding_16,Building_113
Building_109,Church-TaskBuilding_16
NoHouse,Building_109
Building_108,NoHouse
Building_145,Building_108
Building_154,Building_145
NoHouse,Building_154
Building_109,NoHouse
TaskBuilding_24,Building_109
NoHouse,TaskBuilding_24
TaskBuilding_26,NoHouse
TaskBuilding_31,TaskBuilding_26
Building_150,TaskBuilding_31
Building_114,Building_150
TaskBuilding_24,Building_114
Phone,TaskBuilding_24
NoHouse,Phone
TaskBuilding_30,NoHouse
Building_108,TaskBuilding_30
Building_109,Building_108
Building_137,Building_109
Building_146,Building_137
NoHouse,Building_146
Building_152,NoHouse
Building_147,Building_152
NoHouse,Building_147
Building_137,NoHouse
Building_157,Building_137
NoHouse,Building_157
Building_147,NoHouse
Building_152,Building_147
NoHouse,Building_152
TaskBuilding_44,NoHouse
NoHouse,TaskBuilding_44
TaskBuilding_44,NoHouse
NoHouse,TaskBuilding_44
TaskBuilding_33,NoHouse
Building_154,TaskBuilding_33
Building_152,Building_154
NoHouse,Building_152
TaskBuilding_44,NoHouse
Building_141,TaskBuilding_44
NoHouse,Building_141
TaskBuilding_39,NoHouse
NoHouse,TaskBuilding_39
Building_152,NoHouse
Building_166,Building_152
Building_167,Building_166
TaskBuilding_39,Building_167
NoHouse,TaskBuilding_39
TaskBuilding_43,NoHouse
NoHouse,TaskBuilding_43
Building_232,NoHouse
Building_140,Building_232
NoHouse,Building_140
TaskBuilding_44,NoHouse
NoHouse,TaskBuilding_44
Building_232,NoHouse
Building_140,Building_232
Building_232,Building_140
NoHouse,Building_232
Building_232,NoHouse
NoHouse,Building_232
Building_140,NoHouse
NoHouse,Building_140
TaskBuilding_44,NoHouse
Building_232,TaskBuilding_44
Building_142,Building_232
TaskBuilding_36,Building_142
Building_142,TaskBuilding_36
Building_137,Building_142
NoHouse,Building_137
TaskBuilding_44,NoHouse
Building_231,TaskBuilding_44
Building_230,Building_231
NoHouse,Building_230
TaskBuilding_45,NoHouse
Garage_235,TaskBuilding_45
NoHouse,Garage_235
Building_212,NoHouse
NoHouse,Building_212
Building_229,NoHouse
Building_230,Building_229
Building_229,Building_230
Building_228,Building_229
NoHouse,Building_228
TaskBuilding_45,NoHouse
NoHouse,TaskBuilding_45
Building_214,NoHouse
NoHouse,Building_214
Building_211,NoHouse
NoHouse,Building_211
Building_215,NoHouse
NoHouse,Building_215
Building_174,NoHouse
Building_173,Building_174
NoHouse,Building_173
Building_211,NoHouse
NoHouse,Building_211
Building_215,NoHouse
NoHouse,Building_215
Building_173,NoHouse
NoHouse,Building_173
Building_168,NoHouse
NoHouse,Building_168
Building_168,NoHouse
Building_173,Building_168
TaskBuilding_42,Building_173
Building_212,TaskBuilding_42
Building_173,Building_212
TaskBuilding_42,Building_173
Building_168,TaskBuilding_42
TaskBuilding_42,Building_168
Building_168,TaskBuilding_42
TaskBuilding_42,Building_168
NoHouse,TaskBuilding_42
TaskBuilding_42,NoHouse
Phone,TaskBuilding_42
TaskBuilding_42,Phone
NoHouse,TaskBuilding_42
TaskBuilding_42,NoHouse
NoHouse,TaskBuilding_42
TaskBuilding_42,NoHouse
Building_150,TaskBuilding_42
TaskBuilding_42,Building_150
Building_172,TaskBuilding_42
NoHouse,Building_172
Building_171,NoHouse
Building_172,Building_171
Building_171,Building_172
Building_169,Building_171
Building_164,Building_169
NoHouse,Building_164
Building_212,NoHouse
NoHouse,Building_212
Building_212,NoHouse
NoHouse,Building_212
Building_209,NoHouse
TaskBuilding_52,Building_209
NoHouse,TaskBuilding_52
Building_175,NoHouse
Building_214,Building_175
NoHouse,Building_214
Building_212,NoHouse
NoHouse,Building_212
Building_213,NoHouse
Building_212,Building_213
NoHouse,Building_212
Building_176,NoHouse
Building_171,Building_176
NoHouse,Building_171
TaskBuilding_52,NoHouse
NoHouse,TaskBuilding_52
TaskBuilding_41,NoHouse
Building_170,TaskBuilding_41
TaskBuilding_41,Building_170
NoHouse,TaskBuilding_41
Building_178,NoHouse
NoHouse,Building_178
TaskBuilding_41,NoHouse
Building_170,TaskBuilding_41
Building_163,Building_170
Building_170,Building_163
Building_163,Building_170
Building_176,Building_163
Building_163,Building_176
Building_176,Building_163
NoHouse,Building_176
Building_163,NoHouse
TaskBuilding_40,Building_163
NoHouse,TaskBuilding_40
Building_176,NoHouse
TaskBuilding_35,Building_176
Building_164,TaskBuilding_35
NoHouse,Building_164
Building_180,NoHouse
Building_183,Building_180
TaskBuilding_46,Building_183
NoHouse,TaskBuilding_46
TaskBuilding_46,NoHouse
Phone,TaskBuilding_46
TaskBuilding_46,Phone
NoHouse,TaskBuilding_46
TaskBuilding_46,NoHouse
Building_189,TaskBuilding_46
NoHouse,Building_189
Phone,NoHouse
NoHouse,Phone
TaskBuilding_46,NoHouse
NoHouse,TaskBuilding_46
TaskBuilding_46,NoHouse
Phone,TaskBuilding_46
NoHouse,Phone
TaskBuilding_50,NoHouse
NoHouse,TaskBuilding_50
TaskBuilding_46,NoHouse
NoHouse,TaskBuilding_46
Building_186,NoHouse
NoHouse,Building_186
TaskBuilding_51,NoHouse
Garage_185,TaskBuilding_51
NoHouse,Garage_185
Garage_185,NoHouse
NoHouse,Garage_185
Building_186,NoHouse
NoHouse,NoHouse
