Edge1,Edge2
NoHouse,NoHouse
Windmill-TaskBuilding_10_1,NoHouse
NoHouse,Windmill-TaskBuilding_10_1
Building_91,NoHouse
NoHouse,Building_91
Building_89,NoHouse
NoHouse,Building_89
Hand,NoHouse
NoHouse,Hand
Building_90,NoHouse
NoHouse,Building_90
Phone,NoHouse
NoHouse,Phone
Building_94,NoHouse
NoHouse,Building_94
TaskBuilding_2,NoHouse
NoHouse,TaskBuilding_2
Building_94,NoHouse
Building_91,Building_94
NoHouse,Building_91
Building_91,NoHouse
TaskBuilding_19,Building_91
Building_176,TaskBuilding_19
Building_94,Building_176
NoHouse,Building_94
TaskBuilding_19,NoHouse
NoHouse,TaskBuilding_19
TaskBuilding_19,NoHouse
NoHouse,TaskBuilding_19
Building_94,NoHouse
NoHouse,Building_94
TaskBuilding_19,NoHouse
NoHouse,TaskBuilding_19
TaskBuilding_19,NoHouse
HighSilo-TaskBuilding_49,TaskBuilding_19
Building_176,HighSilo-TaskBuilding_49
TaskBuilding_27,Building_176
NoHouse,TaskBuilding_27
Building_103,NoHouse
NoHouse,Building_103
Building_103,NoHouse
NoHouse,Building_103
Building_176,NoHouse
NoHouse,Building_176
TaskBuilding_29,NoHouse
NoHouse,TaskBuilding_29
Phone,NoHouse
NoHouse,Phone
Building_176,NoHouse
NoHouse,Building_176
TaskBuilding_40,NoHouse
NoHouse,TaskBuilding_40
Building_160,NoHouse
NoHouse,Building_160
TaskBuilding_38,NoHouse
NoHouse,TaskBuilding_38
Building_160,NoHouse
TaskBuilding_34,Building_160
NoHouse,TaskBuilding_34
Building_176,NoHouse
TaskBuilding_46,Building_176
NoHouse,TaskBuilding_46
TaskBuilding_40,NoHouse
NoHouse,TaskBuilding_40
Building_160,NoHouse
Building_161,Building_160
Building_162,Building_161
NoHouse,Building_162
Building_176,NoHouse
TaskBuilding_40,Building_176
Building_163,TaskBuilding_40
Building_160,Building_163
Building_178,Building_160
TaskBuilding_40,Building_178
TaskBuilding_35,TaskBuilding_40
TaskBuilding_46,TaskBuilding_35
Building_178,TaskBuilding_46
NoHouse,Building_178
Building_163,NoHouse
Building_170,Building_163
TaskBuilding_41,Building_170
Building_171,TaskBuilding_41
TaskBuilding_41,Building_171
NoHouse,TaskBuilding_41
TaskBuilding_41,NoHouse
NoHouse,TaskBuilding_41
TaskBuilding_41,NoHouse
NoHouse,TaskBuilding_41
TaskBuilding_41,NoHouse
NoHouse,TaskBuilding_41
TaskBuilding_41,NoHouse
NoHouse,TaskBuilding_41
Hand,NoHouse
NoHouse,Hand
TaskBuilding_6,NoHouse
Hand,TaskBuilding_6
NoHouse,Hand
Phone,NoHouse
Building_214,Phone
crane_2,Building_214
TaskBuilding_47,crane_2
Building_214,TaskBuilding_47
NoHouse,Building_214
TaskBuilding_47,NoHouse
TaskBuilding_42,TaskBuilding_47
NoHouse,TaskBuilding_42
Building_214,NoHouse
NoHouse,Building_214
Phone,NoHouse
Building_174,Phone
NoHouse,Building_174
TaskBuilding_42,NoHouse
NoHouse,TaskBuilding_42
Building_145,NoHouse
NoHouse,Building_145
Building_168,NoHouse
Building_173,Building_168
NoHouse,Building_173
Hand,NoHouse
NoHouse,Hand
crane_1,NoHouse
TaskBuilding_42,crane_1
NoHouse,TaskBuilding_42
Building_152,NoHouse
Building_145,Building_152
Building_152,Building_145
NoHouse,Building_152
Building_155,NoHouse
Building_173,Building_155
TaskBuilding_42,Building_173
NoHouse,TaskBuilding_42
Building_152,NoHouse
NoHouse,Building_152
Building_175,NoHouse
NoHouse,Building_175
Building_144,NoHouse
TaskBuilding_33,Building_144
Building_150,TaskBuilding_33
NoHouse,Building_150
Building_153,NoHouse
NoHouse,Building_153
Building_141,NoHouse
TaskBuilding_33,Building_141
NoHouse,TaskBuilding_33
NoHit,NoHouse
Building_152,NoHit
NoHit,Building_152
Building_141,NoHit
NoHouse,Building_141
Building_141,NoHouse
Building_152,Building_141
TaskBuilding_39,Building_152
NoHouse,TaskBuilding_39
TaskBuilding_39,NoHouse
NoHouse,TaskBuilding_39
Phone,NoHouse
NoHouse,Phone
TaskBuilding_44,NoHouse
NoHouse,TaskBuilding_44
Building_153,NoHouse
TaskBuilding_39,Building_153
NoHouse,TaskBuilding_39
Building_156,NoHouse
NoHouse,Building_156
Building_139,NoHouse
TaskBuilding_44,Building_139
Phone,TaskBuilding_44
NoHouse,Phone
Building_231,NoHouse
Building_139,Building_231
NoHouse,Building_139
TaskBuilding_44,NoHouse
Building_235,TaskBuilding_44
NoHouse,Building_235
Garage_235,NoHouse
NoHouse,Garage_235
TaskBuilding_45,NoHouse
TaskBuilding_44,TaskBuilding_45
NoHit,TaskBuilding_44
NoHouse,NoHit
TaskBuilding_45,NoHouse
Garage_235,TaskBuilding_45
NoHouse,Garage_235
TaskBuilding_45,NoHouse
NoHouse,TaskBuilding_45
TaskBuilding_7,NoHouse
NoHouse,TaskBuilding_7
TaskBuilding_7,NoHouse
NoHouse,TaskBuilding_7
TaskBuilding_7,NoHouse
Hand,TaskBuilding_7
NoHouse,Hand
Hand,NoHouse
Building_233,Hand
NoHouse,Building_233
Building_226,NoHouse
TaskBuilding_45,Building_226
NoHouse,TaskBuilding_45
Building_233,NoHouse
Garage_224,Building_233
TaskBuilding_45,Garage_224
NoHouse,TaskBuilding_45
Building_233,NoHouse
NoHouse,Building_233
Building_230,NoHouse
NoHouse,Building_230
Phone,NoHouse
Hand,Phone
Building_226,Hand
NoHouse,Building_226
Building_139,NoHouse
Building_233,Building_139
Building_220,Building_233
TaskBuilding_37,Building_220
Building_229,TaskBuilding_37
Building_139,Building_229
Building_153,Building_139
TaskBuilding_39,Building_153
Building_152,TaskBuilding_39
Building_139,Building_152
Building_137,Building_139
NoHouse,Building_137
Building_138,NoHouse
NoHouse,Building_138
Building_228,NoHouse
Phone,Building_228
NoHouse,Phone
TaskBuilding_37,NoHouse
NoHouse,TaskBuilding_37
Building_228,NoHouse
Building_136,Building_228
Building_138,Building_136
Building_142,Building_138
Building_133,Building_142
Building_124,Building_133
Building_137,Building_124
NoHouse,Building_137
TaskBuilding_37,NoHouse
Building_123,TaskBuilding_37
Building_124,Building_123
Building_143,Building_124
NoHouse,Building_143
Building_143,NoHouse
NoHouse,Building_143
Building_143,NoHouse
Building_133,Building_143
NoHouse,Building_133
TaskBuilding_25,NoHouse
Building_135,TaskBuilding_25
NoHouse,Building_135
TaskBuilding_4,NoHouse
NoHouse,TaskBuilding_4
Building_145,NoHouse
TaskBuilding_28,Building_145
Building_143,TaskBuilding_28
TaskBuilding_21,Building_143
Building_131,TaskBuilding_21
TaskBuilding_28,Building_131
NoHouse,TaskBuilding_28
Building_123,NoHouse
Building_128,Building_123
NoHouse,Building_128
Building_111,NoHouse
TaskBuilding_28,Building_111
Building_134,TaskBuilding_28
NoHouse,Building_134
Phone,NoHouse
TaskBuilding_20,Phone
TaskBuilding_22,TaskBuilding_20
NoHouse,TaskBuilding_22
Building_125,NoHouse
TaskBuilding_21,Building_125
Building_129,TaskBuilding_21
NoHouse,Building_129
Building_130,NoHouse
NoHouse,Building_130
TaskBuilding_22,NoHouse
Building_111,TaskBuilding_22
TaskBuilding_20,Building_111
NoHouse,TaskBuilding_20
TaskBuilding_20,NoHouse
NoHouse,TaskBuilding_20
TaskBuilding_20,NoHouse
NoHouse,TaskBuilding_20
TaskBuilding_20,NoHouse
Building_120,TaskBuilding_20
NoHouse,Building_120
Building_combined_115_116,NoHouse
NoHouse,Building_combined_115_116
Hand,NoHouse
Building_88,Hand
Building_combined_115_116,Building_88
NoHouse,Building_combined_115_116
Building_86,NoHouse
NoHouse,Building_86
Building_88,NoHouse
TaskBuilding_1,Building_88
NoHouse,TaskBuilding_1
Building_88,NoHouse
NoHouse,Building_88
Building_113,NoHouse
NoHouse,Building_113
TaskBuilding_17,NoHouse
Building_122,TaskBuilding_17
Building_combined_115_116,Building_122
NoHouse,Building_combined_115_116
TaskBuilding_1,NoHouse
NoHouse,TaskBuilding_1
Building_105,NoHouse
Building_106,Building_105
Building_110,Building_106
Building_114,Building_110
Building_108,Building_114
NoHouse,Building_108
Building_105,NoHouse
TaskBuilding_3,Building_105
Building_94,TaskBuilding_3
Building_96,Building_94
Building_94,Building_96
NoHouse,Building_94
Building_104,NoHouse
NoHouse,Building_104
Building_86,NoHouse
NoHouse,Building_86
Building_96,NoHouse
TaskBuilding_24,Building_96
Building_110,TaskBuilding_24
NoHouse,Building_110
Building_104,NoHouse
Building_96,Building_104
TaskBuilding_14,Building_96
TaskBuilding_18,TaskBuilding_14
Building_96,TaskBuilding_18
NoHouse,Building_96
Building_85,NoHouse
NoHouse,Building_85
Building_74,NoHouse
NoHouse,Building_74
TaskBuilding_19,NoHouse
Building_94,TaskBuilding_19
NoHouse,Building_94
TaskBuilding_13,NoHouse
Building_74,TaskBuilding_13
NoHouse,Building_74
TaskBuilding_19,NoHouse
NoHouse,TaskBuilding_19
House_10,NoHouse
Building_75,House_10
TaskBuilding_14,Building_75
NoHouse,TaskBuilding_14
TaskBuilding_2,NoHouse
NoHouse,TaskBuilding_2
House_10,NoHouse
Building_63,House_10
NoHouse,Building_63
Windmill-TaskBuilding_10_1,NoHouse
Building_73,Windmill-TaskBuilding_10_1
Building_74,Building_73
Building_73,Building_74
House_10,Building_73
NoHouse,House_10
House_10,NoHouse
Building_63,House_10
House_10,Building_63
Building_73,House_10
Phone,Building_73
House_10,Phone
Building_64,House_10
NoHouse,Building_64
House_10,NoHouse
Building_71,House_10
Building_81,Building_71
Building_71,Building_81
TaskBuilding_11,Building_71
Building_61,TaskBuilding_11
House_10,Building_61
NoHouse,House_10
Building_60,NoHouse
TaskBuilding_9,Building_60
Building_64,TaskBuilding_9
NoHouse,Building_64
TaskBuilding_15,NoHouse
NoHouse,TaskBuilding_15
Phone,NoHouse
Building_67,Phone
TaskBuilding_11,Building_67
NoHouse,TaskBuilding_11
TaskBuilding_11,NoHouse
NoHouse,TaskBuilding_11
TaskBuilding_11,NoHouse
NoHouse,TaskBuilding_11
Phone,NoHouse
NoHouse,Phone
Church-TaskBuilding_16,NoHouse
NoHouse,Church-TaskBuilding_16
TaskBuilding_11,NoHouse
Building_64,TaskBuilding_11
TaskBuilding_11,Building_64
NoHouse,TaskBuilding_11
Building_131,NoHouse
NoHouse,Building_131
Building_83,NoHouse
NoHouse,Building_83
Building_83,NoHouse
NoHouse,Building_83
Church-TaskBuilding_16,NoHouse
TaskBuilding_1,Church-TaskBuilding_16
Building_86,TaskBuilding_1
TaskBuilding_15,Building_86
NoHouse,TaskBuilding_15
Building_131,NoHouse
TaskBuilding_1,Building_131
NoHouse,TaskBuilding_1
Building_combined_115_116,NoHouse
Building_113,Building_combined_115_116
TaskBuilding_17,Building_113
NoHouse,TaskBuilding_17
Building_104,NoHouse
NoHouse,Building_104
TaskBuilding_20,NoHouse
NoHouse,TaskBuilding_20
Phone,NoHouse
Building_combined_115_116,Phone
Building_104,Building_combined_115_116
Building_94,Building_104
Building_86,Building_94
Building_87,Building_86
NoHouse,Building_87
Building_125,NoHouse
NoHouse,Building_125
TaskBuilding_20,NoHouse
NoHouse,TaskBuilding_20
Phone,NoHouse
NoHouse,Phone
Building_125,NoHouse
Building_121,Building_125
Building_122,Building_121
Building_121,Building_122
Building_122,Building_121
Building_118,Building_122
Building_131,Building_118
TaskBuilding_25,Building_131
TaskBuilding_21,TaskBuilding_25
Building_131,TaskBuilding_21
TaskBuilding_25,Building_131
Building_131,TaskBuilding_25
Building_123,Building_131
Building_127,Building_123
NoHouse,Building_127
TaskBuilding_28,NoHouse
Building_135,TaskBuilding_28
Building_136,Building_135
NoHouse,Building_136
Building_229,NoHouse
Building_133,Building_229
Building_130,Building_133
NoHouse,Building_130
Building_136,NoHouse
NoHouse,Building_136
Building_130,NoHouse
Building_136,Building_130
NoHouse,Building_136
Building_136,NoHouse
NoHouse,Building_136
Building_123,NoHouse
NoHouse,Building_123
Building_132,NoHouse
NoHouse,Building_132
TaskBuilding_37,NoHouse
Building_228,TaskBuilding_37
TaskBuilding_25,Building_228
NoHouse,TaskBuilding_25
Building_133,NoHouse
Building_228,Building_133
Building_136,Building_228
NoHouse,Building_136
Building_228,NoHouse
Building_137,Building_228
Building_124,Building_137
Building_229,Building_124
TaskBuilding_37,Building_229
Building_143,TaskBuilding_37
NoHouse,Building_143
Building_225,NoHouse
TaskBuilding_37,Building_225
NoHouse,TaskBuilding_37
Phone,NoHouse
NoHouse,Phone
TaskBuilding_36,NoHouse
TaskBuilding_37,TaskBuilding_36
Building_212,TaskBuilding_37
Building_143,Building_212
Building_212,Building_143
Building_124,Building_212
NoHouse,Building_124
Building_137,NoHouse
NoHouse,Building_137
Building_142,NoHouse
NoHouse,Building_142
Building_142,NoHouse
TaskBuilding_36,Building_142
Building_232,TaskBuilding_36
TaskBuilding_36,Building_232
Building_230,TaskBuilding_36
Building_138,Building_230
NoHouse,Building_138
TaskBuilding_39,NoHouse
NoHouse,TaskBuilding_39
Building_140,NoHouse
NoHouse,Building_140
Building_155,NoHouse
NoHouse,Building_155
Building_155,NoHouse
NoHouse,Building_155
TaskBuilding_39,NoHouse
NoHouse,TaskBuilding_39
TaskBuilding_44,NoHouse
NoHouse,TaskBuilding_44
TaskBuilding_42,NoHouse
crane_1,TaskBuilding_42
NoHouse,crane_1
Building_147,NoHouse
NoHouse,Building_147
Building_152,NoHouse
NoHouse,Building_152
Building_166,NoHouse
TaskBuilding_35,Building_166
Building_152,TaskBuilding_35
NoHouse,Building_152
TaskBuilding_41,NoHouse
Building_171,TaskBuilding_41
Building_168,Building_171
Building_173,Building_168
NoHouse,Building_173
Building_172,NoHouse
Building_168,Building_172
TaskBuilding_42,Building_168
NoHouse,TaskBuilding_42
Building_171,NoHouse
NoHouse,Building_171
Building_169,NoHouse
NoHouse,Building_169
TaskBuilding_50,NoHouse
NoHouse,TaskBuilding_50
Building_172,NoHouse
NoHouse,Building_172
Building_212,NoHouse
Building_172,Building_212
TaskBuilding_52,Building_172
NoHouse,TaskBuilding_52
TaskBuilding_52,NoHouse
NoHouse,TaskBuilding_52
Building_214,NoHouse
Building_212,Building_214
NoHouse,Building_212
Building_212,NoHouse
NoHouse,Building_212
Building_198,NoHouse
NoHouse,Building_198
TaskBuilding_50,NoHouse
NoHouse,TaskBuilding_50
Building_186,NoHouse
NoHouse,Building_186
Building_187,NoHouse
Building_189,Building_187
NoHouse,Building_189
Building_186,NoHouse
HighSilo-TaskBuilding_49,Building_186
NoHouse,HighSilo-TaskBuilding_49
Building_187,NoHouse
NoHouse,Building_187
Building_188,NoHouse
NoHouse,Building_188
TaskBuilding_54,NoHouse
Building_195,TaskBuilding_54
Building_187,Building_195
NoHouse,Building_187
TaskBuilding_51,NoHouse
NoHouse,TaskBuilding_51
Building_189,NoHouse
Building_188,Building_189
NoHouse,Building_188
Building_189,NoHouse
NoHouse,Building_189
Building_189,NoHouse
NoHouse,Building_189
Building_192,NoHouse
Building_194,Building_192
Building_189,Building_194
NoHouse,Building_189
Building_188,NoHouse
Building_189,Building_188
NoHouse,Building_189
Building_188,NoHouse
NoHouse,Building_188
HighSilo-TaskBuilding_49,NoHouse
NoHouse,HighSilo-TaskBuilding_49
Building_186,NoHouse
NoHouse,Building_186
Building_186,NoHouse
NoHouse,Building_186
Garage_185,NoHouse
NoHouse,Garage_185
Building_187,NoHouse
NoHouse,Building_187
Building_186,NoHouse
NoHouse,Building_186
Building_187,NoHouse
Hand,Building_187
TaskBuilding_51,Hand
Building_180,TaskBuilding_51
TaskBuilding_46,Building_180
NoHouse,TaskBuilding_46
House_49,NoHouse
Building_179,House_49
NoHouse,Building_179
TaskBuilding_6,NoHouse
NoHouse,TaskBuilding_6
Building_165,NoHouse
Building_170,Building_165
NoHouse,Building_170
Phone,NoHouse
Building_180,Phone
Building_183,Building_180
Building_181,Building_183
TaskBuilding_6,Building_181
Building_170,TaskBuilding_6
NoHouse,Building_170
NoHit,NoHouse
Building_171,NoHit
TaskBuilding_41,Building_171
NoHouse,TaskBuilding_41
Building_163,NoHouse
Building_160,Building_163
Building_170,Building_160
TaskBuilding_41,Building_170
NoHouse,TaskBuilding_41
Building_163,NoHouse
NoHouse,Building_163
Building_176,NoHouse
TaskBuilding_40,Building_176
NoHouse,TaskBuilding_40
Building_158,NoHouse
Building_161,Building_158
NoHouse,Building_161
TaskBuilding_5,NoHouse
TaskBuilding_35,TaskBuilding_5
NoHouse,TaskBuilding_35
TaskBuilding_40,NoHouse
Building_176,TaskBuilding_40
NoHouse,Building_176
Building_160,NoHouse
Building_176,Building_160
NoHouse,Building_176
Building_160,NoHouse
TaskBuilding_34,Building_160
Building_159,TaskBuilding_34
NoHouse,Building_159
Building_157,NoHouse
NoHouse,Building_157
Building_176,NoHouse
TaskBuilding_34,Building_176
NoHouse,TaskBuilding_34
TaskBuilding_34,NoHouse
Building_158,TaskBuilding_34
NoHouse,Building_158
TaskBuilding_29,NoHouse
NoHouse,TaskBuilding_29
Phone,NoHouse
NoHouse,Phone
TaskBuilding_29,NoHouse
NoHouse,TaskBuilding_29
TaskBuilding_29,NoHouse
NoHouse,TaskBuilding_29
TaskBuilding_29,NoHouse
NoHouse,TaskBuilding_29
Hand,NoHouse
NoHouse,Hand
Building_103,NoHouse
NoHouse,Building_103
TaskBuilding_19,NoHouse
NoHouse,TaskBuilding_19
Building_94,NoHouse
TaskBuilding_23,Building_94
NoHouse,TaskBuilding_23
Building_103,NoHouse
Phone,Building_103
NoHouse,Phone
TaskBuilding_19,NoHouse
NoHouse,TaskBuilding_19
Building_94,NoHouse
NoHouse,Building_94
TaskBuilding_19,NoHouse
NoHouse,TaskBuilding_19
Building_94,NoHouse
NoHouse,Building_94
Building_91,NoHouse
House_10,Building_91
NoHouse,House_10
Building_91,NoHouse
NoHouse,Building_91
Building_91,NoHouse
NoHouse,Building_91
Building_90,NoHouse
NoHouse,Building_90
House_10,NoHouse
NoHouse,House_10
Building_90,NoHouse
Building_89,Building_90
NoHouse,Building_89
Building_63,NoHouse
NoHouse,Building_63
Building_90,NoHouse
NoHouse,Building_90
TaskBuilding_2,NoHouse
NoHouse,TaskBuilding_2
House_10,NoHouse
NoHouse,House_10
Building_72,NoHouse
NoHouse,Building_72
Building_72,NoHouse
NoHouse,Building_72
TaskBuilding_9,NoHouse
Building_64,TaskBuilding_9
Building_71,Building_64
House_10,Building_71
