Edge1,Edge2
Hand,NoHouse
NoHouse,Hand
TaskBuilding_36,NoHouse
Building_137,TaskBuilding_36
NoHouse,Building_137
Building_142,NoHouse
NoHouse,Building_142
Building_233,NoHouse
NoHouse,Building_233
Building_229,NoHouse
NoHouse,Building_229
TaskBuilding_44,NoHouse
Building_233,TaskBuilding_44
NoHouse,Building_233
Building_224,NoHouse
NoHouse,Building_224
Building_223,NoHouse
Building_233,Building_223
Building_223,Building_233
TaskBuilding_45,Building_223
NoHouse,TaskBuilding_45
TaskBuilding_45,NoHouse
Building_223,TaskBuilding_45
Building_220,Building_223
NoHouse,Building_220
Building_211,NoHouse
NoHouse,Building_211
Building_219,NoHouse
NoHouse,Building_219
Building_236,NoHouse
Building_220,Building_236
Building_221,Building_220
TaskBuilding_7,Building_221
Building_220,TaskBuilding_7
Building_211,Building_220
TaskBuilding_48,Building_211
NoHouse,TaskBuilding_48
Building_215,NoHouse
Building_211,Building_215
Building_216,Building_211
Building_215,Building_216
Building_211,Building_215
Building_214,Building_211
NoHouse,Building_214
Building_211,NoHouse
NoHouse,Building_211
NoHit,NoHouse
NoHouse,Hand
