Edge1,Edge2
NoHouse,TaskBuilding_53
Phone,NoHouse
Hand,Phone
Windmill-TaskBuilding_10_1,Hand
Phone,Windmill-TaskBuilding_10_1
Hand,Phone
NoHouse,Hand
Phone,NoHouse
Hand,Phone
NoHouse,Hand
Hand,NoHouse
NoHouse,Hand
Hand,NoHouse
NoHouse,Hand
Hand,NoHouse
NoHouse,Hand
Phone,NoHouse
Hand,Phone
NoHouse,Hand
Building_89,NoHouse
NoHouse,Building_89
TaskBuilding_14,NoHouse
Building_74,TaskBuilding_14
Building_71,Building_74
NoHouse,Building_71
Building_74,NoHouse
NoHouse,Building_74
Building_74,NoHouse
Building_75,Building_74
Building_74,Building_75
NoHouse,Building_74
TaskBuilding_14,NoHouse
Building_75,TaskBuilding_14
NoHouse,Building_75
TaskBuilding_14,NoHouse
NoHouse,TaskBuilding_14
TaskBuilding_14,NoHouse
NoHouse,TaskBuilding_14
Phone,NoHouse
Building_94,Phone
NoHouse,Building_94
Building_94,NoHouse
NoHouse,Building_94
TaskBuilding_18,NoHouse
Building_96,TaskBuilding_18
Building_108,Building_96
Building_80,Building_108
NoHouse,Building_80
Building_85,NoHouse
NoHouse,Building_85
Building_80,NoHouse
Building_104,Building_80
NoHouse,Building_104
Building_79,NoHouse
NoHouse,Building_79
Building_94,NoHouse
NoHouse,Building_94
Building_91,NoHouse
Building_104,Building_91
Building_110,Building_104
NoHouse,Building_110
Building_94,NoHouse
NoHouse,Building_94
TaskBuilding_18,NoHouse
NoHouse,TaskBuilding_18
Building_90,NoHouse
NoHouse,Building_90
Building_91,NoHouse
NoHouse,Building_91
TaskBuilding_19,NoHouse
Building_94,TaskBuilding_19
NoHouse,Building_94
Building_91,NoHouse
Building_90,Building_91
NoHouse,Building_90
Building_94,NoHouse
NoHouse,Building_94
Building_101,NoHouse
NoHouse,Building_101
Building_101,NoHouse
NoHouse,Building_101
Building_97,NoHouse
Building_104,Building_97
NoHouse,Building_104
Building_103,NoHouse
NoHouse,Building_103
TaskBuilding_23,NoHouse
NoHouse,TaskBuilding_23
Building_103,NoHouse
NoHouse,Building_103
Building_92,NoHouse
NoHouse,Building_92
Building_103,NoHouse
NoHouse,Building_103
TaskBuilding_27,NoHouse
NoHouse,TaskBuilding_27
TaskBuilding_27,NoHouse
Building_101,TaskBuilding_27
NoHouse,Building_101
Building_97,NoHouse
NoHouse,Building_97
TaskBuilding_27,NoHouse
Building_101,TaskBuilding_27
NoHouse,Building_101
Building_102,NoHouse
NoHouse,Building_102
Building_102,NoHouse
Building_158,Building_102
Building_102,Building_158
NoHouse,Building_102
Building_102,NoHouse
Building_158,Building_102
NoHouse,Building_158
Building_158,NoHouse
NoHouse,Building_158
Building_158,NoHouse
TaskBuilding_34,Building_158
Building_158,TaskBuilding_34
TaskBuilding_34,Building_158
Building_176,TaskBuilding_34
NoHouse,Building_176
Building_176,NoHouse
NoHouse,Building_176
Building_157,NoHouse
Building_148,Building_157
Building_100,Building_148
NoHouse,Building_100
TaskBuilding_5,NoHouse
Building_149,TaskBuilding_5
NoHouse,Building_149
TaskBuilding_30,NoHouse
NoHouse,TaskBuilding_30
TaskBuilding_5,NoHouse
NoHouse,TaskBuilding_5
Building_147,NoHouse
Building_151,Building_147
NoHouse,Building_151
Building_155,NoHouse
NoHouse,Building_155
Building_148,NoHouse
NoHouse,Building_148
TaskBuilding_42,NoHouse
Building_166,TaskBuilding_42
NoHouse,Building_166
Building_173,NoHouse
TaskBuilding_42,Building_173
Building_173,TaskBuilding_42
NoHouse,Building_173
Phone,NoHouse
Building_149,Phone
Building_148,Building_149
NoHouse,Building_148
TaskBuilding_28,NoHouse
NoHouse,TaskBuilding_28
Building_166,NoHouse
Building_173,Building_166
TaskBuilding_42,Building_173
NoHouse,TaskBuilding_42
TaskBuilding_5,NoHouse
NoHouse,TaskBuilding_5
TaskBuilding_42,NoHouse
NoHouse,TaskBuilding_42
Building_166,NoHouse
TaskBuilding_35,Building_166
NoHouse,TaskBuilding_35
TaskBuilding_35,NoHouse
NoHouse,TaskBuilding_35
Hand,NoHouse
Phone,Hand
NoHouse,Phone
Phone,NoHouse
NoHouse,Phone
Building_166,NoHouse
TaskBuilding_35,Building_166
TaskBuilding_42,TaskBuilding_35
NoHouse,TaskBuilding_42
Building_166,NoHouse
TaskBuilding_35,Building_166
Building_166,TaskBuilding_35
Building_168,Building_166
TaskBuilding_42,Building_168
Building_173,TaskBuilding_42
TaskBuilding_42,Building_173
Building_173,TaskBuilding_42
NoHouse,Building_173
TaskBuilding_42,NoHouse
Building_173,TaskBuilding_42
NoHouse,Building_173
Building_155,NoHouse
NoHouse,Building_155
Building_153,NoHouse
Building_152,Building_153
Building_153,Building_152
NoHouse,Building_153
Building_155,NoHouse
NoHouse,Building_155
Building_173,NoHouse
TaskBuilding_42,Building_173
Building_168,TaskBuilding_42
NoHouse,Building_168
Building_166,NoHouse
Building_164,Building_166
Building_166,Building_164
NoHouse,Building_166
Building_167,NoHouse
Building_168,Building_167
Building_173,Building_168
NoHouse,Building_173
