Edge1,Edge2
NoHouse,NoHouse
Phone,NoHouse
Hand,Phone
NoHouse,Hand
TaskBuilding_48,NoHouse
NoHouse,TaskBuilding_48
Building_210,NoHouse
NoHouse,Building_210
Phone,NoHouse
Hand,Phone
NoHouse,Hand
TaskBuilding_43,NoHouse
Building_214,TaskBuilding_43
Building_210,Building_214
Building_211,Building_210
NoHouse,Building_211
Phone,NoHouse
Hand,Phone
NoHouse,Hand
Building_154,NoHouse
Building_155,Building_154
NoHouse,Building_155
Building_154,NoHouse
NoHouse,Building_154
Building_236,NoHouse
NoHouse,Building_236
Building_154,NoHouse
NoHouse,Building_154
Building_154,NoHouse
Building_142,Building_154
Building_236,Building_142
NoHouse,Building_236
Building_235,NoHouse
NoHouse,Building_235
Building_154,NoHouse
NoHouse,Building_154
Building_173,NoHouse
Building_168,Building_173
NoHouse,Building_168
Building_168,NoHouse
TaskBuilding_43,Building_168
NoHouse,TaskBuilding_43
Building_156,NoHouse
TaskBuilding_43,Building_156
NoHouse,TaskBuilding_43
TaskBuilding_35,NoHouse
Building_168,TaskBuilding_35
TaskBuilding_42,Building_168
Building_173,TaskBuilding_42
TaskBuilding_42,Building_173
Building_173,TaskBuilding_42
NoHouse,Building_173
Building_151,NoHouse
NoHouse,Building_151
TaskBuilding_35,NoHouse
NoHouse,TaskBuilding_35
Building_152,NoHouse
NoHouse,Building_152
Building_152,NoHouse
TaskBuilding_33,Building_152
NoHouse,TaskBuilding_33
Building_152,NoHouse
Building_141,Building_152
Building_152,Building_141
Building_141,Building_152
NoHouse,Building_141
TaskBuilding_33,NoHouse
NoHouse,TaskBuilding_33
Building_145,NoHouse
Building_104,Building_145
NoHouse,Building_104
Building_98,NoHouse
NoHouse,Building_98
Building_109,NoHouse
NoHouse,Building_109
TaskBuilding_26,NoHouse
NoHouse,TaskBuilding_26
Building_98,NoHouse
NoHouse,Building_98
Building_137,NoHouse
Building_145,Building_137
Building_143,Building_145
Building_142,Building_143
NoHouse,Building_142
Building_143,NoHouse
NoHouse,Building_143
Building_122,NoHouse
TaskBuilding_28,Building_122
NoHouse,TaskBuilding_28
Building_123,NoHouse
Building_114,Building_123
NoHouse,Building_114
Building_123,NoHouse
Building_135,Building_123
Building_123,Building_135
Building_135,Building_123
Building_123,Building_135
NoHouse,Building_123
Building_123,NoHouse
Building_131,Building_123
NoHouse,Building_131
Building_131,NoHouse
Building_136,Building_131
Building_123,Building_136
Building_132,Building_123
Building_131,Building_132
TaskBuilding_25,Building_131
NoHouse,TaskBuilding_25
Building_131,NoHouse
NoHouse,Building_131
TaskBuilding_21,NoHouse
Building_125,TaskBuilding_21
NoHouse,Building_125
Building_125,NoHouse
Building_126,Building_125
NoHouse,Building_126
Phone,NoHouse
Hand,Phone
Phone,Hand
NoHouse,Phone
Building_131,NoHouse
Building_132,Building_131
NoHouse,Building_132
TaskBuilding_25,NoHouse
Building_134,TaskBuilding_25
NoHouse,Building_134
Building_130,NoHouse
NoHouse,Building_130
Building_136,NoHouse
NoHouse,Building_136
Building_136,NoHouse
NoHouse,Building_136
Building_228,NoHouse
NoHouse,Building_228
Building_135,NoHouse
NoHouse,Building_135
Building_135,NoHouse
NoHouse,Building_135
Building_135,NoHouse
NoHouse,Building_135
Building_135,NoHouse
NoHouse,Building_135
Building_135,NoHouse
NoHouse,Building_135
Building_135,NoHouse
NoHouse,Building_135
Building_133,NoHouse
Building_124,Building_133
NoHouse,Building_124
Building_229,NoHouse
NoHouse,Building_229
Building_229,NoHouse
NoHouse,Building_229
Building_232,NoHouse
NoHouse,Building_232
TaskBuilding_44,NoHouse
NoHouse,TaskBuilding_44
Building_142,NoHouse
NoHouse,Building_142
Building_142,NoHouse
Building_137,Building_142
Building_138,Building_137
Building_230,Building_138
NoHouse,Building_230
Building_229,NoHouse
NoHouse,Building_229
Building_138,NoHouse
NoHouse,Building_138
Building_124,NoHouse
NoHouse,Building_124
Building_142,NoHouse
Building_137,Building_142
Building_142,Building_137
NoHouse,Building_142
TaskBuilding_28,NoHouse
NoHouse,TaskBuilding_28
TaskBuilding_28,NoHouse
NoHouse,TaskBuilding_28
TaskBuilding_28,NoHouse
NoHouse,TaskBuilding_28
Building_122,NoHouse
NoHouse,Building_122
Building_114,NoHouse
NoHouse,Building_114
Building_145,NoHouse
Building_98,Building_145
NoHouse,Building_98
Building_145,NoHouse
NoHouse,Building_145
Building_100,NoHouse
Building_98,Building_100
NoHouse,Building_98
Building_146,NoHouse
NoHouse,Building_146
Building_158,NoHouse
NoHouse,Building_158
Building_157,NoHouse
NoHouse,Building_157
Building_108,NoHouse
Building_109,Building_108
Building_108,Building_109
Building_107,Building_108
TaskBuilding_3,Building_107
TaskBuilding_26,TaskBuilding_3
NoHouse,TaskBuilding_26
Building_96,NoHouse
Building_80,Building_96
NoHouse,Building_80
Building_104,NoHouse
NoHouse,Building_104
TaskBuilding_3,NoHouse
NoHouse,TaskBuilding_3
Building_104,NoHouse
NoHouse,Building_104
Building_80,NoHouse
NoHouse,Building_80
Building_104,NoHouse
NoHouse,Building_104
Building_82,NoHouse
NoHouse,Building_82
Building_86,NoHouse
NoHouse,Building_86
Building_85,NoHouse
NoHouse,Building_85
Hand,NoHouse
NoHouse,Hand
Windmill-TaskBuilding_10_1,NoHouse
NoHouse,Windmill-TaskBuilding_10_1
Building_74,NoHouse
TaskBuilding_14,Building_74
NoHouse,TaskBuilding_14
TaskBuilding_14,NoHouse
NoHouse,TaskBuilding_14
TaskBuilding_14,NoHouse
NoHouse,TaskBuilding_14
Windmill-TaskBuilding_10_1,NoHouse
House_10,Windmill-TaskBuilding_10_1
NoHouse,House_10
