Edge1,Edge2
Phone,NoHouse
NoHouse,Phone
Building_92,NoHouse
NoHouse,Building_92
Building_157,NoHouse
NoHouse,Building_157
Building_162,NoHouse
NoHouse,Building_162
Building_158,NoHouse
Building_161,Building_158
TaskBuilding_34,Building_161
Building_159,TaskBuilding_34
NoHouse,Building_159
Building_158,NoHouse
Building_98,Building_158
NoHouse,Building_98
Building_109,NoHouse
NoHit,Building_109
Church-TaskBuilding_16,NoHit
NoHit,Church-TaskBuilding_16
Building_98,NoHit
NoHouse,Building_98
Building_157,NoHouse
Building_101,Building_157
Building_157,Building_101
NoHouse,Building_157
Building_148,NoHouse
NoHouse,Building_148
Building_97,NoHouse
Building_100,Building_97
TaskBuilding_27,Building_100
NoHouse,TaskBuilding_27
TaskBuilding_30,NoHouse
Building_99,TaskBuilding_30
NoHouse,Building_99
Building_97,NoHouse
NoHouse,Building_97
Building_98,NoHouse
NoHouse,Building_98
TaskBuilding_30,NoHouse
NoHouse,TaskBuilding_30
TaskBuilding_30,NoHouse
NoHouse,TaskBuilding_30
Building_97,NoHouse
NoHouse,Building_97
Building_110,NoHouse
NoHouse,Building_110
TaskBuilding_23,NoHouse
NoHouse,TaskBuilding_23
Building_107,NoHouse
NoHouse,Building_107
Windmill-TaskBuilding_10_1,NoHouse
NoHouse,Windmill-TaskBuilding_10_1
Windmill-TaskBuilding_10_1,NoHouse
NoHouse,Windmill-TaskBuilding_10_1
Windmill-TaskBuilding_10_1,NoHouse
NoHouse,Windmill-TaskBuilding_10_1
Building_104,NoHouse
NoHouse,Building_104
Building_80,NoHouse
NoHouse,Building_80
Building_75,NoHouse
Building_80,Building_75
NoHouse,Building_80
Building_96,NoHouse
NoHouse,Building_96
TaskBuilding_14,NoHouse
House_10,TaskBuilding_14
NoHouse,House_10
TaskBuilding_14,NoHouse
NoHouse,TaskBuilding_14
Windmill-TaskBuilding_10_1,NoHouse
NoHouse,Windmill-TaskBuilding_10_1
Windmill-TaskBuilding_10_1,NoHouse
NoHouse,Windmill-TaskBuilding_10_1
Windmill-TaskBuilding_10_1,NoHouse
NoHouse,Phone
