Edge1,Edge2
Phone,NoHouse
Building_66,Phone
NoHouse,Building_66
TaskBuilding_15,NoHouse
NoHouse,TaskBuilding_15
Building_81,NoHouse
NoHouse,Building_81
Phone,NoHouse
NoHouse,Phone
Building_67,NoHouse
TaskBuilding_11,Building_67
Church-TaskBuilding_16,TaskBuilding_11
NoHouse,Church-TaskBuilding_16
Building_88,NoHouse
Building_110,Building_88
TaskBuilding_15,Building_110
NoHouse,TaskBuilding_15
Church-TaskBuilding_16,NoHouse
Building_88,Church-TaskBuilding_16
Building_84,Building_88
TaskBuilding_13,Building_84
Building_88,TaskBuilding_13
NoHouse,Building_88
Building_84,NoHouse
NoHouse,Building_84
Building_84,NoHouse
TaskBuilding_15,Building_84
NoHouse,TaskBuilding_15
Building_84,NoHouse
NoHouse,Building_84
TaskBuilding_15,NoHouse
NoHouse,TaskBuilding_15
TaskBuilding_15,NoHouse
NoHouse,TaskBuilding_15
TaskBuilding_15,NoHouse
NoHouse,TaskBuilding_15
Building_84,NoHouse
Building_85,Building_84
NoHouse,Building_85
Building_85,NoHouse
NoHouse,Building_85
Building_80,NoHouse
NoHouse,Building_80
Building_80,NoHouse
NoHouse,Building_80
Building_80,NoHouse
NoHouse,Building_80
Building_80,NoHouse
NoHouse,Building_80
Building_104,NoHouse
NoHouse,Building_104
TaskBuilding_24,NoHouse
NoHouse,TaskBuilding_24
Building_103,NoHouse
NoHouse,Building_103
Building_96,NoHouse
NoHouse,Building_96
Building_145,NoHouse
Building_113,Building_145
NoHouse,Building_113
Building_86,NoHouse
Building_104,Building_86
NoHouse,Building_104
Building_97,NoHouse
NoHouse,Building_97
Building_235,NoHouse
TaskBuilding_26,Building_235
Building_154,TaskBuilding_26
Building_109,Building_154
TaskBuilding_26,Building_109
Building_97,TaskBuilding_26
NoHouse,Building_97
Phone,NoHouse
NoHouse,Phone
Building_137,NoHouse
Building_138,Building_137
Building_137,Building_138
NoHouse,Building_137
Phone,NoHouse
Building_137,Phone
NoHouse,Building_137
TaskBuilding_28,NoHouse
NoHouse,TaskBuilding_28
Building_137,NoHouse
Building_133,Building_137
NoHouse,Building_133
TaskBuilding_4,NoHouse
Building_123,TaskBuilding_4
TaskBuilding_4,Building_123
NoHouse,TaskBuilding_4
Building_123,NoHouse
NoHouse,Building_123
TaskBuilding_28,NoHouse
NoHouse,TaskBuilding_28
Building_123,NoHouse
NoHouse,Building_123
Building_123,NoHouse
NoHouse,Building_123
Building_123,NoHouse
NoHouse,Building_123
Building_135,NoHouse
NoHouse,Building_135
Building_123,NoHouse
NoHouse,Building_123
Building_133,NoHouse
NoHouse,Building_133
TaskBuilding_4,NoHouse
NoHouse,TaskBuilding_4
TaskBuilding_4,NoHouse
NoHouse,TaskBuilding_4
TaskBuilding_4,NoHouse
NoHouse,Phone
