Edge1,Edge2
NoHouse,NoHouse
NoHit,NoHouse
Windmill-TaskBuilding_10_1,NoHit
NoHouse,Windmill-TaskBuilding_10_1
Phone,NoHouse
NoHouse,Phone
Hand,NoHouse
NoHouse,Hand
Phone,NoHouse
NoHouse,Phone
Windmill-TaskBuilding_10_1,NoHouse
NoHouse,Windmill-TaskBuilding_10_1
Phone,NoHouse
NoHouse,Phone
House_10,NoHouse
NoHouse,House_10
Hand,NoHouse
NoHouse,Hand
Phone,NoHouse
NoHouse,Phone
Phone,NoHouse
NoHouse,Phone
Phone,NoHouse
Hand,Phone
NoHouse,Hand
Building_74,NoHouse
Building_72,Building_74
NoHouse,Building_72
Phone,NoHouse
NoHouse,Phone
NoHit,NoHouse
House_10,NoHit
NoHouse,House_10
Building_91,NoHouse
Building_90,Building_91
NoHouse,Building_90
TaskBuilding_14,NoHouse
Building_79,TaskBuilding_14
NoHouse,Building_79
TaskBuilding_14,NoHouse
Building_75,TaskBuilding_14
TaskBuilding_14,Building_75
Building_96,TaskBuilding_14
Building_94,Building_96
TaskBuilding_18,Building_94
NoHouse,TaskBuilding_18
TaskBuilding_14,NoHouse
Phone,TaskBuilding_14
NoHouse,Phone
Building_145,NoHouse
Building_84,Building_145
NoHouse,Building_84
Building_84,NoHouse
NoHouse,Building_84
Building_94,NoHouse
TaskBuilding_18,Building_94
Phone,TaskBuilding_18
Building_80,Phone
Building_96,Building_80
Building_94,Building_96
Building_91,Building_94
TaskBuilding_18,Building_91
Building_91,TaskBuilding_18
NoHouse,Building_91
Building_91,NoHouse
Building_94,Building_91
NoHouse,Building_94
Building_101,NoHouse
NoHouse,Building_101
Building_91,NoHouse
NoHouse,Building_91
Building_91,NoHouse
TaskBuilding_19,Building_91
Building_91,TaskBuilding_19
NoHouse,Building_91
TaskBuilding_19,NoHouse
Building_91,TaskBuilding_19
NoHouse,Building_91
TaskBuilding_19,NoHouse
Building_91,TaskBuilding_19
NoHouse,Building_91
TaskBuilding_19,NoHouse
NoHouse,TaskBuilding_19
Building_94,NoHouse
Building_92,Building_94
NoHouse,Building_92
Phone,NoHouse
Hand,Phone
NoHouse,Hand
TaskBuilding_19,NoHouse
NoHouse,TaskBuilding_19
Building_92,NoHouse
Building_176,Building_92
Building_92,Building_176
Building_103,Building_92
NoHouse,Building_103
Building_101,NoHouse
TaskBuilding_27,Building_101
NoHouse,TaskBuilding_27
Phone,NoHouse
NoHouse,Phone
Building_103,NoHouse
NoHouse,Building_103
TaskBuilding_27,NoHouse
TaskBuilding_23,TaskBuilding_27
NoHouse,TaskBuilding_23
Phone,NoHouse
NoHouse,Phone
TaskBuilding_23,NoHouse
Building_94,TaskBuilding_23
TaskBuilding_23,Building_94
Building_103,TaskBuilding_23
NoHouse,Building_103
Building_176,NoHouse
Building_103,Building_176
NoHouse,Building_103
TaskBuilding_40,NoHouse
Building_102,TaskBuilding_40
NoHouse,Building_102
Building_101,NoHouse
NoHouse,Building_101
TaskBuilding_40,NoHouse
TaskBuilding_34,TaskBuilding_40
NoHouse,TaskBuilding_34
TaskBuilding_38,NoHouse
NoHouse,TaskBuilding_38
Building_100,NoHouse
NoHouse,Building_100
Building_159,NoHouse
TaskBuilding_34,Building_159
NoHouse,TaskBuilding_34
TaskBuilding_40,NoHouse
NoHouse,TaskBuilding_40
Building_161,NoHouse
Building_160,Building_161
Building_161,Building_160
Building_158,Building_161
NoHouse,Building_158
TaskBuilding_40,NoHouse
Building_165,TaskBuilding_40
Building_210,Building_165
TaskBuilding_5,Building_210
Building_163,TaskBuilding_5
Building_170,Building_163
NoHouse,Building_170
Castle-TaskBuilding_56,NoHouse
Building_171,Castle-TaskBuilding_56
NoHouse,Building_171
Building_171,NoHouse
TaskBuilding_41,Building_171
Building_171,TaskBuilding_41
TaskBuilding_41,Building_171
NoHouse,TaskBuilding_41
Building_171,NoHouse
TaskBuilding_41,Building_171
NoHouse,TaskBuilding_41
Phone,NoHouse
NoHouse,Phone
Building_171,NoHouse
TaskBuilding_41,Building_171
NoHouse,TaskBuilding_41
Building_211,NoHouse
NoHouse,Building_211
Building_202,NoHouse
NoHouse,Building_202
TaskBuilding_47,NoHouse
NoHouse,TaskBuilding_47
Building_174,NoHouse
Building_214,Building_174
NoHouse,Building_214
Building_174,NoHouse
Building_175,Building_174
Building_210,Building_175
Castle-TaskBuilding_56,Building_210
Building_212,Castle-TaskBuilding_56
Building_213,Building_212
NoHouse,Building_213
Phone,NoHouse
NoHouse,Phone
Castle-TaskBuilding_56,NoHouse
NoHouse,Castle-TaskBuilding_56
Building_211,NoHouse
NoHouse,Building_211
Castle-TaskBuilding_56,NoHouse
TaskBuilding_8,Castle-TaskBuilding_56
NoHouse,TaskBuilding_8
Phone,NoHouse
NoHit,Phone
NoHouse,NoHit
Building_215,NoHouse
NoHouse,Building_215
crane_2,NoHouse
Building_210,crane_2
Building_209,Building_210
Building_208,Building_209
NoHouse,Building_208
Building_208,NoHouse
Building_209,Building_208
Building_199,Building_209
Building_208,Building_199
Building_206,Building_208
NoHouse,Building_206
Building_207,NoHouse
Phone,Building_207
Building_207,Phone
Building_206,Building_207
