Edge1,Edge2
NoHouse,TaskBuilding_53
Hand,NoHouse
Windmill-TaskBuilding_10_1,Hand
NoHouse,Windmill-TaskBuilding_10_1
Hand,NoHouse
NoHouse,Hand
Windmill-TaskBuilding_10_1,NoHouse
NoHouse,Windmill-TaskBuilding_10_1
Windmill-TaskBuilding_10_1,NoHouse
House_10,Windmill-TaskBuilding_10_1
NoHouse,House_10
Phone,NoHouse
Hand,Phone
NoHouse,Hand
Building_91,NoHouse
Building_90,Building_91
NoHouse,Building_90
Building_89,NoHouse
NoHouse,Building_89
Building_89,NoHouse
NoHouse,Building_89
Building_94,NoHouse
NoHouse,Building_94
TaskBuilding_23,NoHouse
Phone,TaskBuilding_23
Building_94,Phone
NoHouse,Building_94
Building_91,NoHouse
Building_94,Building_91
NoHouse,Building_94
Building_176,NoHouse
TaskBuilding_18,Building_176
NoHouse,TaskBuilding_18
Building_92,NoHouse
TaskBuilding_19,Building_92
NoHouse,TaskBuilding_19
Building_94,NoHouse
NoHouse,Building_94
TaskBuilding_19,NoHouse
Building_94,TaskBuilding_19
TaskBuilding_18,Building_94
NoHouse,TaskBuilding_18
Building_176,NoHouse
NoHouse,Building_176
Building_94,NoHouse
Building_101,Building_94
TaskBuilding_27,Building_101
NoHouse,TaskBuilding_27
Phone,NoHouse
Building_176,Phone
NoHouse,Building_176
Building_103,NoHouse
Building_176,Building_103
TaskBuilding_29,Building_176
NoHouse,TaskBuilding_29
Building_176,NoHouse
NoHouse,Building_176
Building_160,NoHouse
TaskBuilding_34,Building_160
NoHouse,TaskBuilding_34
Building_160,NoHouse
NoHouse,Building_160
Building_158,NoHouse
Building_100,Building_158
Building_157,Building_100
Building_158,Building_157
Building_148,Building_158
TaskBuilding_30,Building_148
Building_98,TaskBuilding_30
Building_148,Building_98
Building_157,Building_148
TaskBuilding_5,Building_157
Building_162,TaskBuilding_5
TaskBuilding_35,Building_162
Building_97,TaskBuilding_35
NoHouse,Building_97
TaskBuilding_5,NoHouse
NoHouse,TaskBuilding_5
Building_166,NoHouse
NoHouse,Building_166
Building_166,NoHouse
TaskBuilding_42,Building_166
NoHouse,TaskBuilding_42
Building_162,NoHouse
Building_163,Building_162
NoHouse,Building_163
Phone,NoHouse
Building_166,Phone
TaskBuilding_53,Building_166
Building_166,TaskBuilding_53
TaskBuilding_42,Building_166
NoHouse,TaskBuilding_42
Building_166,NoHouse
NoHouse,Building_166
TaskBuilding_43,NoHouse
TaskBuilding_48,TaskBuilding_43
NoHit,TaskBuilding_48
TaskBuilding_48,NoHit
TaskBuilding_43,TaskBuilding_48
NoHouse,TaskBuilding_43
TaskBuilding_41,NoHouse
NoHouse,TaskBuilding_41
TaskBuilding_42,NoHouse
NoHouse,TaskBuilding_42
TaskBuilding_42,NoHouse
Building_172,TaskBuilding_42
NoHouse,Building_172
Building_172,NoHouse
NoHouse,Building_172
Building_212,NoHouse
NoHouse,Building_212
Building_212,NoHouse
NoHouse,Building_212
TaskBuilding_52,NoHouse
NoHouse,TaskBuilding_52
Building_172,NoHouse
NoHouse,Building_172
Building_212,NoHouse
NoHouse,Building_212
Building_171,NoHouse
NoHouse,Building_171
TaskBuilding_41,NoHouse
NoHouse,TaskBuilding_41
TaskBuilding_40,NoHouse
NoHouse,TaskBuilding_40
Building_176,NoHouse
TaskBuilding_41,Building_176
NoHouse,TaskBuilding_41
TaskBuilding_41,NoHouse
