Edge1,Edge2
NoHouse,NoHouse
Phone,NoHouse
NoHouse,Phone
Phone,NoHouse
Building_218,Phone
TaskBuilding_53,Building_218
NoHouse,TaskBuilding_53
TaskBuilding_53,NoHouse
NoHouse,TaskBuilding_53
TaskBuilding_53,NoHouse
NoHouse,TaskBuilding_53
NoHit,NoHouse
HighSilo-TaskBuilding_49,NoHit
NoHouse,HighSilo-TaskBuilding_49
Phone,NoHouse
NoHouse,Phone
House_49,NoHouse
NoHouse,House_49
TaskBuilding_51,NoHouse
TaskBuilding_6,TaskBuilding_51
Building_180,TaskBuilding_6
NoHouse,Building_180
TaskBuilding_51,NoHouse
NoHouse,TaskBuilding_51
TaskBuilding_51,NoHouse
NoHouse,TaskBuilding_51
TaskBuilding_46,NoHouse
TaskBuilding_51,TaskBuilding_46
Building_165,TaskBuilding_51
Building_178,Building_165
NoHouse,Building_178
Hand,NoHouse
Building_180,Hand
TaskBuilding_46,Building_180
NoHouse,TaskBuilding_46
Building_186,NoHouse
NoHouse,Building_186
TaskBuilding_6,NoHouse
NoHouse,TaskBuilding_6
Building_194,NoHouse
NoHouse,Building_194
Building_185,NoHouse
Building_186,Building_185
NoHouse,Building_186
Garage_185,NoHouse
Building_186,Garage_185
TaskBuilding_46,Building_186
Building_171,TaskBuilding_46
TaskBuilding_47,Building_171
Building_186,TaskBuilding_47
NoHouse,Building_186
Building_171,NoHouse
Building_172,Building_171
NoHouse,Building_172
Building_186,NoHouse
NoHouse,Building_186
Building_187,NoHouse
NoHouse,Building_187
Building_188,NoHouse
Building_189,Building_188
Building_194,Building_189
Building_189,Building_194
Building_194,Building_189
TaskBuilding_54,Building_194
NoHouse,TaskBuilding_54
Building_198,NoHouse
Building_209,Building_198
Building_198,Building_209
Building_187,Building_198
TaskBuilding_50,Building_187
TaskBuilding_52,TaskBuilding_50
TaskBuilding_50,TaskBuilding_52
TaskBuilding_52,TaskBuilding_50
Building_172,TaskBuilding_52
TaskBuilding_52,Building_172
Building_171,TaskBuilding_52
TaskBuilding_50,Building_171
NoHouse,TaskBuilding_50
TaskBuilding_41,NoHouse
TaskBuilding_46,TaskBuilding_41
Building_172,TaskBuilding_46
Building_171,Building_172
Building_183,Building_171
NoHouse,Building_183
Building_180,NoHouse
TaskBuilding_46,Building_180
Building_183,TaskBuilding_46
Building_180,Building_183
NoHouse,Building_180
Building_180,NoHouse
NoHouse,Building_180
TaskBuilding_41,NoHouse
Building_171,TaskBuilding_41
Building_172,Building_171
NoHouse,Building_172
TaskBuilding_50,NoHouse
Building_214,TaskBuilding_50
NoHouse,Building_214
TaskBuilding_46,NoHouse
Building_178,TaskBuilding_46
NoHouse,Building_178
Building_92,NoHouse
TaskBuilding_38,Building_92
TaskBuilding_6,TaskBuilding_38
NoHouse,TaskBuilding_6
TaskBuilding_6,NoHouse
NoHit,TaskBuilding_6
NoHouse,NoHit
HighSilo-TaskBuilding_49,NoHouse
NoHouse,HighSilo-TaskBuilding_49
HighSilo-TaskBuilding_49,NoHouse
NoHouse,HighSilo-TaskBuilding_49
Building_179,NoHouse
NoHouse,Building_179
House_49,NoHouse
NoHouse,House_49
Building_184,NoHouse
Building_180,Building_184
Building_185,Building_180
Building_194,Building_185
NoHouse,Building_194
Building_179,NoHouse
NoHouse,Building_179
House_49,NoHouse
NoHouse,House_49
Building_177,NoHouse
Building_176,Building_177
TaskBuilding_40,Building_176
NoHouse,TaskBuilding_40
TaskBuilding_40,NoHouse
Building_176,TaskBuilding_40
TaskBuilding_40,Building_176
Building_159,TaskBuilding_40
NoHouse,Building_159
Building_162,NoHouse
NoHouse,Building_162
Building_177,NoHouse
Building_163,Building_177
TaskBuilding_35,Building_163
NoHouse,TaskBuilding_35
TaskBuilding_19,NoHouse
NoHouse,TaskBuilding_19
Building_93,NoHouse
NoHouse,Building_93
Building_176,NoHouse
Building_163,Building_176
Building_166,Building_163
Building_177,Building_166
NoHouse,Building_177
Building_163,NoHouse
NoHouse,Building_163
Building_163,NoHouse
NoHouse,Building_163
Building_163,NoHouse
Building_170,Building_163
TaskBuilding_41,Building_170
Building_160,TaskBuilding_41
Building_162,Building_160
NoHouse,Building_162
Building_159,NoHouse
TaskBuilding_40,Building_159
Building_159,TaskBuilding_40
Building_92,Building_159
Building_176,Building_92
Building_159,Building_176
NoHouse,Building_159
Building_159,NoHouse
Building_102,Building_159
NoHouse,Building_102
Building_158,NoHouse
Building_157,Building_158
NoHouse,Building_157
Building_102,NoHouse
NoHouse,Building_102
Building_92,NoHouse
NoHouse,Building_92
Building_93,NoHouse
NoHouse,Building_93
TaskBuilding_29,NoHouse
NoHouse,TaskBuilding_29
Building_94,NoHouse
NoHouse,Building_94
TaskBuilding_29,NoHouse
NoHouse,TaskBuilding_29
Building_101,NoHouse
Building_94,Building_101
NoHouse,Building_94
Building_94,NoHouse
NoHouse,Building_94
Building_94,NoHouse
NoHouse,Building_94
Building_94,NoHouse
NoHouse,Building_94
TaskBuilding_23,NoHouse
Building_97,TaskBuilding_23
NoHouse,Building_97
Building_94,NoHouse
NoHouse,Building_94
TaskBuilding_19,NoHouse
Building_91,TaskBuilding_19
TaskBuilding_19,Building_91
NoHouse,TaskBuilding_19
Building_94,NoHouse
Windmill-TaskBuilding_10_1,Building_94
Building_91,Windmill-TaskBuilding_10_1
NoHouse,Building_91
House_10,NoHouse
NoHouse,House_10
NoHit,NoHouse
NoHouse,NoHit
Building_90,NoHouse
NoHouse,Building_90
Building_89,NoHouse
NoHouse,Building_89
TaskBuilding_14,NoHouse
NoHouse,TaskBuilding_14
Building_74,NoHouse
TaskBuilding_14,Building_74
NoHouse,TaskBuilding_14
