Edge1,Edge2
NoHouse,NoHouse
Hand,NoHouse
Phone,Hand
NoHouse,Phone
Hand,NoHouse
TaskBuilding_45,Hand
Phone,TaskBuilding_45
Building_221,Phone
Building_214,Building_221
Building_175,Building_214
Building_236,Building_175
Building_231,Building_236
Hand,Building_231
Phone,Hand
Building_141,Phone
TaskBuilding_26,Building_141
Building_234,TaskBuilding_26
Building_225,Building_234
Hand,Building_225
NoHouse,Hand
Phone,NoHouse
Hand,Phone
Phone,Hand
NoHouse,Phone
Building_225,NoHouse
Building_231,Building_225
NoHouse,Building_231
Hand,NoHouse
NoHouse,Hand
Building_154,NoHouse
TaskBuilding_44,Building_154
Hand,TaskBuilding_44
Phone,Hand
NoHouse,Phone
Building_152,NoHouse
Building_154,Building_152
Building_175,Building_154
NoHouse,Building_175
Building_198,NoHouse
Building_212,Building_198
Building_141,Building_212
Building_138,Building_141
NoHouse,Building_138
Building_235,NoHouse
NoHouse,Building_235
Building_212,NoHouse
NoHouse,Building_212
Building_212,NoHouse
NoHouse,Building_212
Building_211,NoHouse
NoHouse,Building_211
Building_175,NoHouse
NoHouse,Building_175
Building_175,NoHouse
Building_212,Building_175
Building_236,Building_212
NoHouse,Building_236
Building_157,NoHouse
Building_173,Building_157
NoHouse,Building_173
Building_198,NoHouse
NoHouse,Building_198
Building_167,NoHouse
Building_166,Building_167
NoHouse,Building_166
Building_198,NoHouse
Building_212,Building_198
Building_214,Building_212
NoHouse,Building_214
Building_215,NoHouse
NoHouse,Building_215
Building_198,NoHouse
Building_212,Building_198
NoHouse,Building_212
Phone,NoHouse
NoHouse,Phone
TaskBuilding_46,NoHouse
NoHouse,TaskBuilding_46
Phone,NoHouse
NoHouse,Phone
Building_198,NoHouse
Building_209,Building_198
NoHouse,Building_209
TaskBuilding_46,NoHouse
NoHouse,TaskBuilding_46
TaskBuilding_46,NoHouse
NoHouse,TaskBuilding_46
TaskBuilding_46,NoHouse
Phone,TaskBuilding_46
TaskBuilding_46,Phone
Building_171,TaskBuilding_46
NoHouse,Building_171
Building_183,NoHouse
TaskBuilding_46,Building_183
NoHouse,TaskBuilding_46
Building_202,NoHouse
NoHouse,Building_202
Building_185,NoHouse
Building_183,Building_185
NoHouse,Building_183
Building_92,NoHouse
Building_178,Building_92
TaskBuilding_46,Building_178
HighSilo-TaskBuilding_49,TaskBuilding_46
TaskBuilding_46,HighSilo-TaskBuilding_49
Garage_185,TaskBuilding_46
NoHouse,Garage_185
Building_176,NoHouse
TaskBuilding_40,Building_176
Building_184,TaskBuilding_40
NoHouse,Building_184
Building_180,NoHouse
NoHouse,Building_180
Building_92,NoHouse
NoHouse,Building_92
TaskBuilding_40,NoHouse
House_49,TaskBuilding_40
Building_177,House_49
Building_176,Building_177
NoHouse,Building_176
TaskBuilding_35,NoHouse
Building_98,TaskBuilding_35
NoHouse,Building_98
TaskBuilding_38,NoHouse
NoHouse,TaskBuilding_38
House_49,NoHouse
NoHouse,House_49
Building_92,NoHouse
NoHouse,Building_92
Building_158,NoHouse
Building_159,Building_158
TaskBuilding_34,Building_159
Building_92,TaskBuilding_34
NoHouse,Building_92
Building_157,NoHouse
Building_161,Building_157
TaskBuilding_34,Building_161
Building_92,TaskBuilding_34
Building_91,Building_92
TaskBuilding_19,Building_91
Building_91,TaskBuilding_19
NoHouse,Building_91
Building_176,NoHouse
NoHouse,Building_176
TaskBuilding_38,NoHouse
NoHouse,TaskBuilding_38
Building_92,NoHouse
Building_103,Building_92
TaskBuilding_19,Building_103
NoHouse,TaskBuilding_19
TaskBuilding_29,NoHouse
NoHouse,TaskBuilding_29
TaskBuilding_19,NoHouse
Building_103,TaskBuilding_19
Building_94,Building_103
NoHouse,Building_94
TaskBuilding_23,NoHouse
NoHouse,TaskBuilding_23
TaskBuilding_23,NoHouse
Building_97,TaskBuilding_23
TaskBuilding_23,Building_97
TaskBuilding_19,TaskBuilding_23
NoHouse,TaskBuilding_19
Building_89,NoHouse
NoHouse,Building_89
Hand,NoHouse
NoHouse,Hand
TaskBuilding_19,NoHouse
NoHouse,TaskBuilding_19
House_10,NoHouse
NoHouse,House_10
Building_91,NoHouse
Building_89,Building_91
Building_91,Building_89
NoHouse,Building_91
House_10,NoHouse
NoHouse,House_10
House_10,NoHouse
Building_90,House_10
NoHouse,Building_90
Building_96,NoHouse
TaskBuilding_18,Building_96
Building_94,TaskBuilding_18
Building_89,Building_94
NoHouse,Building_89
TaskBuilding_14,NoHouse
Building_97,TaskBuilding_14
NoHouse,Building_97
