Edge1,Edge2
Phone,NoHouse
NoHit,Phone
Building_71,NoHit
Building_81,Building_71
Building_64,Building_81
NoHouse,Building_64
Building_81,NoHouse
Building_89,Building_81
Building_90,Building_89
NoHouse,Building_90
House_10,NoHouse
NoHouse,House_10
Building_71,NoHouse
Building_82,Building_71
Building_71,Building_82
NoHouse,Building_71
Building_74,NoHouse
NoHouse,Building_74
Phone,NoHouse
Building_90,Phone
Phone,Building_90
NoHouse,Phone
Building_94,NoHouse
Building_96,Building_94
Building_97,Building_96
NoHouse,Building_97
Building_97,NoHouse
TaskBuilding_14,Building_97
Building_80,TaskBuilding_14
NoHouse,Building_80
Building_75,NoHouse
Building_85,Building_75
NoHouse,Building_85
Building_97,NoHouse
Building_96,Building_97
NoHouse,Building_96
Building_94,NoHouse
NoHouse,Building_94
TaskBuilding_19,NoHouse
NoHouse,TaskBuilding_19
Building_97,NoHouse
Building_109,Building_97
Building_104,Building_109
Building_108,Building_104
NoHouse,Building_108
Building_109,NoHouse
NoHouse,Building_109
Building_145,NoHouse
Building_96,Building_145
Building_94,Building_96
NoHouse,Building_94
TaskBuilding_19,NoHouse
NoHouse,TaskBuilding_19
Building_91,NoHouse
NoHouse,Building_91
Building_101,NoHouse
NoHouse,Building_101
TaskBuilding_19,NoHouse
Building_91,TaskBuilding_19
NoHouse,Building_91
Building_91,NoHouse
NoHouse,Building_91
TaskBuilding_19,NoHouse
NoHouse,TaskBuilding_19
TaskBuilding_19,NoHouse
HighSilo-TaskBuilding_49,TaskBuilding_19
TaskBuilding_19,HighSilo-TaskBuilding_49
Building_176,TaskBuilding_19
Building_94,Building_176
NoHouse,Building_94
Building_103,NoHouse
Building_176,Building_103
Building_92,Building_176
TaskBuilding_19,Building_92
Building_103,TaskBuilding_19
NoHouse,Building_103
Building_103,NoHouse
NoHouse,Building_103
TaskBuilding_29,NoHouse
Building_103,TaskBuilding_29
NoHouse,Building_103
Building_102,NoHouse
Building_103,Building_102
TaskBuilding_29,Building_103
NoHouse,TaskBuilding_29
TaskBuilding_29,NoHouse
Building_102,TaskBuilding_29
NoHouse,Building_102
TaskBuilding_29,NoHouse
NoHouse,TaskBuilding_29
Building_176,NoHouse
NoHouse,Building_176
TaskBuilding_46,NoHouse
NoHouse,TaskBuilding_46
Building_198,NoHouse
TaskBuilding_46,Building_198
NoHouse,TaskBuilding_46
TaskBuilding_40,NoHouse
NoHouse,TaskBuilding_40
TaskBuilding_38,NoHouse
NoHouse,TaskBuilding_38
TaskBuilding_38,NoHouse
NoHouse,TaskBuilding_38
HighSilo-TaskBuilding_49,NoHouse
NoHouse,HighSilo-TaskBuilding_49
TaskBuilding_34,NoHouse
NoHouse,TaskBuilding_34
Building_160,NoHouse
TaskBuilding_34,Building_160
Building_160,TaskBuilding_34
TaskBuilding_34,Building_160
NoHouse,TaskBuilding_34
Building_100,NoHouse
Building_159,Building_100
Building_160,Building_159
NoHouse,Building_160
TaskBuilding_40,NoHouse
NoHouse,TaskBuilding_40
Building_160,NoHouse
Building_161,Building_160
Building_162,Building_161
Building_147,Building_162
Building_149,Building_147
Building_147,Building_149
NoHouse,Building_147
TaskBuilding_40,NoHouse
TaskBuilding_46,TaskBuilding_40
Building_183,TaskBuilding_46
Building_210,Building_183
NoHouse,Building_210
Building_210,NoHouse
Building_170,Building_210
NoHouse,Building_170
Building_163,NoHouse
Building_164,Building_163
Building_166,Building_164
Building_170,Building_166
Building_171,Building_170
Building_210,Building_171
TaskBuilding_46,Building_210
Building_178,TaskBuilding_46
NoHouse,Building_178
Building_210,NoHouse
Building_163,Building_210
Building_167,Building_163
