Edge1,Edge2
NoHouse,TaskBuilding_9
Building_114,NoHouse
NoHouse,Building_114
TaskBuilding_21,NoHouse
NoHouse,TaskBuilding_21
Hand,NoHouse
NoHouse,Hand
Building_145,NoHouse
TaskBuilding_31,Building_145
Building_147,TaskBuilding_31
Building_143,Building_147
Building_142,Building_143
Building_137,Building_142
NoHouse,Building_137
TaskBuilding_28,NoHouse
NoHouse,TaskBuilding_28
Building_146,NoHouse
Building_147,Building_146
NoHouse,Building_147
Hand,NoHouse
NoHouse,Hand
Hand,NoHouse
NoHouse,Hand
Building_109,NoHouse
TaskBuilding_3,Building_109
NoHouse,TaskBuilding_3
Building_98,NoHouse
Building_100,Building_98
Building_98,Building_100
Building_93,Building_98
NoHouse,Building_93
NoHit,NoHouse
Building_93,NoHit
NoHouse,Building_93
NoHit,NoHouse
NoHouse,NoHit
TaskBuilding_5,NoHouse
TaskBuilding_35,TaskBuilding_5
Building_163,TaskBuilding_35
TaskBuilding_35,Building_163
Building_166,TaskBuilding_35
NoHouse,Building_166
Building_101,NoHouse
TaskBuilding_27,Building_101
Building_75,TaskBuilding_27
NoHouse,Building_75
Building_101,NoHouse
Building_102,Building_101
NoHouse,Building_102
NoHit,NoHouse
Building_176,NoHit
NoHouse,Building_176
Building_176,NoHouse
NoHouse,Building_176
Hand,NoHouse
NoHouse,Hand
Building_176,NoHouse
TaskBuilding_34,Building_176
NoHouse,TaskBuilding_34
Building_176,NoHouse
TaskBuilding_46,Building_176
TaskBuilding_34,TaskBuilding_46
Building_160,TaskBuilding_34
TaskBuilding_40,Building_160
TaskBuilding_46,TaskBuilding_40
NoHouse,TaskBuilding_46
Building_161,NoHouse
Building_162,Building_161
Building_149,Building_162
NoHit,Building_149
Hand,NoHit
Phone,Hand
Hand,Phone
Building_178,Hand
Building_164,Building_178
TaskBuilding_35,Building_164
Building_166,TaskBuilding_35
TaskBuilding_40,Building_166
TaskBuilding_51,TaskBuilding_40
NoHit,TaskBuilding_51
HighSilo-TaskBuilding_49,NoHit
Building_177,HighSilo-TaskBuilding_49
NoHouse,Building_177
House_49,NoHouse
NoHouse,House_49
House_49,NoHouse
Building_177,House_49
Building_178,Building_177
Building_183,Building_178
Building_184,Building_183
Building_180,Building_184
Phone,Building_180
Building_180,Phone
TaskBuilding_6,Building_180
NoHouse,TaskBuilding_6
TaskBuilding_46,NoHouse
Building_198,TaskBuilding_46
NoHit,Building_198
TaskBuilding_50,NoHit
Building_171,TaskBuilding_50
TaskBuilding_41,Building_171
Building_170,TaskBuilding_41
TaskBuilding_41,Building_170
TaskBuilding_47,TaskBuilding_41
Building_172,TaskBuilding_47
NoHouse,Building_172
Building_212,NoHouse
NoHouse,Building_212
TaskBuilding_54,NoHouse
NoHouse,TaskBuilding_54
Building_186,NoHouse
NoHouse,Building_186
Building_185,NoHouse
NoHouse,Building_185
Building_187,NoHouse
Building_202,Building_187
NoHouse,Building_202
TaskBuilding_50,NoHouse
Building_212,TaskBuilding_50
NoHit,Building_212
Building_209,NoHit
NoHouse,Building_209
Building_198,NoHouse
Building_187,Building_198
NoHouse,Building_187
Building_202,NoHouse
NoHouse,Building_202
Building_188,NoHouse
Building_185,Building_188
NoHouse,Building_185
Hand,NoHouse
NoHouse,Hand
Building_194,NoHouse
TaskBuilding_54,Building_194
NoHit,TaskBuilding_54
Building_198,NoHit
Building_212,Building_198
Building_209,Building_212
Building_213,Building_209
Building_214,Building_213
Building_235,Building_214
NoHouse,Building_235
Building_235,NoHouse
Building_175,Building_235
TaskBuilding_47,Building_175
Building_174,TaskBuilding_47
Building_214,Building_174
Building_211,Building_214
Building_210,Building_211
NoHouse,Building_210
Building_171,NoHouse
Building_172,Building_171
Building_171,Building_172
Hand,Building_171
Building_154,Hand
Building_210,Building_154
Building_209,Building_210
Building_213,Building_209
TaskBuilding_8,Building_213
Building_210,TaskBuilding_8
Phone,Building_210
Building_209,Phone
Building_208,Building_209
NoHouse,Building_208
Building_204,NoHouse
Building_205,Building_204
NoHouse,Building_205
Building_201,NoHouse
TaskBuilding_55,Building_201
Building_205,TaskBuilding_55
Phone,Building_205
Building_205,Phone
Phone,Building_205
Building_205,Phone
Phone,Building_205
Building_205,Phone
TaskBuilding_55,Building_205
NoHouse,TaskBuilding_55
Building_204,NoHouse
Building_205,Building_204
Building_198,Building_205
NoHit,Building_198
NoHouse,NoHit
Building_206,NoHouse
Building_207,Building_206
Building_208,Building_207
Building_207,Building_208
Building_205,Building_207
Building_201,Building_205
Building_206,Building_201
Building_207,Building_206
NoHit,Building_207
NoHouse,NoHit
Building_207,NoHouse
NoHouse,Building_207
Building_206,NoHouse
NoHouse,Building_206
Building_204,NoHouse
Building_195,Building_204
Building_204,Building_195
Building_205,Building_204
Building_193,Building_205
NoHouse,Building_193
Building_195,NoHouse
Building_194,Building_195
Building_195,Building_194
HighSilo-TaskBuilding_49,Building_195
Building_189,HighSilo-TaskBuilding_49
Building_205,Building_189
