Edge1,Edge2
Hand,NoHouse
NoHouse,Hand
Building_103,NoHouse
NoHouse,Building_103
TaskBuilding_19,NoHouse
NoHouse,TaskBuilding_19
Building_94,NoHouse
TaskBuilding_23,Building_94
NoHouse,TaskBuilding_23
Building_103,NoHouse
Phone,Building_103
NoHouse,Phone
TaskBuilding_19,NoHouse
NoHouse,TaskBuilding_19
Building_94,NoHouse
NoHouse,Building_94
TaskBuilding_19,NoHouse
NoHouse,TaskBuilding_19
Building_94,NoHouse
NoHouse,Building_94
Building_91,NoHouse
House_10,Building_91
NoHouse,House_10
Building_91,NoHouse
NoHouse,Building_91
Building_91,NoHouse
NoHouse,Building_91
Building_90,NoHouse
NoHouse,Building_90
House_10,NoHouse
NoHouse,House_10
Building_90,NoHouse
Building_89,Building_90
NoHouse,Building_89
Building_63,NoHouse
NoHouse,Building_63
Building_90,NoHouse
NoHouse,Building_90
TaskBuilding_2,NoHouse
NoHouse,TaskBuilding_2
House_10,NoHouse
NoHouse,House_10
Building_72,NoHouse
NoHouse,Building_72
Building_72,NoHouse
NoHouse,Building_72
TaskBuilding_9,NoHouse
Building_64,TaskBuilding_9
Building_71,Building_64
House_10,Building_71
NoHouse,House_10
Building_59,NoHouse
NoHouse,Building_59
Building_64,NoHouse
NoHouse,Building_64
TaskBuilding_12,NoHouse
NoHouse,TaskBuilding_12
TaskBuilding_12,NoHouse
NoHouse,TaskBuilding_12
Church-TaskBuilding_16,NoHouse
TaskBuilding_12,Church-TaskBuilding_16
NoHouse,TaskBuilding_12
TaskBuilding_11,NoHouse
Church-TaskBuilding_16,TaskBuilding_11
NoHouse,Church-TaskBuilding_16
TaskBuilding_11,NoHouse
NoHouse,TaskBuilding_11
TaskBuilding_11,NoHouse
NoHouse,TaskBuilding_11
Building_131,NoHouse
NoHouse,Building_131
Building_64,NoHouse
NoHouse,Building_64
Church-TaskBuilding_16,NoHouse
NoHouse,Church-TaskBuilding_16
Hand,NoHouse
NoHouse,Hand
Hand,NoHouse
NoHouse,Hand
TaskBuilding_1,NoHouse
NoHouse,TaskBuilding_1
TaskBuilding_1,NoHouse
NoHouse,TaskBuilding_1
TaskBuilding_1,NoHouse
NoHouse,TaskBuilding_1
TaskBuilding_1,NoHouse
NoHouse,TaskBuilding_1
TaskBuilding_1,NoHouse
NoHouse,Hand
