Edge1,Edge2
NoHouse,NoHouse
Hand,NoHouse
NoHouse,Hand
Phone,NoHouse
NoHouse,Phone
Phone,NoHouse
NoHouse,Phone
Building_185,NoHouse
Building_188,Building_185
Building_187,Building_188
Building_186,Building_187
NoHouse,Building_186
Building_187,NoHouse
NoHouse,Building_187
Building_209,NoHouse
NoHouse,Building_209
Building_187,NoHouse
NoHouse,Building_187
Building_198,NoHouse
NoHouse,Building_198
TaskBuilding_50,NoHouse
NoHouse,TaskBuilding_50
TaskBuilding_50,NoHouse
NoHouse,TaskBuilding_50
Building_171,NoHouse
NoHouse,Building_171
Building_173,NoHouse
TaskBuilding_47,Building_173
NoHouse,TaskBuilding_47
Building_170,NoHouse
TaskBuilding_41,Building_170
NoHouse,TaskBuilding_41
TaskBuilding_41,NoHouse
NoHouse,TaskBuilding_41
TaskBuilding_50,NoHouse
Building_209,TaskBuilding_50
TaskBuilding_50,Building_209
NoHouse,TaskBuilding_50
HighSilo-TaskBuilding_49,NoHouse
NoHouse,HighSilo-TaskBuilding_49
Hand,NoHouse
NoHouse,Hand
Phone,NoHouse
NoHouse,Phone
Building_164,NoHouse
NoHouse,Building_164
Building_161,NoHouse
Building_158,Building_161
NoHouse,Building_158
Phone,NoHouse
Building_164,Phone
Building_170,Building_164
NoHouse,Building_170
Hand,NoHouse
NoHouse,Hand
TaskBuilding_40,NoHouse
NoHouse,TaskBuilding_40
Building_157,NoHouse
Building_162,Building_157
Building_157,Building_162
Building_159,Building_157
TaskBuilding_35,Building_159
Building_164,TaskBuilding_35
Phone,Building_164
Hand,Phone
TaskBuilding_35,Hand
Building_162,TaskBuilding_35
NoHouse,Building_162
Building_148,NoHouse
NoHouse,Building_148
Building_166,NoHouse
NoHouse,Building_166
Building_100,NoHouse
Building_98,Building_100
Building_148,Building_98
NoHouse,Building_148
TaskBuilding_31,NoHouse
TaskBuilding_5,TaskBuilding_31
NoHouse,TaskBuilding_5
Building_100,NoHouse
NoHouse,Building_100
Building_97,NoHouse
Garage_98,Building_97
NoHouse,Garage_98
Building_122,NoHouse
NoHouse,Building_122
TaskBuilding_28,NoHouse
NoHouse,TaskBuilding_28
Building_122,NoHouse
TaskBuilding_28,Building_122
NoHouse,TaskBuilding_28
NoHit,NoHouse
NoHouse,NoHit
NoHit,NoHouse
NoHouse,NoHit
Building_98,NoHouse
Building_97,Building_98
TaskBuilding_30,Building_97
NoHouse,TaskBuilding_30
Building_157,NoHouse
NoHouse,Building_157
NoHit,NoHouse
NoHouse,NoHit
Building_158,NoHouse
NoHouse,Building_158
TaskBuilding_34,NoHouse
Building_176,TaskBuilding_34
TaskBuilding_34,Building_176
NoHouse,TaskBuilding_34
Building_93,NoHouse
NoHouse,Building_93
Building_176,NoHouse
TaskBuilding_40,Building_176
NoHouse,TaskBuilding_40
TaskBuilding_38,NoHouse
NoHouse,TaskBuilding_38
TaskBuilding_40,NoHouse
Building_176,TaskBuilding_40
Building_180,Building_176
Building_178,Building_180
NoHouse,Building_178
Building_177,NoHouse
NoHouse,Building_177
Building_177,NoHouse
Building_179,Building_177
NoHouse,Building_179
Phone,NoHouse
Hand,Phone
NoHouse,Hand
Phone,NoHouse
Hand,Phone
Phone,Hand
NoHouse,Phone
Building_180,NoHouse
Building_177,Building_180
NoHouse,Building_177
Building_179,NoHouse
Building_185,Building_179
Building_179,Building_185
NoHouse,Building_179
Phone,NoHouse
NoHouse,Phone
Building_179,NoHouse
NoHouse,Building_179
Building_185,NoHouse
NoHouse,Building_185
TaskBuilding_51,NoHouse
NoHouse,TaskBuilding_51
Building_180,NoHouse
NoHouse,Building_180
TaskBuilding_51,NoHouse
NoHouse,TaskBuilding_51
Building_185,NoHouse
NoHouse,Building_185
Building_185,NoHouse
NoHouse,Building_185
Building_194,NoHouse
Building_188,Building_194
Building_194,Building_188
Building_195,Building_194
NoHouse,Building_195
Building_189,NoHouse
Building_194,Building_189
Building_189,Building_194
NoHouse,Building_189
Building_194,NoHouse
Building_189,Building_194
NoHouse,Building_189
Phone,NoHouse
NoHouse,Phone
TaskBuilding_54,NoHouse
NoHouse,TaskBuilding_54
Building_198,NoHouse
TaskBuilding_50,Building_198
NoHouse,TaskBuilding_50
TaskBuilding_50,NoHouse
Building_187,TaskBuilding_50
TaskBuilding_50,Building_187
Building_187,TaskBuilding_50
NoHouse,Building_187
Building_180,NoHouse
NoHouse,Building_180
Building_185,NoHouse
NoHouse,Building_185
TaskBuilding_54,NoHouse
NoHouse,TaskBuilding_54
Building_187,NoHouse
