Edge1,Edge2
Phone,Building_186
NoHouse,Phone
Phone,NoHouse
Hand,Phone
Phone,Hand
Hand,Phone
Phone,Hand
Hand,Phone
Phone,Hand
NoHouse,Phone
Building_91,NoHouse
NoHouse,Building_91
Phone,NoHouse
Hand,Phone
NoHouse,Hand
Phone,NoHouse
Hand,Phone
Phone,Hand
NoHouse,Phone
Phone,NoHouse
Building_94,Phone
TaskBuilding_19,Building_94
NoHouse,TaskBuilding_19
TaskBuilding_23,NoHouse
NoHouse,TaskBuilding_23
Building_97,NoHouse
TaskBuilding_23,Building_97
Building_94,TaskBuilding_23
TaskBuilding_19,Building_94
NoHouse,TaskBuilding_19
Building_92,NoHouse
NoHouse,Building_92
Hand,NoHouse
NoHouse,Hand
Phone,NoHouse
Hand,Phone
Phone,Hand
Building_91,Phone
TaskBuilding_19,Building_91
Building_91,TaskBuilding_19
NoHouse,Building_91
TaskBuilding_19,NoHouse
Building_91,TaskBuilding_19
House_10,Building_91
Building_90,House_10
NoHouse,Building_90
Building_80,NoHouse
Building_97,Building_80
NoHouse,Building_97
Phone,NoHouse
Hand,Phone
Phone,Hand
House_10,Phone
NoHouse,House_10
Building_85,NoHouse
TaskBuilding_13,Building_85
Building_110,TaskBuilding_13
NoHouse,Building_110
TaskBuilding_14,NoHouse
Building_74,TaskBuilding_14
House_10,Building_74
Windmill-TaskBuilding_10_1,House_10
Building_73,Windmill-TaskBuilding_10_1
Building_72,Building_73
Building_71,Building_72
TaskBuilding_9,Building_71
Building_71,TaskBuilding_9
Building_59,Building_71
Building_57,Building_59
NoHouse,Building_57
House_10,NoHouse
NoHouse,House_10
House_10,NoHouse
NoHouse,House_10
Building_63,NoHouse
Building_59,Building_63
NoHouse,Building_59
Building_68,NoHouse
NoHouse,Building_68
Building_72,NoHouse
Building_71,Building_72
Building_72,Building_71
NoHouse,Building_72
Phone,NoHouse
NoHouse,Phone
Phone,NoHouse
NoHouse,Phone
Building_64,NoHouse
NoHouse,Building_64
Building_64,NoHouse
Building_65,Building_64
Building_66,Building_65
Building_65,Building_66
NoHouse,Building_65
Building_64,NoHouse
NoHouse,Building_64
Building_59,NoHouse
NoHouse,Building_59
Phone,NoHouse
NoHouse,Phone
TaskBuilding_12,NoHouse
NoHouse,TaskBuilding_12
TaskBuilding_12,NoHouse
NoHouse,TaskBuilding_12
Church-TaskBuilding_16,NoHouse
Building_131,Church-TaskBuilding_16
NoHouse,Building_131
Phone,NoHouse
Hand,Phone
NoHouse,Hand
Phone,NoHouse
TaskBuilding_1,Phone
NoHouse,TaskBuilding_1
Building_125,NoHouse
TaskBuilding_1,Building_125
Building_83,TaskBuilding_1
TaskBuilding_11,Building_83
NoHouse,TaskBuilding_11
Phone,NoHouse
NoHouse,Phone
TaskBuilding_1,NoHouse
Building_131,TaskBuilding_1
NoHouse,Building_131
Church-TaskBuilding_16,NoHouse
NoHouse,Church-TaskBuilding_16
Church-TaskBuilding_16,NoHouse
NoHouse,Church-TaskBuilding_16
Phone,NoHouse
TaskBuilding_1,Phone
Building_125,TaskBuilding_1
NoHouse,Building_125
Hand,NoHouse
NoHouse,Hand
Phone,NoHouse
NoHouse,Phone
Phone,NoHouse
NoHouse,Phone
Phone,NoHouse
NoHouse,Phone
Phone,NoHouse
Hand,Phone
Phone,Hand
NoHouse,Phone
Hand,NoHouse
NoHouse,Hand
Building_97,NoHouse
NoHouse,Building_97
Building_131,NoHouse
TaskBuilding_20,Building_131
Building_119,TaskBuilding_20
Building_120,Building_119
TaskBuilding_20,Building_120
Building_125,TaskBuilding_20
TaskBuilding_21,Building_125
Building_228,TaskBuilding_21
NoHouse,Building_228
Building_131,NoHouse
Building_228,Building_131
Building_128,Building_228
NoHouse,Building_128
TaskBuilding_37,NoHouse
NoHouse,TaskBuilding_37
Building_131,NoHouse
TaskBuilding_25,Building_131
Building_127,TaskBuilding_25
NoHouse,Building_127
Hand,NoHouse
NoHouse,Hand
Phone,NoHouse
NoHouse,Phone
Building_124,NoHouse
NoHouse,Building_124
Building_134,NoHouse
Building_228,Building_134
Building_135,Building_228
Building_228,Building_135
Building_123,Building_228
Building_134,Building_123
Building_136,Building_134
NoHouse,Building_136
Building_130,NoHouse
NoHouse,Building_130
Building_135,NoHouse
Building_228,Building_135
Building_229,Building_228
Building_228,Building_229
Building_229,Building_228
TaskBuilding_37,Building_229
Building_229,TaskBuilding_37
NoHouse,Building_229
Building_229,NoHouse
TaskBuilding_37,Building_229
Building_229,TaskBuilding_37
NoHouse,Building_229
Phone,NoHouse
NoHouse,Phone
Building_225,NoHouse
NoHouse,Building_225
Building_225,NoHouse
Building_226,Building_225
NoHouse,Building_226
Building_226,NoHouse
NoHouse,Building_226
Building_226,NoHouse
Building_229,Building_226
TaskBuilding_32,Building_229
Building_227,TaskBuilding_32
TaskBuilding_32,Building_227
Building_230,TaskBuilding_32
Building_232,Building_230
NoHouse,Building_232
Phone,NoHouse
Hand,Phone
Phone,Hand
Hand,Phone
Phone,Hand
Hand,Phone
NoHouse,Hand
Phone,NoHouse
NoHouse,Phone
Building_225,NoHouse
NoHouse,Building_225
Building_223,NoHouse
TaskBuilding_48,Building_223
Building_139,TaskBuilding_48
Building_231,Building_139
NoHouse,Building_231
Phone,NoHouse
NoHouse,Phone
Phone,NoHouse
NoHouse,Phone
Phone,NoHouse
NoHouse,Phone
Building_223,NoHouse
NoHouse,Building_223
Building_214,NoHouse
Building_233,Building_214
Building_139,Building_233
Building_232,Building_139
NoHouse,Building_232
Phone,NoHouse
NoHouse,Phone
Building_219,NoHouse
NoHouse,Building_219
NoHit,NoHouse
NoHouse,NoHit
Building_207,NoHouse
Building_211,Building_207
NoHouse,Building_211
Building_220,NoHouse
Building_211,Building_220
Building_215,Building_211
NoHouse,Building_215
Building_214,NoHouse
TaskBuilding_55,Building_214
Building_220,TaskBuilding_55
NoHouse,Building_220
Building_210,NoHouse
NoHouse,Building_210
Building_210,NoHouse
Building_205,Building_210
NoHouse,Building_205
Building_157,NoHouse
NoHouse,Building_157
Building_205,NoHouse
NoHouse,Building_205
Building_211,NoHouse
NoHouse,Building_211
Hand,NoHouse
NoHouse,Hand
Phone,NoHouse
Hand,Phone
Building_213,Hand
NoHouse,Building_213
