ColliderName,Samples,timeDiff,Index,HMD_x,HMD_y,HMD_z
TaskBuilding_35,73,1.130878210067749,0,-59.17860412597656,2.3943090438842773,34.787384033203125
NoHouse,16,0.2107999324798584,1,-59.18022155761719,2.393979072570801,34.789634704589844
TaskBuilding_35,3,0.05555152893066406,2,-59.17909240722656,2.39338493347168,34.79308319091797
NoHouse,64,1.0103507041931152,3,-59.160980224609375,2.3945417404174805,34.80201721191406
Building_162,1,0.010912179946899414,4,-59.14070129394531,2.394964694976806,34.800033569335945
NoHouse,10,0.1334238052368164,5,-59.13862609863281,2.3948378562927246,34.799163818359375
Building_162,1,0.010911703109741211,6,-59.13514709472656,2.39497709274292,34.798294067382805
NoHouse,94,1.4542710781097412,7,-59.111328125,2.3942389488220215,34.797935485839844
Building_162,3,0.05555009841918945,8,-59.09886169433594,2.393263339996338,34.80484771728516
NoHouse,17,0.2668488025665283,9,-59.08662414550781,2.3938207626342773,34.80410003662109
Building_157,19,0.32190394401550293,10,-59.06697082519531,2.3956778049468994,34.798057556152344
NoHouse,78,1.2548768520355225,11,-59.04100036621094,2.3980531692504883,34.760887145996094
TaskBuilding_30,14,0.23361539840698242,12,-58.863525390625,2.3960403203964233,34.78684997558594
NoHouse,2,0.0441441535949707,13,-58.79508972167969,2.3956432342529297,34.79926300048828
TaskBuilding_30,1,0.010911941528320312,14,-58.79481506347656,2.395667552947998,34.798828125
NoHouse,2,0.03372788429260254,15,-58.79437255859375,2.395641803741455,34.7982177734375
TaskBuilding_30,11,0.23311948776245117,16,-58.79118347167969,2.395592451095581,34.79410552978516
Building_97,5,0.07787203788757324,17,-58.78834533691406,2.396955966949463,34.790809631347656
TaskBuilding_30,14,0.23262405395507812,18,-58.78456115722656,2.3969725370407104,34.78982925415039
Building_99,1,0.011407613754272461,19,-58.66426086425781,2.3950731754302983,34.79913330078125
Building_100,1,0.02182483673095703,20,-58.63044738769531,2.394669771194458,34.803619384765625
TaskBuilding_27,32,0.4335029125213623,21,-57.461822509765625,2.366167426109314,34.803436279296875
NoHouse,48,0.6666226387023926,22,-54.96849060058594,2.3207406997680664,35.00001525878906
Building_100,16,0.23311972618103027,23,-52.62489318847656,2.2851157188415527,35.44356918334961
NoHouse,41,0.677534818649292,24,-50.65684509277344,2.270504236221313,36.4261474609375
TaskBuilding_27,17,0.26635146141052246,25,-48.63185119628906,2.257586479187012,37.204185485839844
NoHouse,10,0.2529604434967041,26,-47.74555969238281,2.2394089698791504,37.52946472167969
Building_101,9,0.1334230899810791,27,-47.06736755371094,2.2361602783203125,37.77312469482422
Building_157,62,1.01332688331604,28,-44.667449951171875,2.237298607826233,39.232852935791016
Building_158,3,0.05505561828613281,29,-42.97715759277344,2.2523398399353027,40.999114990234375
Building_162,80,1.320845365524292,30,-41.675079345703125,2.27679181098938,44.06721115112305
Building_158,4,0.07787251472473145,31,-40.70135498046875,2.2747576236724854,44.36497497558594
NoHouse,4,0.06646394729614258,32,-40.36619567871094,2.2731001377105713,44.364219665527344
Building_158,1,0.010912179946899414,33,-40.22813415527344,2.2724084854125977,44.36982727050781
NoHouse,4,0.044640541076660156,34,-40.005645751953125,2.2712730169296265,44.38636016845703
Building_162,1,0.01091146469116211,35,-39.78410339355469,2.270285129547119,44.40545654296875
NoHouse,1,0.01140737533569336,36,-39.67372131347656,2.2697348594665527,44.41505432128906
Building_158,2,0.0441441535949707,37,-39.563140869140625,2.2692196369171147,44.42426300048828
Building_157,2,0.04463982582092285,38,-39.341156005859375,2.266310214996338,44.441001892089844
NoHouse,7,0.11110448837280273,39,-39.06300354003906,2.262728691101074,44.45604705810547
Building_157,17,0.28867053985595703,40,-38.00617980957031,2.26374888420105,44.47433471679688
Building_101,1,0.022320270538330078,41,-37.22901916503906,2.266876220703125,44.50049591064453
NoHouse,24,0.4106874465942383,42,-36.36360168457031,2.249186635017395,44.70096206665039
TaskBuilding_27,1,0.010912418365478516,43,-35.43156433105469,2.242417335510254,44.87724304199219
NoHouse,2,0.022319555282592773,44,-35.297119140625,2.242424964904785,44.90023803710938
TaskBuilding_27,1,0.02232050895690918,45,-35.160568237304695,2.2422854900360107,44.922462463378906
NoHouse,2,0.04463958740234375,46,-35.077301025390625,2.2412790060043335,44.93521499633789
TaskBuilding_27,1,0.011430501937866211,47,-34.994522094726555,2.2403011322021484,44.94728088378906
NoHouse,12,0.23210477828979492,48,-34.44230651855468,2.2341110706329346,45.01582336425781
Building_100,47,0.7559027671813965,49,-32.231948852539055,2.223525047302246,45.21197509765625
NoHouse,33,0.4999673366546631,50,-29.49101257324219,2.1933436393737797,45.75167846679688
Building_100,18,0.3000810146331787,51,-27.76507568359375,2.1742810010910034,46.458274841308594
Building_99,2,0.0441439151763916,52,-26.95956420898437,2.155367612838745,46.45730972290039
Building_100,15,0.18897604942321777,53,-26.26435852050781,2.13905930519104,46.45890808105469
TaskBuilding_30,25,0.4106874465942383,54,-24.877426147460934,2.1240427494049072,46.469093322753906
NoHouse,62,1.1001250743865967,55,-21.301376342773438,2.2096996307373047,47.2533073425293
TaskBuilding_27,17,0.2549431324005127,56,-18.223709106445312,2.143181324005127,48.78589630126953
Building_94,2,0.03372931480407715,57,-17.7532958984375,2.1420196294784546,49.02449417114258
TaskBuilding_27,11,0.19988727569580078,58,-17.284957885742188,2.1019458770751958,49.27027893066406
Building_94,1,0.02182483673095703,59,-16.749465942382812,2.0823347568511963,49.563194274902344
TaskBuilding_27,25,0.37795019149780273,60,-15.972930908203125,2.0805535316467285,49.99675750732422
Building_100,17,0.2777597904205322,61,-14.5137939453125,2.0804910659790044,50.79695129394531
Building_97,1,0.02232074737548828,62,-13.70703125,2.080839872360229,51.16769409179688
NoHouse,7,0.12251162528991699,63,-13.393569946289062,2.0813188552856445,51.282142639160156
Building_97,1,0.021823883056640625,64,-13.07049560546875,2.0816855430603027,51.368812561035156
NoHouse,2,0.022318363189697266,65,-12.964363098144531,2.08068311214447,51.38890838623047
Building_98,67,0.9662079811096191,66,-10.341842651367188,2.119476795196533,51.00587463378906
NoHouse,42,0.7107667922973633,67,-6.527534484863281,2.1031413078308105,50.37168884277344
Building_97,3,0.05604720115661621,68,-4.785079956054688,2.100097417831421,51.18309783935547
NoHouse,6,0.12201738357543945,69,-4.5358734130859375,2.100103974342346,51.15644454956055
Building_97,1,0.021823644638061523,70,-4.287368774414063,2.100269317626953,51.1270980834961
TaskBuilding_30,17,0.3219022750854492,71,-3.6809234619140634,2.0985782146453857,51.04602813720703
Building_99,1,0.011407613754272461,72,-2.9072418212890625,2.094289302825928,50.93907165527344
TaskBuilding_30,3,0.04414510726928711,73,-2.741363525390625,2.0934062004089355,50.92182159423828
NoHouse,4,0.06695914268493652,74,-2.4083786010742188,2.097432017326355,50.90038299560547
Building_100,3,0.03323221206665039,75,-2.0202789306640625,2.1113138198852544,50.898353576660156
Building_99,21,0.3442223072052002,76,-1.080047607421875,2.0846004486083984,50.96884155273438
TaskBuilding_30,2,0.02232050895690918,77,-0.25257110595703125,2.07643461227417,51.0531005859375
Building_97,2,0.0332331657409668,78,-0.0607452392578125,2.074955701828003,51.07193374633789
TaskBuilding_30,26,0.39977598190307617,79,0.7682571411132812,2.0713798999786377,51.15089416503906
Building_100,15,0.2777576446533203,80,2.3419189453125,2.089916706085205,51.20747375488281
Building_99,1,0.021824359893798828,81,2.841293334960937,2.0908026695251465,50.76642608642578
Building_97,2,0.0441439151763916,82,2.935699462890625,2.089521288871765,50.66195297241211
TaskBuilding_26,1,0.022321224212646484,83,2.991455078125,2.0887784957885738,50.59798431396485
Garage_98,1,0.022319316864013672,84,3.027191162109375,2.0882725715637207,50.5556640625
Building_98,82,1.3322532176971436,85,4.475189208984375,2.0733288526535034,48.876914978027344
NoHouse,1,0.011408805847167969,86,5.0042877197265625,2.0737957954406743,48.1617660522461
TaskBuilding_28,1,0.02182316780090332,87,5.009002685546875,2.073983192443848,48.14566040039063
Building_123,2,0.022321224212646484,88,5.0120391845703125,2.0740541219711304,48.12979507446289
NoHouse,1,0.011406421661376953,89,5.0121917724609375,2.0741066932678223,48.12039184570313
Building_123,1,0.02232193946838379,90,5.0118255615234375,2.074068784713745,48.11810302734375
NoHouse,1,0.021822690963745117,91,5.01055908203125,2.074073314666748,48.11566162109375
Building_123,2,0.04464101791381836,92,5.009651184082031,2.07403826713562,48.11433792114258
NoHouse,4,0.04414224624633789,93,5.0079498291015625,2.073971748352051,48.11190414428711
Building_123,1,0.010913848876953125,94,5.0066986083984375,2.073935508728028,48.11001586914063
NoHouse,8,0.12250995635986328,95,5.003974914550781,2.074424386024475,48.10502243041992
Building_148,59,0.9667043685913086,96,4.9796295166015625,2.0702478885650635,48.05632019042969
NoHouse,11,0.18847894668579102,97,4.948150634765625,2.0696732997894287,48.030982971191406
Building_152,2,0.022320270538330078,98,4.93804931640625,2.0690608024597172,48.028141021728516
Building_149,8,0.08878326416015625,99,4.9287261962890625,2.0692403316497803,48.02775192260742
Building_150,1,0.010915040969848633,100,4.919189453125,2.06884503364563,48.028297424316406
Building_149,1,0.011403799057006836,101,4.9166107177734375,2.0686113834381104,48.02841186523438
TaskBuilding_5,4,0.06646418571472168,102,4.912109375,2.068448305130005,48.028472900390625
Building_149,2,0.022320985794067383,103,4.908203125,2.0682103633880615,48.02833557128906
TaskBuilding_5,3,0.04463911056518555,104,4.905029296875,2.0681791305541988,48.028076171875
Building_149,1,0.022320032119750977,105,4.9002838134765625,2.0682249069213867,48.02759552001953
TaskBuilding_5,69,1.0773124694824219,106,4.852752685546875,2.0652310848236084,48.0273666381836
NoHouse,14,0.22220540046691895,107,4.809638977050781,2.062453508377075,48.03574752807617
Building_166,1,0.02232074737548828,108,4.802581787109375,2.0625545978546143,48.03868865966797
Building_169,1,0.010911226272583008,109,4.801239013671875,2.062336206436157,48.03956604003906
TaskBuilding_35,5,0.06696033477783203,110,4.7974395751953125,2.062060594558716,48.04218292236328
NoHouse,4,0.0441431999206543,111,4.7919158935546875,2.061776280403137,48.046382904052734
TaskBuilding_35,2,0.02232050895690918,112,4.788108825683594,2.0616178512573238,48.049598693847656
NoHouse,1,0.011408567428588867,113,4.786636352539063,2.061470031738281,48.05088806152344
TaskBuilding_35,9,0.12201690673828125,114,4.7807159423828125,2.06085467338562,48.0558090209961
NoHouse,1,0.010912179946899414,115,4.775680541992188,2.0599427223205566,48.06008911132813
Building_166,7,0.07787060737609863,116,4.7721099853515625,2.0593185424804688,48.06387329101562
NoHouse,1,0.010913610458374023,117,4.76898193359375,2.0590593814849854,48.06724548339844
Building_166,2,0.03322958946228027,118,4.7674407958984375,2.059004783630371,48.0688591003418
NoHit,1,0.011408567428588867,119,4.7659759521484375,2.0588769912719727,48.07037353515625
NoHouse,1,0.022320270538330078,120,4.7650909423828125,2.0588245391845703,48.07128143310547
Building_166,5,0.0882878303527832,121,4.763473510742188,2.058682680130005,48.07294464111328
NoHouse,1,0.011406898498535156,122,4.762237548828125,2.0584549903869633,48.07402801513672
Building_166,3,0.04364919662475586,123,4.7616119384765625,2.0582680702209477,48.07463073730469
NoHouse,43,0.6889419555664062,124,4.75567626953125,2.057157039642334,48.08106231689453
Building_157,25,0.34372758865356445,125,4.7416534423828125,2.059662103652954,48.10669708251953
Building_162,34,0.499967098236084,126,4.72576904296875,2.057087540626526,48.12040710449219
NoHouse,2,0.03323221206665039,127,4.721244812011719,2.05579400062561,48.1168212890625
Building_163,1,0.010911703109741211,128,4.7210845947265625,2.055875062942505,48.11444091796875
TaskBuilding_35,4,0.0441436767578125,129,4.721046447753906,2.056091070175171,48.1103515625
NoHouse,1,0.011407613754272461,130,4.721466064453125,2.0562562942504883,48.10556030273438
TaskBuilding_35,2,0.0332341194152832,131,4.7216949462890625,2.0561649799346924,48.10316848754883
NoHouse,1,0.021822452545166016,132,4.7220458984375,2.0560979843139653,48.10077667236328
TaskBuilding_35,7,0.08977580070495605,133,4.7212677001953125,2.05627179145813,48.09466552734375
NoHouse,5,0.0882880687713623,134,4.71832275390625,2.0576112270355225,48.08251953125
TaskBuilding_5,28,0.45532703399658203,135,4.6060791015625,2.0610942840576167,48.06523132324219
Building_149,1,0.011407613754272461,136,4.4517669677734375,2.06080174446106,47.99015808105469
Building_150,1,0.021823883056640625,137,4.441986083984375,2.0608971118926998,47.98370361328125
NoHouse,1,0.02232074737548828,138,4.431198120117188,2.0609498023986816,47.97643280029297
Building_152,1,0.022320270538330078,139,4.409149169921875,2.0611009597778316,47.96067810058594
Building_150,1,0.02231907844543457,140,4.3856964111328125,2.0613152980804443,47.94269561767578
Building_152,1,0.011407852172851562,141,4.373382568359375,2.061413288116455,47.93286895751953
Building_150,2,0.044144630432128906,142,4.3551177978515625,2.061579465866089,47.917850494384766
Building_149,38,0.5327029228210449,143,3.9950332641601567,2.0607396364212036,47.52645492553711
NoHouse,1,0.010911941528320312,144,3.6385498046875,2.0569138526916504,47.02552032470703
Building_148,66,1.0559821128845215,145,3.25384521484375,2.05476975440979,46.25887680053711
NoHouse,13,0.17806386947631836,146,2.9509429931640625,2.0437121391296387,45.02550506591797
Building_148,7,0.11060786247253418,147,3.171142578125,2.0438036918640137,44.522682189941406
NoHouse,154,2.709643602371216,148,6.6065521240234375,2.044198036193848,43.21846008300781
Building_122,1,0.010912418365478516,149,8.1494140625,1.925748348236084,42.36640930175781
NoHouse,1,0.011407613754272461,150,8.241592407226562,1.9149589538574217,42.3032455444336
Building_122,1,0.011408090591430664,151,8.318588256835938,1.902473211288452,42.222251892089844
Building_125,1,0.021823883056640625,152,8.390777587890625,1.901601791381836,42.138221740722656
NoHouse,7,0.10019183158874512,153,8.612747192382812,1.8982176780700684,41.89122772216797
Building_122,2,0.022320270538330078,154,8.849395751953125,1.8943873643875122,41.65813064575195
NoHouse,1,0.010912179946899414,155,8.972335815429688,1.8925743103027344,41.54534149169922
Building_122,3,0.04463934898376465,156,9.096176147460938,1.8905441761016848,41.43321228027344
NoHouse,1,0.022320032119750977,157,9.17840576171875,1.8891139030456543,41.35955810546875
Building_122,3,0.044640541076660156,158,9.26141357421875,1.887678146362305,41.28577423095703
NoHouse,2,0.0441434383392334,159,9.404525756835938,1.8852629661560059,41.15411376953125
Building_98,18,0.2777597904205322,160,9.898948669433594,1.8765506744384766,40.62855529785156
NoHouse,2,0.022319793701171875,161,10.369972229003906,1.8623673915863037,40.11981201171875
Building_98,135,2.1764447689056396,162,15.04522705078125,1.7549681663513184,37.53533172607422
Building_109,1,0.011407852172851562,163,18.749557495117188,1.5811014175415041,33.715919494628906
Building_122,1,0.021327972412109375,164,18.792144775390625,1.579519271850586,33.612350463867195
NoHouse,11,0.1666557788848877,165,18.907272338867188,1.5733327865600586,33.29285430908203
Building_122,1,0.010911941528320312,166,19.02734375,1.5653066635131836,32.860435485839844
NoHouse,4,0.05555248260498047,167,19.074310302734375,1.5615206956863403,32.64213180541992
TaskBuilding_28,2,0.033231496810913086,168,19.127525329589844,1.556712031364441,32.34042739868164
Building_123,1,0.022319555282592773,169,19.147125244140625,1.5546836853027344,32.202362060546875
NoHouse,16,0.2117919921875,170,19.18317413330078,1.5457830429077148,31.592025756835934
Building_145,1,0.011408567428588867,171,19.15254211425781,1.537116527557373,30.97724914550781
NoHouse,1,0.022319555282592773,172,19.143844604492188,1.5363829135894775,30.92250823974609
Building_145,1,0.010911941528320312,173,19.12364196777344,1.5353546142578125,30.81290435791016
NoHouse,1,0.010911941528320312,174,19.100555419921875,1.5345563888549805,30.70586395263672
Building_145,7,0.1334235668182373,175,19.0504150390625,1.5325300693511963,30.44273376464844
Building_146,22,0.3214080333709717,176,18.98191833496094,1.532607078552246,30.260772705078125
NoHouse,1,0.011408090591430664,177,18.810760498046875,1.592771053314209,29.73894500732422
Building_146,1,0.02232050895690918,178,18.796646118164066,1.6171522140502932,29.691184997558594
NoHouse,1,0.02182316780090332,179,18.78184509277344,1.6303715705871582,29.64196014404297
Building_146,44,0.7335836887359619,180,18.297630310058594,1.6023162603378296,27.896263122558594
Building_145,1,0.010910987854003906,181,17.926910400390625,1.595956325531006,26.072296142578125
NoHouse,35,0.522287130355835,182,18.003631591796875,1.5720429420471191,24.476715087890625
Building_132,1,0.011905193328857422,183,18.41157531738281,1.5549895763397217,23.030548095703125
NoHouse,17,0.28767967224121094,184,18.63427734375,1.53790545463562,22.39936828613281
NoHit,1,0.011406660079956055,185,18.869186401367188,1.522188663482666,21.83536529541016
TaskBuilding_28,2,0.04414510726928711,186,18.92981719970703,1.518644094467163,21.710437774658203
Building_122,2,0.022319316864013672,187,18.981796264648438,1.5159690380096436,21.6116943359375
NoHouse,6,0.09969592094421387,188,19.12545776367187,1.5150104761123657,21.374576568603516
Building_109,13,0.20087909698486328,189,19.553482055664066,1.5045127868652344,20.908470153808594
Building_108,12,0.18798327445983887,190,20.48621368408203,1.480093002319336,20.38494873046875
NoHouse,1,0.01091456413269043,191,20.93183898925781,1.4712777137756348,20.23896789550781
