ColliderName,Samples,Index
TaskBuilding_29,2,16430
Building_103,11,16431
TaskBuilding_29,110,16432
NoHouse,2,16433
Building_102,28,16434
NoHouse,21,16435
TaskBuilding_34,16,16436
Building_159,2,16437
Building_160,2,16438
NoHouse,2,16439
Building_165,2,16440
Building_159,75,16441
TaskBuilding_34,27,16442
Building_159,3,16443
NoHouse,64,16444
Building_198,1,16445
NoHouse,3,16446
Building_198,2,16447
NoHouse,2,16448
Building_198,2,16449
NoHouse,20,16450
Building_198,13,16451
NoHouse,2,16452
TaskBuilding_40,21,16453
Building_176,2,16454
TaskBuilding_40,10,16455
Building_176,8,16456
TaskBuilding_40,3,16457
NoHouse,3,16458
Building_199,1,16459
NoHouse,3,16460
Building_160,8,16461
NoHouse,1,16462
Building_160,3,16463
NoHouse,8,16464
Building_160,18,16465
NoHouse,9,16466
Building_160,2,16467
NoHouse,2,16468
Building_160,26,16469
NoHouse,2,16470
Building_163,4,16471
Building_170,2,16472
NoHouse,2,16473
Building_160,4,16474
Building_159,2,16475
TaskBuilding_34,120,16476
NoHouse,6,16477
Building_98,2,16478
NoHouse,2,16479
Building_100,2,16480
Building_98,8,16481
NoHouse,4,16482
Building_98,2,16483
TaskBuilding_28,2,16484
Building_100,2,16485
Building_101,4,16486
Building_102,3,16487
Building_101,2,16488
Building_102,12,16489
Building_101,4,16490
Building_102,6,16491
Building_100,2,16492
Building_136,2,16493
NoHouse,3,16494
Building_158,1,16495
TaskBuilding_34,22,16496
Building_158,2,16497
Building_148,2,16498
NoHouse,3,16499
Building_100,2,16500
Building_101,2,16501
Building_102,18,16502
Building_101,25,16503
Building_102,2,16504
Building_101,4,16505
Building_102,3,16506
Building_101,1,16507
Building_102,1,16508
NoHouse,2,16509
Building_101,2,16510
Building_102,3,16511
Building_101,3,16512
NoHouse,8,16513
Building_101,3,16514
NoHouse,4,16515
Building_102,2,16516
NoHouse,2,16517
Building_102,2,16518
NoHouse,17,16519
Building_102,3,16522
NoHouse,3,16523
Building_102,26,16524
NoHouse,20,16525
TaskBuilding_34,38,16526
Building_159,4,16527
TaskBuilding_34,19,16528
Building_159,2,16529
TaskBuilding_34,6,16530
Building_159,2,16531
TaskBuilding_34,173,16532
Building_159,2,16533
TaskBuilding_34,2,16534
Building_159,4,16535
TaskBuilding_34,2,16536
Building_159,6,16537
TaskBuilding_34,7,16538
Building_159,14,16539
TaskBuilding_34,1,16540
Building_159,12,16541
NoHit,14,16542
NoHouse,2,16543
NoHit,2,16544
Building_160,23,16545
Building_164,2,16546
Building_165,2,16547
Building_164,4,16548
Building_159,2,16549
Building_164,2,16550
Building_159,2,16551
Building_164,6,16552
NoHouse,4,16553
Building_164,4,16554
NoHouse,4,16555
Building_160,13,16556
NoHouse,15,16557
TaskBuilding_52,3,16558
NoHouse,9,16559
Building_183,2,16560
TaskBuilding_40,2,16561
Building_176,63,16562
TaskBuilding_40,27,16563
Building_183,2,16564
TaskBuilding_46,3,16565
NoHouse,3,16566
TaskBuilding_46,2,16567
Building_183,2,16568
TaskBuilding_46,2,16569
Building_183,2,16570
TaskBuilding_46,1,16571
NoHouse,6,16572
TaskBuilding_40,35,16573
NoHouse,12,16578
Building_183,2,16579
NoHouse,2,16580
Building_183,5,16581
TaskBuilding_40,3,16582
Building_183,2,16583
TaskBuilding_40,12,16584
Building_183,21,16585
NoHouse,6,16586
Building_183,4,16587
NoHouse,2,16588
Building_183,2,16589
NoHouse,19,16590
Building_183,17,16591
TaskBuilding_40,11,16592
Building_183,17,16593
NoHouse,8,16594
Building_183,2,16595
NoHouse,2,16596
Building_183,32,16597
NoHouse,31,16598
Building_160,43,16599
NoHouse,3,16600
Building_159,2,16601
NoHit,12,16602
NoHouse,1,16603
NoHit,2,16604
Building_159,6,16605
NoHit,2,16608
NoHouse,2,16609
Building_164,8,16610
NoHouse,2,16611
Building_164,2,16612
Building_160,16,16613
NoHouse,65,16614
TaskBuilding_40,41,16615
Building_183,9,16616
TaskBuilding_40,10,16617
Building_183,6,16618
TaskBuilding_40,1,16619
Building_183,1,16620
TaskBuilding_40,12,16621
Building_183,43,16622
TaskBuilding_40,2,16623
Building_183,2,16624
TaskBuilding_40,2,16625
Building_183,53,16626
NoHouse,2,16627
Building_183,6,16628
NoHouse,2,16629
Building_183,5,16630
NoHouse,2,16631
Building_183,6,16632
NoHouse,18,16633
Building_161,16,16634
NoHit,2,16635
Building_157,2,16636
Building_158,2,16637
Building_159,14,16638
Building_158,6,16639
Building_157,12,16640
NoHit,25,16641
NoHouse,2,16642
Building_161,51,16643
NoHouse,4,16644
Building_161,2,16645
NoHouse,2,16646
Building_162,6,16647
NoHouse,217,16648
Building_157,2,16649
Building_158,34,16650
Building_160,50,16651
Building_164,2,16652
Building_169,1,16653
Building_163,3,16654
NoHouse,7,16655
Building_163,6,16656
NoHouse,2,16657
Building_163,12,16658
NoHouse,1,16659
Building_170,1,16660
NoHit,2,16661
NoHouse,4,16662
Building_213,1,16663
NoHouse,5,16664
Building_210,2,16665
NoHouse,12,16666
Building_178,1,16667
NoHouse,3,16668
Building_178,10,16669
TaskBuilding_40,62,16670
NoHouse,9,16671
Building_177,7,16672
NoHouse,7,16673
Building_177,10,16674
NoHouse,11,16675
TaskBuilding_40,5,16676
Building_178,2,16677
TaskBuilding_40,2,16678
Building_178,11,16679
TaskBuilding_40,2,16680
Building_178,10,16681
TaskBuilding_40,2,16682
Building_178,8,16683
TaskBuilding_40,2,16684
Building_178,3,16685
TaskBuilding_40,62,16686
Building_178,32,16687
NoHouse,18,16688
TaskBuilding_40,199,16689
TaskBuilding_6,2,16690
Building_178,16,16691
Building_183,2,16692
NoHouse,4,16693
Building_183,2,16694
NoHouse,20,16695
Building_170,5,16696
TaskBuilding_41,2,16697
TaskBuilding_8,2,16698
NoHouse,2,16699
Building_170,8,16700
Building_163,4,16701
NoHouse,5,16702
Building_163,5,16703
NoHouse,2,16704
Building_163,19,16705
Building_164,2,16706
NoHouse,13,16707
TaskBuilding_35,4,16708
Building_151,2,16709
NoHouse,26,16710
Building_162,2,16711
Building_161,8,16712
NoHouse,2,16713
Building_161,4,16714
NoHouse,2,16715
Building_161,2,16716
NoHouse,4,16717
Building_161,7,16718
Building_160,75,16719
Building_159,4,16720
NoHouse,15,16721
TaskBuilding_19,2,16722
NoHouse,16,16723
Building_92,1,16724
NoHouse,2,16725
NoHit,1,16726
Building_176,42,16727
NoHouse,38,16728
Building_92,10,16737
Building_102,2,16738
TaskBuilding_34,2,16739
Building_159,47,16740
TaskBuilding_34,5,16741
Building_102,2,16742
NoHouse,25,16743
Building_102,2,16746
NoHouse,12,16747
Building_102,2,16748
NoHouse,58,16749
Building_102,2,16754
NoHouse,14,16755
Building_102,2,16756
Building_159,27,16757
Building_158,49,16758
NoHit,4,16759
NoHouse,19,16760
NoHit,2,16763
Building_160,61,16764
NoHouse,2,16765
Building_158,11,16766
NoHouse,2,16767
Building_158,17,16768
Building_157,2,16769
NoHouse,2,16770
Building_157,24,16771
NoHouse,2,16772
Building_157,4,16773
NoHouse,24,16774
Building_161,35,16775
NoHouse,10,16776
Building_161,35,16777
NoHouse,2,16778
Building_161,2,16779
NoHouse,2,16780
Building_161,4,16781
NoHouse,69,16782
Building_160,35,16783
NoHouse,26,16784
Building_161,78,16785
NoHouse,6,16786
NoHit,3,16787
Building_158,22,16788
Building_159,31,16789
NoHouse,33,16790
Building_158,18,16791
NoHouse,2,16792
NoHit,46,16793
Building_158,7,16794
NoHouse,18,16795
Building_159,15,16796
NoHouse,45,16797
Building_94,2,16798
NoHouse,13,16799
Building_158,5,16800
NoHouse,11,16801
Building_158,2,16802
NoHouse,2,16803
Building_158,8,16804
NoHouse,2,16805
Building_158,6,16806
NoHouse,2,16807
Building_158,9,16808
NoHouse,14,16809
Building_162,7,16810
NoHouse,16,16811
Building_162,34,16812
NoHouse,12,16813
Building_157,2,16814
NoHouse,21,16815
Building_157,2,16816
NoHouse,7,16817
TaskBuilding_5,2,16818
NoHouse,27,16819
Building_158,4,16820
NoHouse,2,16821
Building_158,32,16822
Building_157,2,16823
TaskBuilding_5,3,16824
NoHouse,2,16825
Building_162,2,16826
NoHouse,7,16827
Building_162,81,16828
NoHouse,1,16829
TaskBuilding_35,1,16830
Building_162,2,16831
TaskBuilding_35,4,16832
NoHouse,54,16833
Building_161,37,16834
NoHouse,50,16835
Building_164,34,16836
TaskBuilding_35,4,16837
Building_164,2,16838
TaskBuilding_35,4,16839
Building_164,9,16840
NoHouse,2,16841
Building_164,4,16842
NoHouse,2,16843
Building_164,8,16844
Building_165,27,16845
Building_164,2,16846
Building_165,7,16847
Building_164,1,16848
Building_165,2,16849
Building_164,6,16850
Building_165,6,16851
Building_164,2,16852
Building_165,2,16853
Building_164,24,16854
TaskBuilding_35,2,16855
Building_162,106,16856
NoHouse,57,16857
Building_157,7,16858
NoHouse,2,16859
Building_157,2,16860
NoHouse,11,16861
Building_158,26,16862
Building_157,2,16863
NoHouse,6,16864
Building_157,13,16865
NoHouse,44,16866
Building_157,3,16867
NoHouse,1,16868
Building_157,35,16869
NoHouse,139,16870
NoHit,3,16877
TaskBuilding_27,45,16878
Building_101,2,16879
Building_158,37,16880
NoHouse,41,16881
TaskBuilding_19,4,16884
NoHit,1,16885
NoHouse,7,16886
NoHit,2,16887
TaskBuilding_19,11,16888
NoHit,5,16889
NoHouse,9,16890
Building_102,2,16891
NoHouse,55,16892
TaskBuilding_27,28,16899
NoHit,2,16900
NoHouse,6,16901
NoHit,2,16904
TaskBuilding_27,2,16905
NoHouse,15,16906
NoHit,3,16909
TaskBuilding_27,1,16910
NoHouse,7,16911
TaskBuilding_27,1,16912
NoHit,2,16913
NoHouse,7,16914
NoHit,2,16915
TaskBuilding_27,2,16916
NoHouse,33,16917
TaskBuilding_27,2,16920
NoHit,8,16921
NoHouse,132,16922
Building_100,2,16931
NoHouse,10,16932
TaskBuilding_30,2,16933
Building_100,26,16934
TaskBuilding_30,38,16935
NoHouse,32,16936
NoHit,2,16941
TaskBuilding_27,2,16942
NoHouse,2,16943
NoHit,15,16944
TaskBuilding_27,11,16945
NoHit,3,16950
Building_101,24,16951
Building_102,2,16952
NoHouse,2,16953
Building_102,16,16954
NoHouse,24,16955
Building_93,3,16956
NoHit,1,16957
Building_176,2,16958
Building_158,5,16959
TaskBuilding_34,10,16960
Building_158,2,16961
TaskBuilding_34,8,16962
NoHouse,2,16963
TaskBuilding_34,3,16964
NoHouse,6,16965
TaskBuilding_34,4,16966
NoHouse,2,16967
TaskBuilding_34,5,16968
Building_158,35,16969
TaskBuilding_34,1,16970
NoHouse,9,16971
Building_102,2,16972
NoHouse,2,16973
Building_102,35,16974
NoHouse,5,16975
TaskBuilding_29,2,16976
NoHouse,4,16977
TaskBuilding_29,2,16978
Building_102,4,16979
NoHouse,31,16980
Building_102,2,16981
Building_101,5,16982
Building_102,1,16983
Building_101,8,16984
NoHouse,16,16985
TaskBuilding_30,4,16986
Building_97,2,16987
TaskBuilding_30,2,16988
Building_97,11,16989
Building_100,23,16990
Building_98,2,16991
NoHouse,61,16992
Building_123,4,16995
Building_135,6,16996
NoHouse,13,16997
Building_136,2,16998
Building_98,4,16999
Building_100,5,17000
TaskBuilding_30,2,17001
Building_97,15,17002
TaskBuilding_30,2,17003
Building_97,41,17004
TaskBuilding_27,23,17005
Building_101,5,17006
NoHouse,16,17007
Building_102,6,17008
NoHouse,7,17009
Building_102,2,17010
NoHouse,4,17011
Building_102,1,17012
Building_92,5,17013
NoHouse,66,17014
Building_93,10,17015
NoHouse,2,17016
Building_93,2,17017
NoHouse,2,17018
Building_93,6,17019
NoHouse,2,17020
Building_93,11,17021
NoHouse,84,17022
Building_102,29,17023
NoHouse,6,17024
Building_102,3,17025
NoHouse,138,17026
Building_103,2,17029
Building_102,45,17030
NoHouse,61,17031
Building_102,59,17032
Building_103,2,17033
NoHouse,2,17034
Building_91,2,17035
NoHouse,11,17036
TaskBuilding_19,2,17037
NoHouse,25,17038
Building_101,25,17041
Building_102,4,17042
Building_101,25,17043
NoHouse,22,17044
Building_94,6,17045
NoHouse,130,17046
Building_101,2,17049
NoHouse,2,17050
Building_101,4,17051
NoHouse,70,17052
NoHit,1,17057
TaskBuilding_19,2,17058
Building_103,20,17059
NoHouse,2,17060
Building_103,14,17061
TaskBuilding_19,5,17062
NoHit,3,17063
NoHouse,4,17064
TaskBuilding_19,22,17065
NoHouse,39,17066
TaskBuilding_19,2,17075
NoHouse,18,17076
TaskBuilding_19,2,17083
NoHouse,16,17084
TaskBuilding_19,2,17085
NoHouse,38,17086
TaskBuilding_19,2,17093
NoHit,23,17094
NoHouse,149,17095
TaskBuilding_18,2,17112
NoHouse,66,17113
TaskBuilding_18,2,17114
NoHouse,34,17115
TaskBuilding_29,4,17116
NoHouse,16,17117
Building_92,2,17118
NoHouse,5,17119
Building_92,6,17120
NoHouse,1,17121
Building_92,6,17122
NoHouse,52,17123
NoHit,37,17124
NoHouse,22,17125
NoHit,18,17126
Building_103,4,17127
TaskBuilding_29,6,17128
Building_92,1,17129
NoHouse,45,17130
TaskBuilding_29,11,17131
NoHouse,20,17132
Building_92,3,17133
NoHouse,33,17134
Building_102,5,17135
NoHouse,1,17136
Building_102,4,17137
NoHouse,13,17138
Building_102,2,17139
NoHouse,14,17140
Building_102,6,17141
NoHouse,2,17142
Building_102,5,17143
NoHouse,10,17144
Building_102,2,17145
NoHouse,62,17146
TaskBuilding_29,50,17147
Building_103,16,17148
TaskBuilding_29,238,17149
NoHit,2,17150
Building_92,2,17151
NoHouse,2,17152
Building_92,2,17153
NoHouse,6,17154
Building_92,1,17155
NoHouse,12,17156
Building_92,45,17157
NoHouse,88,17158
Building_92,57,17161
NoHit,2,17162
NoHouse,25,17163
TaskBuilding_19,18,17170
NoHouse,2,17171
Building_91,2,17172
NoHouse,2,17173
Building_94,2,17174
NoHouse,2,17175
Building_94,3,17176
NoHouse,2,17177
Building_94,6,17178
NoHouse,2,17179
Building_94,1,17180
NoHouse,6,17181
NoHit,2,17182
Building_103,20,17183
TaskBuilding_29,423,17184
NoHouse,16,17185
Building_103,17,17186
Building_94,2,17187
NoHouse,2,17188
Building_91,3,17189
NoHouse,19,17190
Building_91,2,17193
NoHouse,27,17194
Building_92,270,17195
NoHouse,44,17196
Building_94,21,17197
NoHouse,4,17198
Building_94,4,17199
Building_103,539,17200
TaskBuilding_29,45,17201
Building_103,336,17202
NoHouse,91,17203
TaskBuilding_23,6,17206
NoHit,2,17207
NoHouse,1,17208
NoHit,2,17209
TaskBuilding_23,3,17210
NoHouse,14,17211
TaskBuilding_23,11,17212
NoHouse,2,17213
NoHit,2,17214
TaskBuilding_23,27,17215
NoHit,16,17220
NoHouse,39,17221
Building_103,10,17224
NoHouse,122,17225
Building_94,6,17226
NoHouse,22,17227
Building_94,4,17228
NoHouse,25,17229
Building_91,1,17230
TaskBuilding_19,31,17231
NoHouse,34,17232
Building_91,2,17233
TaskBuilding_19,2,17234
Building_91,7,17235
TaskBuilding_19,4,17236
Building_91,2,17237
TaskBuilding_19,57,17238
Building_91,13,17239
TaskBuilding_19,3,17240
Building_91,4,17241
TaskBuilding_19,2,17242
Building_91,1,17243
TaskBuilding_19,33,17244
NoHouse,6,17245
Building_91,4,17246
TaskBuilding_19,20,17247
Building_91,8,17248
NoHouse,2,17249
Building_91,1,17250
NoHouse,3,17251
Building_94,22,17252
NoHouse,2,17253
Building_94,2,17254
NoHouse,6,17255
Building_94,3,17256
NoHouse,41,17257
Building_94,5,17258
NoHouse,22,17259
Building_94,3,17260
NoHouse,9,17261
Building_94,1,17262
NoHouse,2,17263
Building_94,5,17264
Building_86,2,17265
NoHouse,63,17266
Church-TaskBuilding_16,38,17269
Building_94,2,17276
NoHouse,20,17277
TaskBuilding_19,266,17278
NoHouse,25,17279
TaskBuilding_19,11,17280
NoHouse,43,17281
TaskBuilding_19,181,17286
Building_91,2,17289
NoHouse,2,17290
Building_91,18,17291
NoHouse,12,17292
NoHit,3,17293
Windmill-TaskBuilding_10_1,2,17294
NoHouse,13,17295
House_10,4,17296
NoHouse,17,17297
Windmill-TaskBuilding_10_1,8,17300
NoHouse,2,17301
NoHit,2,17302
Windmill-TaskBuilding_10_1,9,17303
NoHouse,2,17304
Windmill-TaskBuilding_10_1,2,17305
NoHouse,28,17306
Building_89,3,17311
Building_91,4,17312
Building_89,2,17313
NoHouse,16,17314
Building_89,2,17315
Building_91,2,17316
NoHouse,2,17317
Building_89,2,17318
NoHouse,2,17319
Building_89,2,17320
Building_91,2,17321
NoHouse,2,17322
Building_91,2,17323
NoHouse,2,17324
TaskBuilding_19,859,17325
NoHouse,26,17326
Building_91,8,17327
NoHouse,4,17328
Building_91,4,17329
NoHouse,64,17330
Building_89,2,17333
Building_91,37,17334
NoHouse,42,17335
TaskBuilding_19,21,17336
NoHouse,50,17337
Building_91,17,17338
NoHouse,2,17339
Building_91,2,17340
Building_90,2,17341
NoHouse,53,17342
TaskBuilding_15,2,17343
Building_94,14,17344
NoHouse,7,17345
Building_94,101,17346
TaskBuilding_18,3,17347
NoHouse,30,17348
Building_94,20,17349
NoHouse,21,17350
Building_94,62,17351
TaskBuilding_18,8,17352
Building_94,124,17353
TaskBuilding_18,9,17354
Building_95,6,17355
TaskBuilding_18,4,17356
Building_94,20,17357
TaskBuilding_18,38,17358
NoHouse,1,17359
TaskBuilding_18,12,17360
NoHouse,4,17361
TaskBuilding_18,12,17362
NoHouse,2,17363
TaskBuilding_18,2,17364
NoHouse,4,17365
TaskBuilding_18,11,17366
NoHouse,1,17367
TaskBuilding_18,12,17368
Building_96,9,17369
NoHouse,22,17370
Building_96,1,17371
NoHouse,5,17372
Building_83,1,17373
Building_79,1,17374
NoHouse,35,17375
Building_74,1,17376
Building_62,1,17377
NoHouse,1,17378
House_10,2,17379
NoHouse,24,17380
Building_90,16,17381
NoHouse,6,17382
Building_91,35,17383
NoHouse,4,17384
Building_90,4,17385
NoHouse,6,17386
Building_90,1,17387
NoHouse,2,17388
Building_90,4,17389
NoHouse,2,17390
Building_90,2,17391
NoHouse,5,17392
Building_90,6,17393
Building_89,2,17394
NoHouse,39,17395
House_10,2,17396
NoHit,2,17397
NoHouse,14,17398
Building_82,2,17403
NoHouse,120,17404
TaskBuilding_18,19,17411
Building_94,33,17412
TaskBuilding_18,6,17413
NoHouse,25,17414
TaskBuilding_18,159,17415
TaskBuilding_3,6,17416
NoHouse,17,17417
Building_106,2,17418
NoHouse,5,17419
Building_94,55,17420
NoHouse,2,17421
Building_97,6,17422
NoHouse,3,17423
Building_97,3,17424
Building_94,38,17425
Building_97,19,17426
Building_94,2,17427
Building_97,3,17428
NoHouse,2,17429
Building_97,2,17430
NoHouse,2,17431
Building_97,19,17432
Building_107,2,17433
TaskBuilding_18,51,17434
Building_96,4,17435
Building_80,2,17436
NoHouse,36,17437
Building_75,4,17438
NoHouse,10,17439
Building_74,2,17440
NoHouse,43,17441
NoHit,2,17442
Building_89,2,17443
NoHouse,2,17444
Building_89,3,17445
NoHit,2,17446
NoHouse,99,17447
Building_74,2,17458
NoHouse,2,17459
NoHit,6,17460
Building_74,4,17461
NoHouse,4,17462
NoHit,2,17463
Building_74,4,17464
NoHouse,6,17465
Building_74,2,17466
NoHouse,2,17467
Building_71,6,17468
NoHouse,34,17469
Building_96,5,17472
Building_95,1,17473
TaskBuilding_18,233,17474
Building_97,2,17475
NoHouse,2,17476
TaskBuilding_23,4,17477
NoHit,1,17478
NoHouse,18,17479
TaskBuilding_23,2,17480
NoHouse,1,17481
TaskBuilding_23,6,17482
NoHouse,96,17483
Building_101,2,17484
Building_94,30,17485
NoHouse,2,17486
Building_101,2,17487
NoHouse,2,17488
Building_101,10,17489
NoHouse,2,17490
Building_101,3,17491
NoHouse,6,17492
Building_101,6,17493
NoHouse,11,17494
TaskBuilding_23,4,17495
NoHouse,1,17496
TaskBuilding_23,2,17497
NoHouse,31,17498
Building_85,2,17499
NoHouse,2,17500
Building_85,1,17501
Building_80,7,17502
Building_96,10,17503
Building_80,2,17504
NoHouse,243,17505
Building_89,4,17508
NoHouse,49,17509
TaskBuilding_14,19,17510
NoHouse,2,17511
TaskBuilding_14,2,17512
NoHouse,22,17513
Building_74,1,17514
NoHouse,142,17515
Building_89,1,17524
NoHouse,1,17525
Building_90,31,17526
NoHouse,2,17527
Building_90,6,17528
NoHouse,1,17529
Building_90,25,17530
NoHouse,2,17531
TaskBuilding_2,6,17532
NoHouse,1,17533
TaskBuilding_2,22,17534
NoHouse,35,17535
Building_91,18,17536
NoHouse,2,17537
Building_91,34,17538
NoHouse,1,17539
Building_91,5,17540
NoHouse,4,17541
Building_91,31,17542
NoHouse,29,17543
TaskBuilding_2,2,17544
NoHouse,5,17545
Building_90,41,17546
NoHouse,1,17549
NoHit,2,17550
Building_90,9,17551
NoHouse,75,17552
TaskBuilding_2,37,17553
NoHouse,3,17554
TaskBuilding_2,52,17555
NoHouse,2,17556
TaskBuilding_2,54,17557
NoHouse,11,17558
TaskBuilding_2,41,17559
NoHouse,4,17560
TaskBuilding_2,4,17561
NoHouse,4,17562
TaskBuilding_2,11,17563
NoHouse,106,17564
NoHit,2,17569
House_10,2,17570
NoHouse,2,17571
House_10,3,17572
NoHouse,18,17573
Building_74,14,17574
NoHouse,4,17577
Building_74,16,17578
NoHouse,6,17581
Building_74,10,17582
NoHouse,23,17583
Windmill-TaskBuilding_10_1,4,17584
NoHit,4,17585
NoHouse,36,17586
NoHit,2,17595
Windmill-TaskBuilding_10_1,54,17596
NoHouse,51,17597
Building_89,35,17602
NoHouse,49,17603
Building_89,24,17604
NoHouse,2,17605
Building_90,8,17606
NoHouse,2,17607
NoHit,2,17608
Building_90,2,17609
NoHouse,38,17610
Building_90,3,17611
NoHouse,3,17612
Building_90,9,17613
NoHouse,2,17614
TaskBuilding_2,214,17615
NoHouse,2,17616
Building_90,53,17617
NoHouse,142,17618
Building_91,2,17619
NoHouse,4,17620
Building_91,70,17621
NoHouse,17,17622
TaskBuilding_2,645,17623
NoHouse,73,17624
Building_90,44,17625
NoHouse,2,17626
Building_90,2,17627
NoHouse,1,17628
Building_90,45,17629
NoHouse,41,17630
Building_72,2,17633
Building_73,31,17634
Building_72,4,17635
NoHouse,2,17636
Building_72,2,17637
NoHouse,1,17638
Building_74,3,17639
NoHouse,4,17640
NoHit,2,17641
Building_73,8,17642
NoHouse,13,17643
Building_73,4,17644
NoHouse,13,17645
Building_73,2,17646
NoHouse,14,17647
Building_73,1,17648
NoHouse,2,17649
Building_73,4,17650
NoHit,2,17651
Building_63,3,17652
NoHit,1,17653
NoHouse,8,17654
House_10,1,17655
NoHouse,2,17656
House_10,2,17657
NoHouse,17,17658
Windmill-TaskBuilding_10_1,4,17659
House_10,2,17660
Windmill-TaskBuilding_10_1,4,17661
House_10,4,17662
Windmill-TaskBuilding_10_1,11,17663
NoHouse,50,17664
Building_89,44,17667
NoHouse,31,17668
Building_89,19,17669
Building_90,153,17670
NoHouse,32,17671
Building_89,32,17672
NoHouse,60,17673
Windmill-TaskBuilding_10_1,5,17674
NoHouse,6,17675
Windmill-TaskBuilding_10_1,5,17676
NoHouse,2,17677
Windmill-TaskBuilding_10_1,39,17678
NoHouse,39,17679
Building_89,84,17680
NoHouse,48,17681
Building_89,36,17682
NoHouse,123,17683
House_10,33,17684
Building_62,2,17685
TaskBuilding_9,5,17686
Building_63,2,17687
Building_60,2,17688
Building_63,8,17689
NoHouse,60,17690
Building_73,38,17695
Building_74,46,17696
NoHouse,2,17697
Building_74,6,17698
NoHouse,2,17699
Building_74,27,17700
Building_73,2,17701
Building_72,2,17702
Building_64,2,17703
NoHouse,4,17704
Building_63,2,17705
NoHouse,16,17706
NoHit,1,17707
Building_64,2,17708
NoHouse,4,17709
Building_64,2,17710
NoHouse,2,17711
Building_64,2,17712
NoHouse,8,17713
Building_63,2,17714
NoHouse,27,17715
House_10,1,17716
Windmill-TaskBuilding_10_1,4,17717
NoHouse,458,17718
Windmill-TaskBuilding_10_1,5,17729
NoHouse,7,17730
Building_64,2,17731
NoHouse,9,17732
Building_63,2,17733
NoHouse,2,17734
Building_63,1,17735
House_10,2,17736
Building_63,7,17737
House_10,5,17738
Building_63,1,17739
House_10,10,17740
Building_63,2,17741
House_10,2,17742
Building_63,3,17743
NoHouse,2,17744
Building_68,2,17745
Building_72,10,17746
NoHouse,76,17747
TaskBuilding_14,4,17754
NoHouse,14,17755
TaskBuilding_14,1,17756
NoHouse,5,17757
TaskBuilding_14,7,17758
NoHouse,114,17759
NoHit,79,17766
NoHouse,64,17767
TaskBuilding_14,4,17768
NoHouse,73,17769
Building_136,4,17770
NoHouse,6,17771
Building_136,2,17772
NoHouse,206,17773
TaskBuilding_14,2,17774
NoHouse,4,17775
TaskBuilding_14,4,17776
NoHouse,2,17777
TaskBuilding_14,2,17778
NoHouse,84,17779
TaskBuilding_14,11,17780
NoHouse,549,17781
Building_108,2,17786
NoHouse,64,17787
TaskBuilding_14,12,17788
NoHouse,2,17789
TaskBuilding_14,18,17790
NoHouse,2,17791
TaskBuilding_14,28,17792
NoHouse,53,17793
TaskBuilding_14,82,17796
NoHouse,2,17797
TaskBuilding_14,46,17798
Building_86,2,17799
NoHouse,4,17800
Building_79,2,17801
Building_74,56,17802
Building_73,17,17803
Building_72,2,17804
Building_57,2,17805
NoHouse,45,17806
NoHit,2,17807
Building_63,24,17808
House_10,28,17809
NoHouse,2,17810
House_10,104,17811
NoHouse,18,17812
Building_72,32,17813
Building_73,46,17814
Building_74,29,17815
NoHouse,4,17816
TaskBuilding_14,1,17817
NoHouse,19,17818
TaskBuilding_14,2,17819
NoHouse,2,17820
TaskBuilding_14,6,17821
NoHouse,4,17822
Building_232,2,17823
NoHouse,8,17824
Building_80,6,17825
NoHouse,6,17826
Building_80,2,17827
NoHouse,2,17828
Building_80,2,17829
Building_145,4,17830
Building_141,2,17831
Building_145,4,17832
NoHouse,6,17833
Building_145,4,17834
NoHouse,20,17835
TaskBuilding_44,2,17836
NoHouse,4,17837
TaskBuilding_44,4,17838
NoHouse,6,17839
Garage_235,2,17840
TaskBuilding_44,2,17841
NoHouse,6,17842
Building_96,2,17843
NoHouse,8,17844
Building_96,4,17845
NoHouse,2,17846
Building_96,6,17847
NoHouse,34,17848
Building_95,2,17849
TaskBuilding_18,2,17850
NoHit,38,17851
Building_95,2,17852
Building_96,38,17853
Building_97,4,17854
NoHouse,8,17855
Building_97,6,17856
NoHouse,2,17857
Building_97,2,17858
NoHouse,2,17859
Building_97,2,17860
Building_154,4,17861
Building_145,2,17862
Building_80,2,17863
NoHouse,2,17864
Building_80,2,17865
NoHouse,38,17866
TaskBuilding_14,40,17867
NoHouse,2,17868
TaskBuilding_14,12,17869
NoHouse,2,17870
TaskBuilding_14,2,17871
NoHouse,28,17872
TaskBuilding_14,2,17873
NoHouse,8,17874
TaskBuilding_14,2,17875
NoHouse,2,17876
NoHit,2,17877
TaskBuilding_14,26,17878
NoHouse,2,17879
TaskBuilding_14,4,17880
NoHouse,2,17881
TaskBuilding_14,2,17882
NoHouse,4,17883
NoHit,6,17884
Building_74,22,17885
Building_82,3,17886
Building_73,54,17887
Building_72,18,17888
Building_68,2,17889
NoHouse,9,17890
Building_68,21,17891
NoHouse,4,17892
Building_60,2,17893
TaskBuilding_9,2,17894
NoHit,4,17895
Building_61,6,17896
NoHouse,8,17897
Building_63,2,17898
NoHouse,2,17899
Building_63,4,17900
House_10,244,17901
NoHouse,4,17902
Building_58,2,17903
NoHouse,50,17904
Building_71,1,17905
Building_72,64,17906
Building_73,8,17907
Building_82,19,17908
NoHouse,4,17909
Building_73,59,17910
Building_82,27,17911
Building_72,4,17912
Building_82,2,17913
Building_72,4,17914
