ColliderName,Samples,Index
Building_227,1,48058
Building_231,2,48059
NoHit,2,48060
NoHouse,8,48061
Garage_235,2,48062
NoHouse,8,48063
Garage_235,33,48064
Building_232,2,48065
Garage_235,39,48066
NoHouse,2,48071
Building_232,2,48072
NoHouse,64,48073
Building_225,2,48078
Building_223,2,48079
TaskBuilding_45,2,48080
Building_222,23,48081
Building_221,2,48082
TaskBuilding_7,113,48083
Building_221,3,48084
Building_222,2,48085
Building_221,14,48086
Building_222,35,48087
TaskBuilding_45,34,48088
Building_223,7,48089
NoHouse,3,48090
Building_223,3,48091
Building_225,1,48092
Building_223,2,48093
NoHouse,8,48094
Building_223,4,48095
Building_225,9,48096
Building_223,14,48097
TaskBuilding_45,38,48098
Building_223,2,48099
NoHouse,29,48100
Building_231,43,48101
Building_229,1,48102
Building_226,17,48103
Building_225,2,48104
Building_226,22,48105
Building_225,2,48106
Building_223,2,48107
TaskBuilding_45,7,48108
NoHouse,25,48109
Building_222,26,48114
NoHouse,92,48115
NoHit,2,48120
Building_222,24,48121
NoHit,19,48124
NoHouse,20,48125
TaskBuilding_45,135,48126
Building_223,21,48127
TaskBuilding_45,2,48128
Building_223,11,48129
TaskBuilding_45,2,48130
Building_223,11,48131
Building_225,2,48132
Building_226,3,48133
Building_231,4,48134
TaskBuilding_37,2,48135
Building_233,28,48136
NoHouse,6,48137
Building_233,8,48138
NoHouse,2,48139
Building_233,4,48140
Building_232,2,48141
NoHouse,24,48142
TaskBuilding_44,23,48143
Garage_235,5,48144
Building_234,7,48145
TaskBuilding_44,4,48146
Building_234,2,48147
TaskBuilding_44,2,48148
Building_234,12,48149
Garage_235,10,48150
Building_234,27,48151
TaskBuilding_44,2,48152
Building_147,7,48153
Building_154,10,48154
TaskBuilding_44,2,48155
Building_154,6,48156
Building_152,1,48157
NoHouse,2,48158
Building_154,4,48159
NoHouse,2,48160
Building_154,2,48161
Building_147,2,48162
Building_154,39,48163
Building_147,2,48164
NoHouse,2,48165
Building_97,15,48166
NoHouse,2,48167
Building_98,4,48168
Building_97,2,48169
Building_232,4,48170
Building_233,2,48171
Building_232,9,48172
NoHouse,1,48173
Building_232,8,48174
Building_141,4,48175
NoHouse,11,48176
TaskBuilding_31,2,48177
Building_98,2,48178
NoHouse,2,48179
TaskBuilding_31,8,48180
Building_152,2,48181
TaskBuilding_44,8,48182
Building_154,2,48183
TaskBuilding_44,1,48184
Building_154,17,48185
Building_98,2,48186
NoHouse,1,48187
Building_232,3,48188
Building_233,117,48189
Building_230,3,48190
NoHouse,2,48191
TaskBuilding_25,4,48192
NoHouse,2,48193
TaskBuilding_25,2,48194
NoHouse,1,48195
TaskBuilding_25,4,48196
NoHouse,5,48197
TaskBuilding_25,2,48198
NoHouse,7,48199
TaskBuilding_25,2,48200
NoHouse,2,48201
TaskBuilding_25,1,48202
NoHouse,5,48203
Building_231,36,48204
Building_229,3,48205
Building_226,2,48206
NoHouse,11,48207
Building_226,4,48210
NoHouse,1,48211
Building_226,13,48212
NoHit,2,48213
NoHouse,1,48214
Building_226,2,48215
Building_225,113,48216
Garage_224,27,48217
Building_225,105,48218
Building_226,2,48219
Building_225,2,48220
Building_226,4,48221
Building_225,4,48222
Building_226,2,48223
Building_225,2,48224
Building_226,4,48225
Building_227,2,48226
Building_229,16,48227
Building_231,28,48228
Building_230,34,48229
NoHouse,1,48230
Building_230,2,48231
NoHouse,2,48232
Building_230,12,48233
NoHouse,2,48234
Building_230,6,48235
NoHouse,2,48236
Building_230,2,48237
NoHouse,2,48238
Building_230,5,48239
NoHouse,4,48240
TaskBuilding_36,2,48241
Building_139,3,48242
Building_233,31,48243
Building_139,19,48244
Building_233,23,48245
TaskBuilding_36,72,48246
Building_139,29,48247
Building_233,54,48248
NoHouse,2,48249
Building_233,66,48250
Building_139,51,48251
TaskBuilding_36,5,48252
Building_142,2,48253
NoHouse,2,48254
Building_142,4,48255
TaskBuilding_36,6,48256
Building_142,2,48257
Building_230,59,48258
Building_231,16,48259
NoHouse,1,48260
Building_229,31,48261
NoHouse,14,48262
Building_226,2,48263
NoHouse,19,48264
NoHit,2,48265
Building_226,12,48266
NoHit,17,48267
NoHouse,1,48268
Building_226,2,48269
Building_225,73,48270
Building_226,4,48271
NoHouse,1,48272
Building_226,1,48273
NoHouse,8,48274
Building_226,29,48275
Building_227,1,48280
Building_229,4,48281
TaskBuilding_37,17,48282
Building_231,41,48283
NoHouse,25,48284
TaskBuilding_37,4,48285
NoHouse,2,48286
TaskBuilding_37,7,48287
NoHouse,29,48288
TaskBuilding_37,4,48289
Building_229,19,48290
TaskBuilding_37,2,48291
Building_229,18,48292
TaskBuilding_37,13,48293
Building_229,1,48294
TaskBuilding_37,8,48295
Building_229,2,48296
TaskBuilding_37,24,48297
NoHouse,3,48298
Church-TaskBuilding_16,1,48299
NoHouse,15,48300
Building_124,2,48301
Building_138,23,48302
NoHouse,2,48303
Building_138,2,48304
Building_230,22,48305
Building_231,58,48306
Building_230,29,48307
Building_231,11,48308
Building_230,2,48309
Building_231,3,48310
Building_230,2,48311
Building_231,3,48312
Building_230,7,48313
Building_142,3,48314
NoHouse,3,48315
Building_142,4,48316
NoHouse,21,48317
Building_142,3,48318
NoHouse,6,48319
Building_142,2,48320
NoHouse,8,48321
Building_138,2,48322
Building_124,2,48323
NoHouse,2,48324
TaskBuilding_37,30,48325
Building_229,2,48326
NoHouse,4,48327
Building_229,33,48328
Building_226,6,48329
Building_225,117,48330
NoHouse,16,48331
Building_225,25,48332
NoHouse,4,48333
Building_225,3,48334
NoHouse,1,48335
Building_225,13,48336
NoHouse,39,48337
Building_225,8,48338
NoHouse,2,48339
Building_225,7,48340
NoHouse,33,48341
Building_225,2,48344
NoHouse,125,48345
Building_225,7,48346
NoHouse,7,48347
Building_225,44,48348
NoHouse,73,48349
Building_225,3,48350
NoHouse,12,48351
Building_225,2,48352
NoHouse,17,48353
Building_225,31,48354
NoHouse,21,48355
Building_225,11,48356
NoHouse,6,48357
Building_225,13,48358
NoHouse,59,48359
Building_225,8,48360
NoHouse,6,48361
Building_225,2,48362
NoHouse,2,48363
Building_225,34,48364
NoHouse,34,48365
Building_225,2,48366
NoHouse,2,48367
Building_226,7,48368
Building_227,25,48369
Building_229,78,48370
NoHouse,14,48371
Building_229,2,48372
NoHouse,20,48373
Building_229,5,48374
NoHouse,6,48375
Building_229,2,48376
NoHouse,19,48377
Building_226,35,48378
NoHouse,28,48379
Building_225,25,48380
NoHouse,30,48381
Building_226,136,48382
Building_227,2,48383
TaskBuilding_32,2,48384
Building_227,2,48385
TaskBuilding_32,2,48386
Building_227,17,48387
TaskBuilding_32,66,48388
Building_227,13,48389
Building_226,65,48390
Building_227,30,48391
NoHouse,81,48392
Building_228,4,48393
NoHouse,30,48394
Building_129,4,48399
NoHouse,25,48400
Building_133,2,48401
NoHouse,2,48402
Building_229,582,48403
Building_124,2,48404
NoHouse,32,48405
Building_228,4,48406
TaskBuilding_32,141,48407
NoHouse,38,48408
Building_133,2,48409
NoHouse,23,48410
Building_124,3,48411
Building_229,120,48412
NoHouse,40,48413
Building_229,4,48414
NoHouse,2,48415
Building_229,2,48416
NoHouse,5,48417
Building_229,2,48418
NoHouse,26,48419
Building_143,17,48420
NoHouse,13,48421
Building_143,4,48422
Building_141,4,48423
Building_143,10,48424
Building_124,2,48425
NoHouse,2,48426
TaskBuilding_4,22,48427
Building_111,2,48428
NoHouse,8,48429
TaskBuilding_4,2,48430
NoHouse,2,48431
TaskBuilding_4,39,48432
NoHouse,4,48433
Building_123,2,48434
Building_133,8,48435
NoHouse,4,48436
Building_133,13,48437
Building_132,2,48438
Building_131,2,48439
Building_132,12,48440
Building_133,33,48441
Building_123,2,48442
NoHouse,19,48443
Building_137,12,48444
Building_142,2,48445
Building_137,8,48446
NoHouse,1,48447
Building_137,4,48448
Building_166,2,48449
NoHouse,2,48450
Building_138,12,48451
NoHouse,6,48452
Building_153,2,48453
NoHouse,7,48454
TaskBuilding_39,6,48455
Building_153,2,48456
Building_138,45,48457
NoHouse,4,48458
Building_229,48,48459
Building_232,2,48460
Building_229,2,48461
Building_230,9,48462
NoHouse,2,48463
Building_230,2,48464
NoHouse,2,48465
Building_232,2,48466
NoHouse,8,48467
Building_230,3,48468
Building_229,4,48469
TaskBuilding_37,2,48470
Building_230,13,48471
TaskBuilding_37,3,48472
Building_229,29,48473
Building_230,6,48474
NoHouse,6,48475
Building_230,2,48476
NoHouse,1,48477
Building_230,2,48478
NoHouse,2,48479
Building_230,2,48480
NoHouse,49,48481
Building_138,2,48482
NoHouse,4,48483
crane_1,2,48484
Building_153,2,48485
TaskBuilding_39,2,48486
Building_153,12,48487
Building_142,2,48488
Building_137,29,48489
NoHouse,6,48490
Building_142,12,48491
NoHouse,16,48492
Building_123,2,48493
Building_133,2,48494
NoHouse,2,48495
Building_133,19,48496
NoHouse,2,48497
Building_128,2,48498
NoHit,2,48499
NoHouse,4,48500
TaskBuilding_25,1,48501
NoHouse,1,48502
TaskBuilding_25,14,48503
NoHouse,58,48504
NoHit,2,48505
Building_228,46,48506
NoHouse,97,48507
Building_135,2,48508
TaskBuilding_25,18,48509
NoHouse,30,48510
TaskBuilding_25,43,48513
NoHouse,41,48514
TaskBuilding_25,82,48525
NoHouse,146,48526
Building_228,109,48527
NoHouse,160,48528
Building_135,2,48529
Building_134,2,48530
TaskBuilding_25,28,48531
NoHouse,2,48532
Building_128,3,48533
NoHouse,12,48534
TaskBuilding_1,2,48535
Building_131,2,48536
Building_132,3,48537
Building_133,2,48538
Building_132,2,48539
Building_133,2,48540
Building_132,3,48541
Building_133,2,48542
Building_132,2,48543
Building_133,2,48544
Building_132,19,48545
Building_133,116,48546
Building_132,16,48547
Building_133,2,48548
Building_132,144,48549
NoHouse,2,48550
Building_131,2,48551
NoHouse,20,48552
Building_131,1,48553
NoHouse,49,48554
Building_125,3,48555
TaskBuilding_25,55,48556
Building_134,2,48557
NoHouse,1,48558
Building_135,2,48559
NoHouse,10,48560
Building_135,30,48561
Building_134,33,48562
TaskBuilding_25,1,48563
Building_134,1,48564
Building_135,49,48565
NoHouse,17,48566
Building_136,3,48567
NoHouse,2,48568
Building_136,12,48569
NoHouse,2,48570
Building_136,2,48571
NoHouse,2,48572
Building_136,24,48573
NoHouse,2,48574
Building_136,4,48575
NoHouse,4,48576
Building_136,23,48577
NoHouse,6,48578
Building_136,1,48579
NoHouse,14,48580
Building_136,11,48581
NoHouse,17,48582
Building_136,6,48583
NoHouse,66,48584
Building_136,144,48585
NoHouse,58,48586
Building_130,5,48587
NoHouse,6,48588
Building_130,2,48589
NoHouse,2,48590
Building_130,4,48591
Building_135,74,48592
NoHouse,2,48593
Building_130,23,48594
NoHouse,3,48595
Building_130,2,48596
NoHouse,98,48597
Building_136,2,48598
NoHouse,17,48599
Building_136,37,48600
NoHouse,3,48601
Building_136,23,48602
NoHouse,9,48603
Building_136,25,48604
NoHouse,11,48605
Building_136,14,48606
NoHouse,27,48607
Building_136,13,48608
NoHouse,122,48609
Building_136,28,48610
NoHouse,146,48611
Building_130,20,48616
NoHouse,19,48617
Building_130,2,48618
NoHouse,8,48619
Building_125,2,48620
Building_126,2,48621
Building_135,85,48622
Building_128,2,48623
NoHouse,32,48624
Building_135,27,48625
Building_128,3,48626
Building_127,26,48627
Building_126,2,48628
Building_127,2,48629
Building_126,2,48630
Building_127,33,48631
Building_125,39,48632
Building_130,116,48633
NoHouse,284,48634
Building_136,35,48635
NoHouse,412,48636
Building_130,31,48639
NoHouse,37,48640
Building_130,6,48641
NoHouse,907,48642
Building_130,2,48643
NoHouse,4,48644
Building_130,4,48645
NoHouse,3,48646
Building_130,39,48647
NoHouse,92,48648
Building_135,4,48649
NoHouse,3,48650
Building_135,15,48651
NoHouse,2,48652
Building_135,2,48653
NoHouse,6,48654
Building_135,3,48655
NoHouse,2,48656
Building_135,2,48657
NoHouse,6,48658
Building_135,8,48659
NoHouse,8,48660
Building_135,4,48661
NoHouse,4,48662
Building_135,6,48663
NoHouse,2,48664
Building_135,7,48665
NoHouse,18,48666
Building_135,3,48667
NoHouse,5,48668
Building_135,4,48669
NoHouse,127,48670
Building_128,2,48671
NoHouse,2,48672
Building_128,14,48673
NoHouse,6,48674
Building_128,2,48675
NoHouse,12,48676
Building_128,4,48677
Building_127,2,48678
Building_130,242,48679
Building_127,4,48680
Building_130,153,48681
NoHouse,3,48682
Building_130,2,48683
NoHouse,8,48684
Building_130,25,48685
Building_127,101,48686
Building_130,33,48687
NoHouse,8,48688
Building_130,22,48689
NoHouse,93,48690
Building_133,2,48691
NoHouse,2,48692
Building_135,72,48693
NoHouse,12,48694
Building_135,46,48695
NoHouse,60,48696
Building_128,8,48697
NoHouse,4,48698
Building_128,4,48699
NoHouse,52,48700
Building_128,2,48701
Building_126,2,48702
Building_130,98,48703
Building_126,16,48704
Building_127,1,48705
Building_126,4,48706
Building_127,10,48707
NoHouse,96,48708
Building_128,39,48709
Building_127,36,48710
Building_128,2,48711
Building_127,14,48712
Building_128,15,48713
TaskBuilding_28,2,48714
Building_157,13,48715
TaskBuilding_28,2,48718
NoHit,2,48719
Building_157,14,48720
NoHouse,3,48723
TaskBuilding_31,2,48724
NoHouse,8,48725
TaskBuilding_31,1,48726
NoHouse,4,48727
TaskBuilding_31,2,48728
NoHouse,4,48729
Building_123,4,48730
Building_131,3,48731
Building_132,26,48732
Building_133,14,48733
Building_135,111,48734
NoHouse,44,48735
Building_135,91,48736
Building_134,4,48737
TaskBuilding_25,84,48738
NoHouse,46,48739
TaskBuilding_25,4,48740
Building_134,2,48741
TaskBuilding_25,3,48742
Building_134,2,48743
TaskBuilding_25,11,48744
Building_134,52,48745
TaskBuilding_25,452,48746
NoHouse,2,48747
Building_229,2,48748
NoHouse,58,48749
TaskBuilding_25,43,48750
Building_228,1,48751
NoHit,2,48752
NoHouse,12,48753
Building_230,2,48754
Building_133,25,48755
Building_132,47,48756
Building_131,8,48757
Building_123,1,48758
Building_131,4,48759
Building_123,2,48760
Building_131,2,48761
Building_123,10,48762
Building_131,16,48763
Building_123,2,48764
NoHouse,20,48765
Building_122,1,48766
NoHouse,4,48767
TaskBuilding_22,1,48768
NoHouse,1,48769
Building_122,6,48770
NoHouse,1,48771
TaskBuilding_22,2,48772
NoHouse,8,48773
Building_combined_115_116,2,48774
NoHouse,20,48775
Building_118,1,48776
Building_121,1,48777
TaskBuilding_15,2,48778
NoHouse,1,48779
TaskBuilding_13,2,48780
TaskBuilding_15,1,48781
TaskBuilding_13,1,48782
TaskBuilding_15,2,48783
TaskBuilding_13,2,48784
NoHouse,4,48785
TaskBuilding_1,2,48786
NoHouse,2,48787
Building_128,53,48788
TaskBuilding_15,3,48789
Building_121,1,48790
NoHouse,3,48791
Building_121,2,48792
NoHouse,9,48793
Building_121,3,48796
NoHouse,7,48797
Building_121,2,48798
NoHouse,2,48799
Building_121,19,48800
NoHouse,2,48801
Building_121,3,48802
Building_118,2,48803
NoHouse,2,48804
Building_118,6,48805
NoHouse,11,48806
TaskBuilding_22,2,48807
Building_122,2,48808
NoHouse,10,48809
Building_122,14,48810
NoHouse,19,48811
TaskBuilding_28,2,48812
NoHouse,2,48813
Building_123,22,48814
Building_131,127,48815
NoHouse,22,48816
NoHit,12,48817
TaskBuilding_4,3,48818
NoHouse,6,48819
Building_143,2,48820
NoHouse,19,48821
Building_143,2,48822
Building_123,45,48823
NoHouse,2,48824
TaskBuilding_4,34,48825
Building_143,2,48826
Building_123,49,48827
NoHouse,4,48828
TaskBuilding_31,5,48829
NoHouse,2,48830
TaskBuilding_31,4,48831
NoHouse,6,48832
TaskBuilding_31,4,48833
NoHouse,2,48834
TaskBuilding_31,1,48835
NoHouse,30,48836
TaskBuilding_31,3,48837
Building_146,3,48838
NoHouse,3,48839
Building_148,4,48840
NoHouse,82,48841
Building_121,3,48842
NoHouse,2,48843
Building_64,2,48844
TaskBuilding_1,10,48845
NoHouse,2,48846
Building_83,1,48847
TaskBuilding_1,1,48848
NoHouse,26,48849
Building_125,29,48850
TaskBuilding_21,84,48851
Building_126,42,48852
TaskBuilding_21,4,48853
Building_125,49,48854
NoHouse,12,48855
Building_121,12,48856
NoHouse,2,48857
Building_121,3,48858
Building_117,1,48859
Building_118,3,48860
NoHouse,4,48861
Building_118,2,48862
NoHouse,9,48863
Building_118,1,48864
NoHouse,4,48865
Building_118,2,48866
TaskBuilding_22,2,48867
Building_122,22,48868
NoHouse,75,48869
TaskBuilding_28,7,48870
NoHouse,30,48871
Building_122,4,48872
TaskBuilding_22,2,48873
Building_118,16,48874
NoHouse,5,48875
Building_118,2,48876
NoHouse,11,48877
TaskBuilding_22,6,48878
NoHouse,11,48879
TaskBuilding_22,1,48880
NoHouse,11,48881
Building_118,1,48882
NoHouse,2,48883
Building_117,2,48884
Building_121,11,48885
NoHouse,4,48886
Building_121,22,48887
Building_117,6,48888
Building_118,2,48889
Building_117,8,48890
Building_118,20,48891
Building_117,2,48892
NoHouse,2,48893
Building_121,34,48894
NoHouse,2,48895
Building_combined_115_116,3,48896
NoHouse,39,48897
Building_118,2,48898
NoHouse,30,48899
TaskBuilding_22,28,48900
NoHouse,41,48901
TaskBuilding_22,2,48906
NoHouse,56,48907
Building_118,4,48908
NoHouse,6,48909
Building_117,2,48910
Building_121,25,48911
Building_combined_115_116,6,48912
NoHouse,10,48913
Building_121,5,48914
TaskBuilding_1,6,48915
NoHouse,6,48916
TaskBuilding_1,5,48917
NoHouse,2,48918
TaskBuilding_1,4,48919
NoHouse,32,48920
Building_125,146,48921
NoHouse,32,48922
TaskBuilding_1,2,48923
TaskBuilding_15,2,48924
Building_121,40,48925
NoHouse,33,48926
Building_118,6,48927
TaskBuilding_22,3,48928
NoHouse,11,48929
TaskBuilding_22,2,48930
NoHouse,1,48931
TaskBuilding_22,12,48932
NoHouse,2,48933
TaskBuilding_22,6,48934
Building_118,16,48935
TaskBuilding_22,2,48936
NoHouse,2,48937
TaskBuilding_22,10,48938
NoHouse,2,48939
TaskBuilding_22,6,48940
NoHouse,11,48941
TaskBuilding_22,9,48942
NoHouse,57,48943
Building_109,19,48944
NoHouse,2,48945
Building_109,8,48946
NoHouse,4,48947
Building_109,8,48948
NoHouse,2,48949
Building_109,23,48950
NoHouse,94,48951
Building_109,2,48952
NoHouse,4,48953
Building_109,2,48954
NoHouse,4,48955
Building_109,5,48956
NoHouse,2,48957
Building_122,72,48958
NoHouse,22,48959
Building_122,78,48960
NoHouse,59,48961
TaskBuilding_22,2,48962
NoHouse,2,48963
TaskBuilding_22,43,48964
NoHouse,52,48965
Building_122,192,48966
Building_157,3,48967
NoHouse,9,48968
Building_109,2,48969
NoHouse,12,48970
Building_109,12,48971
NoHouse,2,48972
Building_109,4,48973
NoHouse,201,48974
TaskBuilding_22,143,48975
Building_113,3,48976
NoHouse,2,48977
NoHit,6,48978
TaskBuilding_15,2,48979
NoHit,4,48980
NoHouse,2,48981
Building_117,2,48982
Building_118,3,48983
Building_117,20,48984
Building_118,10,48985
Building_117,41,48986
Building_118,2,48987
Building_117,14,48988
Building_118,43,48989
Building_117,2,48990
Building_118,2,48991
Building_combined_115_116,2,48992
NoHouse,2,48993
TaskBuilding_15,2,48994
NoHouse,42,48995
Building_113,34,48996
TaskBuilding_22,2,48997
Building_113,153,48998
NoHouse,2,48999
TaskBuilding_15,32,49000
NoHouse,5,49001
Building_88,1,49002
NoHouse,6,49003
Building_88,2,49004
NoHouse,13,49005
Building_113,93,49006
Building_110,14,49007
Building_113,1,49008
Building_110,2,49009
Building_113,4,49010
Building_110,53,49011
NoHouse,7,49012
TaskBuilding_26,14,49013
NoHouse,101,49014
TaskBuilding_22,63,49015
Building_114,47,49016
Building_112,42,49017
Building_111,1,49018
Building_112,35,49019
Building_114,40,49020
Building_111,2,49021
TaskBuilding_30,2,49022
TaskBuilding_26,1,49023
NoHouse,2,49024
TaskBuilding_26,18,49025
NoHouse,4,49026
TaskBuilding_26,2,49027
NoHouse,2,49028
Building_108,11,49029
Building_111,2,49030
Building_112,83,49031
Building_114,10,49032
Building_112,18,49033
Building_111,18,49034
TaskBuilding_24,3,49035
Building_108,2,49036
TaskBuilding_24,1,49037
Building_108,3,49038
TaskBuilding_24,3,49039
Building_108,2,49040
TaskBuilding_24,12,49041
Building_108,7,49042
TaskBuilding_24,2,49043
Building_108,2,49044
TaskBuilding_24,2,49045
Building_108,26,49046
Building_101,1,49047
NoHouse,20,49048
Building_110,17,49049
Building_86,2,49050
NoHouse,2,49051
Building_86,3,49052
NoHouse,23,49053
NoHit,2,49060
Building_86,2,49061
NoHouse,6,49062
Building_86,9,49063
NoHouse,6,49064
Building_86,37,49065
Building_110,87,49066
Building_97,2,49067
TaskBuilding_26,2,49068
Building_108,22,49069
Building_101,1,49070
Building_108,25,49071
NoHouse,2,49072
TaskBuilding_26,107,49073
NoHouse,3,49074
Building_101,6,49075
TaskBuilding_30,4,49076
Building_101,18,49077
TaskBuilding_30,2,49078
Building_108,2,49079
TaskBuilding_24,27,49080
Building_111,5,49081
TaskBuilding_24,162,49082
NoHouse,17,49083
TaskBuilding_26,2,49084
NoHouse,2,49085
TaskBuilding_26,11,49086
NoHouse,4,49087
TaskBuilding_26,3,49088
NoHouse,16,49089
TaskBuilding_26,11,49090
Building_97,1,49091
TaskBuilding_26,2,49092
Building_97,1,49093
NoHit,3,49094
TaskBuilding_26,2,49095
NoHit,3,49096
Building_97,13,49097
Building_107,25,49098
Building_110,11,49099
TaskBuilding_3,6,49100
Building_106,24,49101
TaskBuilding_3,43,49102
Building_106,2,49103
Building_107,2,49104
NoHouse,20,49105
TaskBuilding_26,19,49106
NoHouse,2,49107
Building_108,2,49108
NoHouse,6,49109
Building_108,2,49110
NoHouse,2,49111
Building_108,30,49112
NoHouse,3,49113
TaskBuilding_24,4,49114
Building_109,2,49115
NoHouse,76,49116
Building_108,34,49117
NoHouse,22,49118
Building_108,2,49119
NoHouse,21,49120
TaskBuilding_26,59,49121
Building_97,2,49122
NoHouse,2,49123
Building_97,10,49124
NoHouse,2,49125
Building_97,38,49126
NoHouse,1,49127
Building_97,4,49128
TaskBuilding_26,18,49129
TaskBuilding_30,1,49130
NoHouse,2,49131
TaskBuilding_30,2,49132
Garage_98,2,49133
NoHouse,10,49134
Building_99,4,49135
TaskBuilding_30,2,49136
Building_99,6,49137
TaskBuilding_30,2,49138
Building_99,4,49139
Building_100,14,49140
Building_99,2,49141
Building_100,2,49142
Building_99,14,49143
TaskBuilding_30,6,49144
Building_99,5,49145
TaskBuilding_30,5,49146
Building_99,4,49147
TaskBuilding_30,1,49148
Building_99,49,49149
Building_100,2,49150
Building_99,8,49151
NoHouse,2,49152
Building_99,10,49153
TaskBuilding_30,4,49154
Building_158,2,49155
Building_157,6,49156
Garage_98,2,49157
Building_157,2,49158
Garage_98,10,49159
Building_157,2,49160
Garage_98,1,49161
Building_157,3,49162
Garage_98,4,49163
Building_157,18,49164
Building_100,2,49165
Building_99,20,49166
TaskBuilding_30,19,49167
Building_99,2,49168
Building_100,2,49169
Building_157,8,49170
Garage_98,2,49171
Building_157,8,49172
Building_98,8,49173
Building_148,1,49174
NoHouse,2,49175
Building_148,2,49176
Building_150,2,49177
NoHouse,19,49178
Building_146,18,49179
Building_150,1,49180
NoHouse,2,49181
Building_150,10,49182
NoHouse,4,49183
Building_146,29,49184
Building_147,2,49185
NoHouse,22,49186
Building_152,6,49187
NoHouse,2,49188
Building_147,3,49189
NoHouse,5,49190
Building_147,2,49191
NoHouse,2,49192
Building_147,2,49193
NoHouse,1,49194
Building_147,2,49195
NoHouse,16,49196
TaskBuilding_31,2,49197
NoHouse,1,49198
Building_147,8,49199
Building_154,2,49200
Building_145,2,49201
Building_109,80,49202
NoHouse,15,49203
Building_154,2,49204
NoHouse,6,49205
Building_154,2,49206
Building_153,2,49207
NoHouse,4,49208
TaskBuilding_31,2,49209
Building_146,29,49210
TaskBuilding_31,6,49211
Building_146,2,49212
Building_148,18,49213
Building_98,6,49214
Garage_98,7,49215
Building_157,1,49216
Garage_98,11,49217
Building_100,2,49218
Garage_98,15,49219
Building_100,1,49220
Garage_98,4,49221
Building_99,2,49222
TaskBuilding_30,6,49223
Building_99,14,49224
TaskBuilding_30,43,49225
NoHouse,51,49226
TaskBuilding_30,8,49227
NoHouse,2,49228
TaskBuilding_30,2,49229
NoHouse,4,49230
NoHit,2,49231
Garage_98,8,49232
Building_98,20,49233
Building_148,2,49234
NoHouse,6,49235
Building_148,1,49236
Building_150,4,49237
NoHouse,6,49238
Building_150,2,49239
NoHouse,2,49240
Building_150,2,49241
Building_146,2,49242
TaskBuilding_31,22,49243
NoHouse,2,49244
Building_152,8,49245
NoHouse,4,49246
Building_152,1,49247
NoHouse,1,49248
Building_152,2,49249
NoHouse,1,49250
Building_152,2,49251
NoHouse,2,49252
Building_152,12,49253
NoHouse,2,49254
Building_147,14,49255
NoHouse,16,49256
TaskBuilding_31,6,49257
Building_147,17,49258
Building_152,4,49259
NoHouse,2,49260
Building_141,2,49261
Building_145,2,49262
Building_143,3,49263
Building_142,5,49264
Building_138,4,49265
Building_142,2,49266
Building_138,2,49267
Building_137,2,49268
TaskBuilding_37,2,49269
Building_124,10,49270
NoHouse,4,49271
Building_124,3,49272
NoHouse,37,49273
Building_124,2,49274
NoHouse,221,49275
Building_124,9,49276
NoHouse,4,49277
Building_124,5,49278
NoHouse,20,49279
Building_124,6,49280
NoHouse,31,49281
Building_229,12,49282
NoHouse,2,49283
Building_137,2,49284
Building_143,8,49285
NoHouse,4,49286
Building_145,2,49287
Building_141,2,49288
Building_154,2,49289
NoHouse,4,49290
Building_147,1,49291
NoHouse,4,49292
Building_152,2,49293
Building_147,1,49294
NoHouse,6,49295
Building_147,3,49296
TaskBuilding_31,2,49297
Building_146,24,49298
NoHouse,1,49299
Building_148,15,49300
NoHouse,1,49301
Building_148,4,49302
NoHouse,3,49303
Building_148,2,49304
NoHouse,5,49305
Building_148,4,49306
NoHouse,4,49307
Building_157,43,49308
Building_162,1,49309
Building_157,24,49310
Building_162,2,49311
NoHouse,2,49312
Building_148,1,49313
NoHouse,14,49314
Building_147,2,49315
TaskBuilding_31,2,49316
Building_147,2,49317
TaskBuilding_31,12,49318
NoHouse,4,49319
TaskBuilding_31,44,49320
NoHouse,2,49321
TaskBuilding_31,2,49322
Building_147,33,49323
TaskBuilding_31,2,49324
Building_146,4,49325
Building_148,6,49326
NoHouse,4,49327
Building_157,2,49328
NoHouse,13,49329
Building_158,3,49330
NoHouse,4,49331
Building_157,2,49332
Building_158,4,49333
Building_157,14,49334
Building_158,4,49335
NoHouse,2,49336
Building_176,4,49337
TaskBuilding_38,2,49338
NoHouse,16,49339
Building_176,2,49340
NoHouse,12,49341
Building_176,9,49342
NoHouse,2,49343
Building_176,4,49344
Building_158,22,49345
Building_157,10,49346
NoHouse,2,49347
Building_157,2,49348
NoHouse,8,49349
Building_157,2,49350
NoHouse,4,49351
Building_157,2,49352
Building_158,2,49353
NoHouse,4,49354
Building_100,2,49355
Building_98,8,49356
Building_100,2,49357
Building_98,29,49358
Building_100,4,49359
Building_93,2,49360
NoHouse,2,49361
Building_100,8,49362
Building_102,4,49363
Building_93,15,49364
Building_102,3,49365
Building_93,13,49366
Building_102,1,49367
Building_101,4,49368
Building_100,18,49369
Building_98,132,49370
Building_100,2,49371
Building_101,2,49372
Building_93,6,49373
NoHouse,2,49374
Building_102,2,49375
Building_101,40,49376
Building_93,2,49377
NoHouse,12,49378
Building_176,2,49381
NoHouse,2,49382
Building_158,2,49383
Building_157,14,49384
Building_162,2,49385
Building_157,5,49386
NoHouse,2,49387
Building_148,4,49388
Building_163,4,49389
Building_148,1,49390
Building_163,2,49391
NoHouse,4,49392
