ColliderName,Samples,timeDiff,Index
TaskBuilding_42,12,0.23262429237365723,134
Building_168,9,0.14433550834655762,135
TaskBuilding_42,1,0.010912656784057617,136
Building_173,15,0.22320008277893066,137
NoHouse,1,0.021823883056640625,138
crane_1,1,0.022319793701171875,139
Building_155,22,0.3556327819824219,140
NoHouse,22,0.33281612396240234,141
Building_154,20,0.31148743629455566,142
NoHouse,262,4.09795355796814,143
Building_155,2,0.03323173522949219,144
Building_154,8,0.0892798900604248,145
NoHouse,1,0.021824121475219727,146
Building_154,28,0.4558243751525879,147
NoHouse,3,0.03323173522949219,148
crane_1,31,0.44441652297973633,149
TaskBuilding_39,1,0.011407852172851562,150
NoHouse,17,0.2217116355895996,151
Building_152,17,0.27776050567626953,152
TaskBuilding_33,4,0.0783681869506836,153
Building_144,1,0.021823883056640625,154
TaskBuilding_33,1,0.011408329010009766,155
Building_144,1,0.021823644638061523,156
TaskBuilding_33,1,0.011407613754272461,157
Building_144,2,0.022320032119750977,158
TaskBuilding_33,11,0.2108004093170166,159
Building_144,2,0.03323197364807129,160
Building_145,23,0.34472036361694336,161
NoHouse,1,0.021823644638061523,162
Building_145,8,0.13392019271850586,163
Building_144,1,0.021327972412109375,164
TaskBuilding_33,17,0.3333122730255127,165
NoHouse,1,0.011408090591430664,166
TaskBuilding_33,2,0.021823883056640625,167
NoHouse,1,0.011407852172851562,168
TaskBuilding_33,5,0.08878397941589355,169
NoHouse,2,0.033232688903808594,170
TaskBuilding_33,2,0.03323173522949219,171
NoHouse,2,0.0451357364654541,172
TaskBuilding_33,4,0.0882880687713623,173
Building_144,1,0.011408329010009766,174
NoHouse,1,0.022319793701171875,175
Building_144,1,0.021823883056640625,176
NoHouse,1,0.022320032119750977,177
Building_145,2,0.03372764587402344,178
Building_147,1,0.021825075149536133,179
Building_150,24,0.33281564712524414,180
Building_147,5,0.09969568252563477,181
Building_145,24,0.433504581451416,182
NoHouse,2,0.022319793701171875,183
Building_144,1,0.011407852172851562,184
Building_152,2,0.03323197364807129,185
NoHouse,3,0.03323221206665039,186
TaskBuilding_39,2,0.022320032119750977,187
crane_1,1,0.010912179946899414,188
Building_154,32,0.47715187072753906,189
Building_155,18,0.23361611366271973,190
NoHouse,31,0.5639519691467285,191
Building_173,4,0.05555319786071777,192
NoHouse,1,0.02182292938232422,193
Building_173,2,0.03372812271118164,194
NoHouse,10,0.1775679588317871,195
TaskBuilding_42,211,3.4675371646881104,196
TaskBuilding_50,1,0.012896060943603516,197
NoHouse,3,0.0441441535949707,198
TaskBuilding_50,1,0.020831823348999023,199
NoHouse,6,0.07787203788757324,200
TaskBuilding_50,2,0.021823883056640625,201
Building_172,1,0.011408329010009766,202
Building_168,22,0.3219034671783447,203
Building_167,15,0.2772648334503174,204
Building_168,32,0.5108795166015625,205
Building_167,4,0.044144392013549805,206
NoHouse,2,0.03372836112976074,207
Building_167,5,0.08878374099731445,208
NoHouse,2,0.0441439151763916,209
Building_167,3,0.03372836112976074,210
NoHouse,1,0.011406898498535156,211
Building_167,1,0.02232050895690918,212
NoHouse,3,0.04463982582092285,213
Building_167,4,0.04464077949523926,214
Building_168,2,0.0441431999206543,215
NoHit,0.02232050895690918,,216
TaskBuilding_42,163,2.4760334491729736,217
Building_173,3,0.06646203994750977,218
TaskBuilding_42,14,0.23262572288513184,219
Building_173,3,0.03521609306335449,220
Building_214,15,0.22121596336364746,221
Building_174,1,0.010911941528320312,222
Building_175,1,0.011407852172851562,223
NoHouse,24,0.4106884002685547,224
Building_175,1,0.022319555282592773,225
Building_173,21,0.31049609184265137,226
Building_174,1,0.011408090591430664,227
Building_175,1,0.021824359893798828,228
NoHouse,21,0.34471893310546875,229
TaskBuilding_53,1,0.02182483673095703,230
NoHit,0.011408329010009766,,231
Building_156,1,0.021823644638061523,232
Building_155,4,0.06696009635925293,233
Building_156,1,0.010912179946899414,234
Building_155,2,0.022319793701171875,235
Building_156,1,0.022320032119750977,236
Building_155,16,0.22220802307128906,237
Building_156,7,0.11110472679138184,238
Building_155,11,0.15574407577514648,239
Building_156,2,0.033231258392333984,240
TaskBuilding_43,1,0.022319555282592773,241
TaskBuilding_48,1,0.022321224212646484,242
NoHouse,33,0.5550239086151123,243
TaskBuilding_43,134,2.1094882488250732,244
Building_156,9,0.11160063743591309,245
Building_155,13,0.18897557258605957,246
Building_156,36,0.5996644496917725,247
TaskBuilding_43,18,0.26635169982910156,248
Building_156,49,0.8441922664642334,249
NoHouse,5,0.09969615936279297,250
Building_156,30,0.48856019973754883,251
Building_155,28,0.455824613571167,252
Building_156,29,0.3992793560028076,253
NoHouse,2,0.022320270538330078,254
TaskBuilding_43,9,0.14483213424682617,255
NoHouse,1,0.010912418365478516,256
TaskBuilding_43,388,5.798242568969727,257
Building_236,20,0.3214073181152344,258
NoHouse,57,0.8446881771087646,259
Building_220,2,0.021823883056640625,260
NoHouse,2,0.03372812271118164,261
Building_220,1,0.022319555282592773,262
NoHouse,2,0.022320270538330078,263
Building_220,1,0.01587200164794922,264
NoHouse,59,0.9280157089233398,265
Building_214,1,0.02182483673095703,266
NoHouse,2,0.03372788429260254,267
Building_214,1,0.022319555282592773,268
NoHouse,4,0.055056095123291016,269
Building_214,4,0.05555248260498047,270
NoHouse,1,0.01091146469116211,271
Building_214,1,0.01140904426574707,272
Building_175,52,0.7658236026763916,273
NoHouse,1,0.021823883056640625,274
Building_175,2,0.033728599548339844,275
Building_214,1,0.010911226272583008,276
NoHouse,48,0.7663207054138184,277
TaskBuilding_48,22,0.32289600372314453,278
Building_236,1.0555524826049805,0.022319793701171875,279
NoHouse,4,0.0441434383392334,282
Building_236,9,0.1334242820739746,283
TaskBuilding_48,12,0.15574407577514648,284
NoHouse,1,0.021823883056640625,285
TaskBuilding_48,4,0.05604815483093262,286
NoHouse,4,0.08878397941589355,287
TaskBuilding_48,1,0.021824121475219727,288
NoHouse,11,0.15574407577514648,289
TaskBuilding_48,1,0.010911941528320312,290
NoHouse,1,0.011407613754272461,291
Building_220,1,0.02182483673095703,292
Building_236,4,0.05555152893066406,293
Building_220,2,0.03323221206665039,294
Building_236,24,0.35563182830810547,295
TaskBuilding_48,1,0.022320270538330078,296
NoHouse,2.485583782196045,0.03323221206665039,297
TaskBuilding_48,15,0.23311996459960938,302
Building_236,20,0.24651217460632324,303
NoHouse,20,0.38787221908569336,304
TaskBuilding_48,1,0.011408090591430664,305
NoHouse,1,0.022320032119750977,306
TaskBuilding_48,12,0.16814398765563965,307
Building_220,2,0.021823644638061523,308
NoHouse,1,0.011408090591430664,309
TaskBuilding_48,1,0.022320032119750977,310
Building_220,2,0.04463958740234375,311
NoHouse,47,0.7757449150085449,312
TaskBuilding_48,1,0.010912179946899414,313
Building_236,39,0.6447999477386475,314
NoHouse,23,0.3893599510192871,315
Building_236,25,0.4225928783416748,316
Building_220,2,0.04463911056518555,317
TaskBuilding_48,21,0.3000802993774414,318
NoHouse,17,0.2881760597229004,319
Building_236,37,0.5778408050537109,320
NoHouse,1,0.01140737533569336,321
TaskBuilding_48,1,0.021824121475219727,322
Building_220,1,0.022320032119750977,323
NoHouse,13,0.2108001708984375,324
Building_218,14,0.24204778671264648,325
TaskBuilding_53,10,0.1225125789642334,326
NoHouse,1,0.010911703109741211,327
TaskBuilding_53,1,0.010415077209472656,328
TaskBuilding_48,1,0.010913372039794922,329
Building_220,1,0.011407613754272461,330
TaskBuilding_7,1,0.022319793701171875,331
Building_236,179,2.8653929233551025,332
Building_235,12,0.18897652626037598,333
Building_234,1,0.021823883056640625,334
TaskBuilding_44,5,0.0892801284790039,335
Building_232,1,0.021823883056640625,336
TaskBuilding_44,13,0.20038390159606934,337
Building_234,2,0.0441441535949707,338
TaskBuilding_44,3,0.04463911056518555,339
Building_234,1,0.022320270538330078,340
TaskBuilding_44,1,0.010912418365478516,341
Building_234,2,0.022319793701171875,342
TaskBuilding_44,4,0.06646418571472168,343
Building_229,1,0.010912179946899414,344
Building_138,1,0.011407613754272461,345
Building_139,1,0.022321224212646484,346
Building_138,1,0.010911703109741211,347
Building_139,2,0.022319555282592773,348
Building_138,1,0.010911941528320312,349
Building_139,2,0.022319793701171875,350
Building_138,4,0.07787203788757324,351
Building_139,1,0.02232050895690918,352
Building_138,3,0.03273582458496094,353
Building_139,1,0.011407852172851562,354
Building_138,11,0.15524816513061523,355
Building_228,4,0.056047677993774414,356
Building_138,1,0.010912895202636719,357
Building_136,1,0.010911703109741211,358
Building_138,4,0.044640302658081055,359
Building_139,1,0.010911703109741211,360
Building_138,15,0.22220802307128906,361
Building_228,1,0.022319793701171875,362
Building_138,1,0.022320270538330078,363
Building_229,1,0.010911941528320312,364
Building_230,2,0.033231258392333984,365
TaskBuilding_37,1,0.022320270538330078,366
Building_230,1,0.02232050895690918,367
TaskBuilding_37,3,0.03323197364807129,368
Building_230,3,0.03323197364807129,369
TaskBuilding_37,1,0.011407852172851562,370
NoHouse,12,0.2107999324798584,371
TaskBuilding_37,1,0.011408090591430664,372
NoHouse,1,0.021824359893798828,373
TaskBuilding_37,1,0.022319793701171875,374
NoHouse,4,0.06646394729614258,375
Building_228,1,0.011407852172851562,376
Building_139,1,0.02182459831237793,377
Building_154,19,0.25543975830078125,378
Building_139,1,0.010911703109741211,379
Building_228,4,0.05555224418640137,380
NoHouse,2,0.03372788429260254,381
Building_228,1,0.022320270538330078,382
NoHouse,2,0.021824121475219727,383
Building_228,3,0.04463982582092285,384
NoHouse,1,0.022320032119750977,385
Building_228,3,0.044144630432128906,386
NoHouse,4,0.07787108421325684,387
Building_138,1,0.010911941528320312,388
Building_139,2,0.012401580810546875,389
NoHouse,1,0.010414600372314453,390
Building_139,1,0.010912418365478516,391
NoHouse,1,0.010911703109741211,392
Building_139,32,0.5550241470336914,393
Building_228,1,0.011408567428588867,394
TaskBuilding_37,1,0.01140737533569336,395
Building_230,32,0.6328961849212646,396
Building_232,8,0.15524840354919434,397
TaskBuilding_44,3,0.04463982582092285,398
Building_232,3,0.055055856704711914,399
Building_228,2,0.022815942764282227,400
Building_139,24,0.4439206123352051,401
Building_228,1,0.022319555282592773,402
NoHouse,2,0.044640302658081055,403
Building_136,1,0.021824121475219727,404
NoHouse,8,0.1225118637084961,405
Building_136,4,0.0441441535949707,406
NoHouse,2,0.022319793701171875,407
Building_235,3,0.04464006423950195,408
NoHouse,1,0.022320032119750977,409
Building_235,1,0.021823883056640625,410
NoHouse,1,0.011408090591430664,411
Building_235,4,0.06646513938903809,412
NoHouse,4,0.06646275520324707,413
Building_235,14,0.1775684356689453,414
Building_236,61,0.9443836212158203,415
TaskBuilding_48,11,0.17806434631347656,416
NoHouse,6,0.09969615936279297,417
TaskBuilding_48,1,0.011408567428588867,418
NoHouse,3,0.05555105209350586,419
TaskBuilding_48,1,0.011408567428588867,420
NoHouse,1,0.010911941528320312,421
Building_218,1,0.010911703109741211,422
NoHouse,1,0.011408090591430664,423
Building_218,1,0.022320270538330078,424
NoHouse,2,0.03323221206665039,425
Building_218,1,0.010911703109741211,426
NoHouse,1,0.011407852172851562,427
Building_218,1,0.022320270538330078,428
NoHouse,1,0.021824359893798828,429
Building_218,1,0.01140737533569336,430
NoHouse,1,0.021823883056640625,431
Building_218,3,0.055552005767822266,432
NoHouse,1,0.011408090591430664,433
Building_218,3,0.05555224418640137,434
NoHouse,2,0.03323173522949219,435
Building_218,3,0.04463934898376465,436
NoHouse,2,0.02281641960144043,437
Building_216,1,0.010912895202636719,438
Building_215,21,0.300079345703125,439
NoHouse,49,0.700352668762207,440
Building_215,8,0.13987207412719727,441
NoHouse,79,1.2479360103607178,442
Building_215,1,0.021823883056640625,443
NoHouse,74,1.155679702758789,444
TaskBuilding_48,1,0.01140904426574707,445
Building_236,114,1.707728624343872,446
Building_235,8,0.14483213424682617,447
NoHouse,1,0.021823883056640625,448
Building_235,32,0.48856067657470703,449
Building_228,1,0.011407613754272461,450
Building_139,20,0.3333117961883545,451
Building_138,4,0.0773763656616211,452
Building_139,1,0.011408329010009766,453
Building_138,1,0.010911941528320312,454
NoHouse,1,0.01091146469116211,455
Building_138,1,0.011408090591430664,456
Building_228,1,0.022320032119750977,457
NoHouse,3,0.03323245048522949,458
Building_138,1,0.022319316864013672,459
Building_228,3,0.055552005767822266,460
NoHouse,1,0.010912656784057617,461
Building_136,1,0.010911941528320312,462
NoHouse,6,0.06695961952209473,463
Building_138,6,0.12201619148254395,464
NoHouse,181,2.9874091148376465,465
Building_139,2,0.03323197364807129,466
Building_154,14,0.23311996459960938,467
Building_139,3,0.0441441535949707,468
NoHouse,204,3.076687812805176,469
Building_136,1,0.011408805847167969,470
Building_232,8,0.11060810089111328,471
TaskBuilding_44,34,0.5778403282165527,472
Building_232,45,0.6547205448150635,473
TaskBuilding_44,233,3.78745698928833,474
Building_232,17,0.2668478488922119,475
TaskBuilding_44,92,1.5212326049804688,476
Building_232,6,0.11110401153564453,477
Building_230,2,0.04464006423950195,478
Building_232,7,0.13292813301086426,479
Building_230,1,0.011407613754272461,480
Building_232,12,0.166656494140625,481
Building_230,12,0.166656494140625,482
Building_228,1,0.022319555282592773,483
Building_138,18,0.2881758213043213,484
Building_139,52,0.8441927433013916,485
NoHouse,17,0.266848087310791,486
Building_142,1,0.010911941528320312,487
Building_140,18,0.28867197036743164,488
Building_141,4,0.07787179946899414,489
Building_140,1,0.011407613754272461,490
Building_141,2,0.044144392013549805,491
Building_140,1,0.022320032119750977,492
Building_141,3,0.03323221206665039,493
Building_140,7,0.10019183158874512,494
Building_141,28,0.43300843238830566,495
Building_140,3,0.05555224418640137,496
Building_141,16,0.23311996459960938,497
Building_145,1,0.011408329010009766,498
NoHouse,8,0.14383959770202637,499
Building_104,1,0.011408090591430664,500
NoHouse,4,0.04463982582092285,501
Building_104,1,0.021823883056640625,502
NoHouse,1,0.011408090591430664,503
Building_104,1,0.02182459831237793,504
NoHouse,8,0.1334235668182373,505
TaskBuilding_26,3,0.05555248260498047,506
NoHouse,9,0.1334233283996582,507
TaskBuilding_26,11,0.13292813301086426,508
NoHouse,3,0.05555248260498047,509
Building_80,1,0.011407613754272461,510
NoHouse,1,0.010912418365478516,511
Building_80,3,0.05555129051208496,512
NoHouse,1,0.010912656784057617,513
Building_80,3,0.023311376571655273,514
NoHouse,1,0.010416746139526367,515
Building_80,2,0.022320032119750977,516
NoHouse,1,0.010911941528320312,517
Building_104,3,0.03323173522949219,518
NoHouse,5,0.06646418571472168,519
Building_141,1,0.022320032119750977,520
NoHouse,6,0.11110401153564453,521
Building_141,3,0.04464006423950195,522
NoHouse,1,0.021823883056640625,523
Building_141,1,0.022320032119750977,524
NoHouse,2,0.022319793701171875,525
Building_141,1,0.022320270538330078,526
Building_140,30,0.5327043533325195,527
Building_141,2,0.03372764587402344,528
NoHouse,2,0.0441439151763916,529
Building_154,14,0.18897604942321777,530
Building_147,4,0.06646418571472168,531
NoHouse,1,0.022319793701171875,532
Building_147,3,0.05555224418640137,533
NoHouse,1,0.022320032119750977,534
Building_147,1,0.021823406219482422,535
NoHouse,1,0.02232050895690918,536
Building_147,1,0.022320270538330078,537
Building_154,6,0.07787156105041504,538
NoHit,0.010912179946899414,,539
Building_147,1,0.011408329010009766,540
Building_98,2,0.0471196174621582,541
Building_154,51,0.752432107925415,542
Building_152,3,0.044144392013549805,543
Building_147,22,0.3442239761352539,544
NoHouse,19,0.3333125114440918,545
Building_98,1,0.011407613754272461,546
Building_147,3,0.03323173522949219,547
TaskBuilding_31,1,0.022319793701171875,548
Building_147,6,0.06646466255187988,549
TaskBuilding_31,6,0.06646394729614258,550
NoHouse,1,0.011408090591430664,551
TaskBuilding_31,1,0.021823883056640625,552
NoHouse,3,0.055552005767822266,553
Building_98,2,0.03323197364807129,554
NoHouse,1,0.022320032119750977,555
Building_147,14,0.21129608154296875,556
TaskBuilding_26,1,0.010911941528320312,557
Building_141,2,0.022320032119750977,558
Building_140,2,0.022320032119750977,559
NoHouse,2,0.03323197364807129,560
Building_142,3,0.05555152893066406,561
NoHouse,2,0.044144630432128906,562
Building_139,82,1.2439682483673096,563
Building_138,1,0.022320270538330078,564
Building_228,5,0.06696033477783203,565
NoHouse,3,0.06646418571472168,566
Building_228,18,0.3219032287597656,567
Building_139,26,0.4548323154449463,568
Building_228,1,0.010912179946899414,569
TaskBuilding_37,1,0.011407613754272461,570
Building_230,1,0.02232074737548828,571
TaskBuilding_37,1,0.021823644638061523,572
Building_230,2,0.03323221206665039,573
TaskBuilding_37,3,0.04463958740234375,574
Building_230,1,0.02182316780090332,575
TaskBuilding_37,5,0.07787299156188965,576
Building_230,1,0.011407852172851562,577
TaskBuilding_37,5,0.056543827056884766,578
Building_230,1,0.011904478073120117,579
TaskBuilding_37,1,0.01091766357421875,580
Building_230,13,0.1671466827392578,581
Building_232,47,0.7345757484436035,582
NoHouse,1,0.022320032119750977,583
Building_223,2,0.0441436767578125,584
NoHouse,1,0.022320270538330078,585
Building_223,2,0.0441439151763916,586
NoHouse,1,0.011407852172851562,587
Building_223,1,0.010912418365478516,588
NoHouse,1,0.010911703109741211,589
Building_223,1,0.011408329010009766,590
Building_233,1,0.022319555282592773,591
Building_223,2,0.02232050895690918,592
NoHouse,3,0.03323173522949219,593
Building_233,1,0.010912179946899414,594
Building_223,1,0.010911703109741211,595
NoHouse,11,0.21129608154296875,596
TaskBuilding_45,2,0.04464006423950195,597
NoHouse,15,0.27776074409484863,598
TaskBuilding_45,1,0.010911703109741211,599
NoHouse,3,0.03323221206665039,600
TaskBuilding_45,2,0.022319316864013672,601
NoHouse,3,0.044640302658081055,602
TaskBuilding_45,1,0.021823883056640625,603
NoHouse,1,0.022320032119750977,604
TaskBuilding_45,2,0.04463982582092285,605
NoHouse,1,0.010912418365478516,606
TaskBuilding_45,5,0.07787179946899414,607
NoHouse,4,0.055551767349243164,608
Garage_235,2,0.02232050895690918,609
NoHouse,1,0.010911703109741211,610
Garage_235,18,0.289168119430542,611
TaskBuilding_44,121,1.8213129043579102,612
TaskBuilding_7,1,0.02232050895690918,613
Garage_235,1,0.010910987854003906,614
TaskBuilding_7,2,0.03323221206665039,615
Garage_235,2,0.03323221206665039,616
TaskBuilding_7,2,0.02232050895690918,617
TaskBuilding_44,4,0.04463911056518555,618
Garage_235,15,0.25543999671936035,619
NoHouse,5,0.11110448837280273,620
TaskBuilding_45,4,0.06299185752868652,621
NoHouse,2,0.03323221206665039,622
TaskBuilding_45,1,0.010912656784057617,623
NoHouse,13,0.18897533416748047,624
TaskBuilding_45,5,0.07787203788757324,625
NoHouse,18,0.21526408195495605,626
TaskBuilding_45,2,0.03273582458496094,627
NoHouse,3,0.055552005767822266,628
TaskBuilding_45,1,0.010912179946899414,629
NoHouse,6,0.08878397941589355,630
TaskBuilding_45,46,0.6219840049743652,631
NoHouse,2,0.03323245048522949,632
TaskBuilding_45,60,0.9890241622924805,633
NoHouse,29,0.4215998649597168,634
Garage_235,4,0.06696033477783203,635
NoHouse,1,0.021823883056640625,636
Garage_235,4,0.07787203788757324,637
NoHouse,1,0.021823883056640625,638
Garage_235,3,0.06696009635925293,639
NoHouse,1,0.010912179946899414,640
Garage_235,6,0.10019183158874512,641
NoHouse,30,0.4999680519104004,642
TaskBuilding_45,51,0.7881443500518799,643
NoHouse,77,1.276705265045166,644
TaskBuilding_45,54,0.8317914009094238,645
NoHouse,14,0.19046449661254883,646
TaskBuilding_45,15,0.2227034568786621,647
NoHouse,1,0.021823644638061523,648
TaskBuilding_45,11,0.18897700309753418,649
NoHouse,47,0.6745600700378418,650
TaskBuilding_45,180,2.964097499847412,651
Building_223,3,0.03323173522949219,652
Building_224,2,0.022319793701171875,653
NoHouse,7,0.11110377311706543,654
Building_225,1,0.011408090591430664,655
NoHouse,9,0.14433622360229492,656
Building_224,3,0.06646370887756348,657
Building_223,1,0.01140904426574707,658
TaskBuilding_45,194,3.065279960632324,659
Building_223,24,0.4106886386871338,660
TaskBuilding_45,39,0.6333920955657959,661
Building_223,3,0.03323173522949219,662
TaskBuilding_45,7,0.14433598518371582,663
Building_223,8,0.1334242820739746,664
TaskBuilding_45,103,1.6437444686889648,665
NoHouse,1,0.021823883056640625,666
TaskBuilding_45,1,0.022320032119750977,667
NoHouse,124,1.8991847038269043,668
Building_222,1,0.011408090591430664,669
Building_221,2,0.0441439151763916,670
TaskBuilding_7,1,0.010912179946899414,671
Building_221,1,0.011408329010009766,672
TaskBuilding_7,1,0.022319793701171875,673
Building_221,14,0.26635098457336426,674
Building_220,9,0.17756891250610352,675
TaskBuilding_7,5,0.09969568252563477,676
Building_220,25,0.41118478775024414,677
Building_215,1,0.011407852172851562,678
Building_211,2,0.03323197364807129,679
NoHouse,3,0.06646370887756348,680
Building_211,1,0.02232050895690918,681
NoHouse,3,0.0441436767578125,682
Building_211,1,0.011408090591430664,683
NoHouse,2,0.0441439151763916,684
Building_211,1,0.011408090591430664,685
NoHouse,3,0.0441436767578125,686
Building_211,3,0.044144630432128906,687
NoHouse,4,0.05604815483093262,688
Building_210,1,0.01091146469116211,689
TaskBuilding_48,28,0.45532846450805664,690
Building_210,4,0.06696009635925293,691
NoHouse,1,0.022319555282592773,692
Building_210,5,0.09969639778137207,693
NoHouse,2,0.03323197364807129,694
Building_220,21,0.35563230514526367,695
Building_221,22,0.36604809761047363,696
NoHouse,31,0.5222878456115723,697
Building_220,3,0.05555224418640137,698
NoHouse,99,1.7102088928222656,699
Building_220,27,0.38886404037475586,700
NoHouse,57,0.9667038917541504,701
Building_220,7,0.09969639778137207,702
NoHouse,1,0.022319793701171875,703
Building_220,10,0.16616010665893555,704
NoHouse,12,0.18897604942321777,705
Building_220,1,0.010911941528320312,706
NoHouse,13,0.19988727569580078,707
Building_220,16,0.2668478488922119,708
NoHouse,34,0.6219849586486816,709
Building_220,2,0.0441436767578125,710
TaskBuilding_7,91,1.466176986694336,711
Building_220,2,0.0441441535949707,712
NoHouse,108,1.7439367771148682,713
Building_220,10,0.16616010665893555,714
TaskBuilding_7,359,5.543793439865112,715
Building_221,16,0.31049609184265137,716
TaskBuilding_7,29,0.49054408073425293,717
Building_220,6,0.11110353469848633,718
NoHouse,1,0.010912418365478516,719
Building_220,1,0.011408329010009766,720
NoHouse,1,0.011408090591430664,721
Building_220,1,0.021823883056640625,722
NoHouse,5,0.06695914268493652,723
Building_220,26,0.439953088760376,724
Building_215,9,0.1334242820739746,725
Building_220,1,0.021824121475219727,726
Building_215,4,0.06695938110351562,727
Building_220,1,0.022320270538330078,728
Building_215,1,0.010911703109741211,729
Building_220,2,0.022320270538330078,730
Building_215,2,0.022815942764282227,731
Building_211,2,0.022815942764282227,732
