ColliderName,Samples,timeDiff,Index
NoHouse,8.03372859954834,0.0823361873626709,0
Building_161,23,0.31248021125793457,3
NoHouse,91,1.4889919757843018,4
TaskBuilding_30,1,0.022320032119750977,5
NoHouse,3,0.03323197364807129,6
TaskBuilding_5,1,0.021824121475219727,7
NoHouse,5,0.0783681869506836,8
TaskBuilding_5,13,0.2440319061279297,9
NoHouse,17,0.3000800609588623,10
Building_146,1,0.010912895202636719,11
NoHouse,48,0.810960054397583,12
Building_150,2,0.0441441535949707,13
Building_151,15,0.21129584312438965,14
NoHouse,3,0.06646418571472168,15
TaskBuilding_5,1,0.01140737533569336,16
NoHouse,113,1.8981924057006836,17
TaskBuilding_27,1,0.010912656784057617,18
NoHouse,2,0.022319793701171875,19
TaskBuilding_27,6,0.12201499938964844,20
NoHouse,1,0.0223233699798584,21
TaskBuilding_27,2,0.04463815689086914,22
NoHouse,1,0.01091146469116211,23
TaskBuilding_27,41,0.698864221572876,24
NoHouse,120,2.0430245399475098,25
Building_157,26,0.43697643280029297,26
Building_158,2,0.04265594482421875,27
Building_162,40,0.6105761528015137,28
NoHouse,6,0.08878397941589355,29
House_49,1,0.010911941528320312,30
NoHouse,1,0.010416030883789062,31
House_49,1,0.010911941528320312,32
NoHouse,2,0.022320032119750977,33
House_49,1,0.022319793701171875,34
NoHouse,4,0.06696128845214844,35
House_49,2,0.021822690963745117,36
NoHouse,4,0.05505633354187012,37
House_49,11,0.15524792671203613,38
NoHit,17,0.2549440860748291,39
NoHouse,3,0.04464077949523926,40
HighSilo-TaskBuilding_49,7,0.11110329627990723,41
House_49,5,0.0882880687713623,42
Building_177,1,0.011904239654541016,43
House_49,4,0.0441436767578125,44
HighSilo-TaskBuilding_49,1,0.011408329010009766,45
House_49,1,0.011904478073120117,46
Building_177,1,0.01041555404663086,47
House_49,1,0.011408090591430664,48
Building_177,1,0.011407852172851562,49
House_49,1,0.010911226272583008,50
Building_177,1,0.011408805847167969,51
House_49,3,0.0451359748840332,52
TaskBuilding_40,2,0.03372812271118164,53
House_49,1,0.010911941528320312,54
TaskBuilding_40,1,0.011407613754272461,55
House_49,3,0.044640302658081055,56
TaskBuilding_40,1,0.011408090591430664,57
NoHouse,1,0.021823883056640625,58
TaskBuilding_40,13,0.22220802307128906,59
NoHouse,9,0.16616034507751465,60
Building_177,4,0.044142723083496094,61
House_49,1,0.011408805847167969,62
Building_177,1,0.022320032119750977,63
TaskBuilding_40,2,0.0441441535949707,64
House_49,4,0.055552005767822266,65
TaskBuilding_40,9,0.15524816513061523,66
House_49,3,0.04464006423950195,67
TaskBuilding_40,1,0.021823883056640625,68
NoHouse,1,0.011408090591430664,69
TaskBuilding_40,1,0.022320032119750977,70
NoHouse,4,0.06646394729614258,71
TaskBuilding_40,1,0.011407613754272461,72
NoHouse,1,0.02182459831237793,73
TaskBuilding_40,8,0.1225118637084961,74
House_49,4,0.04464006423950195,75
TaskBuilding_40,1,0.010911703109741211,76
House_49,2,0.033727407455444336,77
HighSilo-TaskBuilding_49,1,0.021825075149536133,78
NoHouse,50,0.8441920280456543,79
TaskBuilding_40,12,0.19988775253295898,80
NoHouse,3,0.05555248260498047,81
TaskBuilding_40,15,0.24353575706481934,82
NoHouse,7,0.11110448837280273,83
TaskBuilding_40,1,0.011407852172851562,84
NoHouse,11,0.13590359687805176,85
TaskBuilding_40,1,0.020336389541625977,86
NoHouse,135,2.352032423019409,87
HighSilo-TaskBuilding_49,2,0.021824121475219727,88
House_49,3,0.04464101791381836,89
TaskBuilding_40,57,0.9354555606842041,90
NoHouse,46,0.6661281585693359,91
TaskBuilding_40,194,2.9412808418273926,92
NoHouse,5,0.08878445625305176,93
TaskBuilding_40,38,0.5664317607879639,94
NoHouse,8,0.1666562557220459,95
TaskBuilding_40,30,0.5222883224487305,96
NoHouse,1,0.01091146469116211,97
TaskBuilding_40,1,0.011408090591430664,98
NoHouse,3,0.044144630432128906,99
TaskBuilding_40,40,0.6552159786224365,100
NoHouse,1,0.021823883056640625,101
TaskBuilding_40,4,0.08928060531616211,102
NoHouse,1,0.021823406219482422,103
TaskBuilding_40,6,0.0783681869506836,104
NoHouse,1,0.022320032119750977,105
TaskBuilding_40,1,0.021823883056640625,106
NoHouse,2,0.03323197364807129,107
TaskBuilding_40,5,0.06696009635925293,108
NoHouse,4,0.07787203788757324,109
TaskBuilding_40,6,0.08878421783447266,110
NoHouse,12,0.18897581100463867,111
TaskBuilding_40,203,3.398096799850464,112
House_49,2,0.02232050895690918,113
Building_177,1,0.011408090591430664,114
House_49,2,0.03323245048522949,115
Building_177,1,0.02231907844543457,116
House_49,1,0.022320985794067383,117
TaskBuilding_40,1,0.022319316864013672,118
House_49,1,0.021824121475219727,119
NoHouse,11,0.1334238052368164,120
Building_163,10,0.15574407577514648,121
Building_170,18,0.2881765365600586,122
TaskBuilding_41,1,0.022319793701171875,123
Building_171,1,0.010911703109741211,124
Building_165,12,0.20038390159606934,125
Building_164,39,0.6214888095855713,126
TaskBuilding_35,4,0.07836794853210449,127
Building_164,7,0.15475201606750488,128
NoHouse,1,0.010912179946899414,129
Building_165,1,0.011407613754272461,130
NoHouse,1,0.021824121475219727,131
Building_170,8,0.14483189582824707,132
NoHouse,1,0.010912418365478516,133
Building_170,20,0.3253757953643799,134
Building_187,2,0.01934361457824707,135
NoHouse,22,0.35464048385620117,136
Building_170,17,0.3000802993774414,137
NoHouse,116,1.8104002475738525,138
Building_170,28,0.4444160461425781,139
TaskBuilding_41,5,0.07737612724304199,140
NoHouse,1,0.011408090591430664,141
TaskBuilding_41,1,0.021823883056640625,142
NoHouse,4,0.05555319786071777,143
TaskBuilding_41,7,0.11159896850585938,144
NoHouse,1,0.021823883056640625,145
Building_165,37,0.5778405666351318,146
Building_171,1,0.01091146469116211,147
TaskBuilding_41,1,0.011408329010009766,148
Building_170,3,0.033231258392333984,149
NoHouse,1,0.010912418365478516,150
TaskBuilding_46,3,0.044640541076660156,151
NoHouse,1,0.022319555282592773,152
TaskBuilding_46,2,0.02182459831237793,153
NoHouse,1,0.011407613754272461,154
TaskBuilding_46,1,0.02232050895690918,155
NoHouse,12,0.1666557788848877,156
TaskBuilding_46,2,0.0441439151763916,157
NoHouse,6,0.11159992218017578,158
TaskBuilding_46,1,0.010912656784057617,159
Building_170,27,0.42110323905944824,160
NoHouse,1,0.011408329010009766,161
TaskBuilding_46,1,0.010911703109741211,162
Building_188,1,0.011408567428588867,163
NoHouse,14,0.2217121124267578,164
Building_188,1,0.011407852172851562,165
Garage_185,1,0.022320270538330078,166
Building_183,29,0.4439198970794678,167
NoHouse,36,0.533696174621582,168
Building_180,1,0.010911703109741211,169
NoHouse,1,0.011408090591430664,170
Building_180,19,0.27776026725769043,171
NoHouse,3,0.0441439151763916,172
TaskBuilding_51,1,0.011407613754272461,173
