ColliderName,Samples,timeDiff,Index,HMD_x,HMD_y,HMD_z
NoHouse,51,0.7420148849487305,0,-59.07502746582031,2.421621799468994,34.77805328369141
Building_162,2,0.03323197364807129,1,-59.0750732421875,2.421833038330078,34.77691650390625
NoHouse,4,0.07787156105041504,2,-59.075042724609375,2.421706199645996,34.77692413330078
Building_162,42,0.6884479522705078,3,-59.07560729980469,2.4221150875091553,34.77650451660156
NoHouse,63,0.9547979831695557,4,-59.06916809082031,2.427802324295044,34.75067138671875
Building_162,78,1.1983346939086914,5,-59.07533264160156,2.4414772987365723,34.73039245605469
NoHouse,23,0.34670281410217285,6,-59.04591369628906,2.4459164142608643,34.792579650878906
Building_162,3,0.042656660079956055,7,-59.01261901855469,2.4422760009765625,34.86522674560547
NoHouse,114,1.8545403480529785,8,-58.5589599609375,2.449424982070923,36.09590148925781
TaskBuilding_27,1,0.011407613754272461,9,-58.02406311035156,2.4421262741088867,36.07453155517578
NoHouse,2,0.03323221206665039,10,-58.02265930175781,2.441824555397034,36.073734283447266
TaskBuilding_27,1,0.02232050895690918,11,-58.02220153808594,2.4415876865386963,36.07292938232422
NoHouse,2,0.0441436767578125,12,-58.0216064453125,2.4413379430770874,36.07188415527344
TaskBuilding_27,2,0.022319555282592773,13,-58.02119445800781,2.441332221031189,36.07118225097656
NoHouse,1,0.010912418365478516,14,-58.02082824707031,2.441414356231689,36.07056427001953
TaskBuilding_27,1,0.011408090591430664,15,-58.02052307128906,2.4415595531463623,36.07017517089844
NoHouse,1,0.021824359893798828,16,-58.02018737792969,2.4418187141418457,36.06999969482422
TaskBuilding_27,2,0.03372693061828613,17,-58.01988220214844,2.4420483112335205,36.06990051269531
NoHouse,1,0.021824121475219727,18,-58.01954650878906,2.442210912704468,36.069908142089844
TaskBuilding_27,1,0.022320032119750977,19,-58.01924133300781,2.442253828048706,36.06990051269531
NoHouse,10,0.19046378135681152,20,-58.017547607421875,2.442388653755188,36.0705451965332
Building_100,22,0.38687968254089355,21,-58.00738525390625,2.440782308578491,36.06934356689453
Building_97,1,0.010911941528320312,22,-58.00334167480469,2.4410629272460938,36.0611572265625
NoHouse,1,0.011407613754272461,23,-58.00321960449219,2.441001415252685,36.060394287109375
TaskBuilding_5,18,0.23361539840698242,24,-58.003448486328125,2.440971851348877,36.050086975097656
TaskBuilding_26,2,0.02281641960144043,25,-58.00616455078125,2.4422409534454346,36.038536071777344
TaskBuilding_5,7,0.09920001029968262,26,-58.00679016113281,2.442783832550049,36.035133361816406
Garage_98,3,0.06646323204040527,27,-58.00685119628906,2.4434027671813965,36.02995300292969
TaskBuilding_5,1,0.010911941528320312,28,-58.00703430175781,2.443446159362793,36.026893615722656
Garage_98,3,0.03323245048522949,29,-58.00718688964844,2.4435439109802246,36.024200439453125
TaskBuilding_26,1,0.011408329010009766,30,-58.00727844238281,2.44353461265564,36.02296447753906
TaskBuilding_5,4,0.055552005767822266,31,-58.007293701171875,2.4434391260147095,36.021244049072266
TaskBuilding_26,1,0.010911703109741211,32,-58.00740051269531,2.443320274353028,36.01848602294922
TaskBuilding_5,24,0.35563182830810547,33,-58.008087158203125,2.4433982372283936,36.01115417480469
NoHouse,17,0.22220706939697266,34,-58.01243591308594,2.44628381729126,36.0045166015625
Building_149,16,0.23311972618103027,35,-58.00224304199219,2.446444869041443,36.00505828857422
TaskBuilding_5,3,0.03323221206665039,36,-57.99821472167969,2.4456803798675537,36.00798034667969
Building_149,5,0.08878326416015625,37,-57.99555969238281,2.444246768951416,36.0115966796875
TaskBuilding_5,2,0.04464006423950195,38,-57.994598388671875,2.44442081451416,36.013877868652344
Building_100,17,0.26635169982910156,39,-57.99430847167969,2.443225145339966,36.01970672607422
NoHouse,17,0.3000795841217041,40,-57.96345520019531,2.440330982208252,36.015525817871094
Building_100,30,0.5416321754455566,41,-57.77967834472656,2.4368609189987183,35.98833465576172
Building_99,3,0.05555081367492676,42,-57.73222351074219,2.4362196922302246,35.98162841796875
NoHouse,2,0.04464125633239746,43,-57.73246765136719,2.436232566833496,35.98106384277344
Building_149,24,0.3883662223815918,44,-57.732696533203125,2.435377359390259,35.98066711425781
NoHouse,52,0.8357594013214111,45,-57.73875427246094,2.438954472541809,35.98057556152344
Building_151,21,0.3541429042816162,46,-57.73594665527344,2.4408283233642583,35.972198486328125
NoHouse,13,0.2107994556427002,47,-57.73713684082031,2.440143823623657,35.95440673828125
Building_151,1,0.011407852172851562,48,-57.74009704589844,2.4400033950805664,35.94599151611328
NoHouse,194,3.2210187911987305,49,-57.748077392578125,2.4341742992401123,35.89678192138672
Building_141,19,0.27776002883911133,50,-57.75749206542969,2.432823657989502,35.88511657714844
NoHouse,1,0.021823644638061523,51,-57.76411437988281,2.4328722953796387,35.88629913330078
Building_141,2,0.044640302658081055,52,-57.76484680175781,2.4332128763198853,35.88673400878906
NoHouse,1,0.022321224212646484,53,-57.76554870605469,2.4335005283355717,35.88719940185547
Building_141,3,0.06646394729614258,54,-57.76710510253906,2.434149980545044,35.88827514648437
NoHouse,1,0.010912418365478516,55,-57.76866149902344,2.434955358505249,35.88934326171875
Building_141,1,0.011407613754272461,56,-57.76918029785156,2.4351799488067627,35.8896484375
NoHouse,1,0.011406183242797852,57,-57.77018737792969,2.43564510345459,35.8902587890625
Building_141,7,0.08828878402709961,58,-57.77317810058594,2.4362449645996094,35.89192199707031
TaskBuilding_33,3,0.03372764587402344,59,-57.77656555175781,2.435793161392212,35.89387512207031
NoHouse,9,0.11110401153564453,60,-57.78010559082031,2.435354709625244,35.895957946777344
Building_144,5,0.07787203788757324,61,-57.78327941894531,2.43589448928833,35.8984375
NoHouse,23,0.421600341796875,62,-57.78446960449219,2.437199115753174,35.89729309082031
Building_144,14,0.2668476104736328,63,-57.77629089355469,2.435043692588806,35.88727569580078
Building_151,1,0.022320032119750977,64,-57.77348327636719,2.4355623722076416,35.88514709472656
Building_144,1,0.022318363189697266,65,-57.77317810058594,2.43558120727539,35.88499450683594
Building_150,1,0.02182483673095703,66,-57.77232360839844,2.4355428218841557,35.88456726074219
Building_144,6,0.10019207000732422,67,-57.769561767578125,2.4352385997772217,35.88394546508789
Building_151,9,0.1666553020477295,68,-57.76469421386719,2.435054302215576,35.879188537597656
Building_150,2,0.0441441535949707,69,-57.760467529296875,2.435474157333374,35.858741760253906
Building_144,6,0.08878254890441895,70,-57.75904846191406,2.43537700176239,35.84377670288086
TaskBuilding_33,1,0.011409997940063477,71,-57.75877380371094,2.435300350189209,35.83123779296875
Building_141,1,0.010911941528320312,72,-57.75886535644531,2.435368061065674,35.82721710205078
Building_152,1,0.011406898498535156,73,-57.75907897949219,2.4353387355804443,35.82274627685547
NoHouse,13,0.22220849990844727,74,-57.76066589355469,2.434700965881348,35.80230712890625
Building_152,1,0.010910987854003906,75,-57.76383972167969,2.4341917037963867,35.778228759765625
NoHouse,2,0.021824121475219727,76,-57.764739990234375,2.4339436292648315,35.77088928222656
Building_152,6,0.07787251472473145,77,-57.76631164550781,2.4336552619934086,35.757598876953125
NoHouse,1,0.022320985794067383,78,-57.76768493652344,2.4333009719848637,35.745201110839844
Building_153,26,0.4553260803222656,79,-57.77409362792969,2.4324471950531006,35.67375564575195
Building_152,10,0.14433622360229492,80,-57.774200439453125,2.4329605102539062,35.65083694458008
TaskBuilding_39,2,0.044638633728027344,81,-57.773468017578125,2.432803511619568,35.65119934082031
NoHit,19,0.29958343505859375,82,-57.77296447753906,2.4330973625183105,35.65153503417969
crane_1,34,0.5222883224487305,83,-57.77742004394531,2.433909296989441,35.65213394165039
NoHit,16,0.2668461799621582,86,-57.78355407714844,2.4376229047775264,35.664730072021484
crane_1,19,0.23312091827392578,87,-57.7850341796875,2.437925696372986,35.667388916015625
NoHit,3,0.03323173522949219,90,-57.78926086425781,2.439255952835083,35.669647216796875
NoHouse,50,0.8332793712615967,91,-57.80915832519531,2.435562252998352,35.66349792480469
Building_155,2,0.044638872146606445,92,-57.82679748535156,2.4348028898239136,35.666404724121094
NoHouse,1,0.021825790405273438,93,-57.82832336425781,2.435276508331299,35.66700744628906
Building_155,2,0.04463839530944824,94,-57.8289794921875,2.4355536699295044,35.66712188720703
NoHouse,1,0.021823406219482422,95,-57.82951354980469,2.4357171058654785,35.6671142578125
Building_155,4,0.06696057319641113,96,-57.82991027832031,2.4358136653900146,35.66679382324219
NoHouse,38,0.677534818649292,97,-57.82295227050781,2.434955358505249,35.65963363647461
Building_216,5,0.0773768424987793,98,-57.82121276855469,2.435165882110596,35.65343475341797
NoHouse,2,0.022318363189697266,99,-57.8214111328125,2.4351186752319336,35.65407943725586
Building_217,1,0.010912656784057617,100,-57.82151794433594,2.4351089000701904,35.65428161621094
NoHouse,1,0.011407852172851562,101,-57.82154846191406,2.4350080490112305,35.65458679199219
Building_216,3,0.033231496810913086,102,-57.82176208496094,2.4347033500671387,35.65496063232422
Castle-TaskBuilding_56,3,0.044640302658081055,103,-57.82173156738281,2.4345881938934326,35.65534973144531
Building_216,3,0.033232927322387695,104,-57.82170104980469,2.4346179962158203,35.65570068359375
Castle-TaskBuilding_56,2,0.022319555282592773,105,-57.821563720703125,2.4345006942749023,35.6557731628418
NoHouse,39,0.6988635063171387,106,-57.8187255859375,2.4337772130966187,35.6552619934082
Building_168,1,0.022319316864013672,113,-57.81376647949219,2.43601131439209,35.65718078613281
Building_166,59,0.9880313873291016,114,-57.81996154785156,2.4374029636383057,35.671165466308594
NoHouse,2,0.022320032119750977,115,-57.82212829589844,2.4396618604660034,35.68342590332031
Building_166,39,0.61057448387146,116,-57.82478332519531,2.4390292167663574,35.68842315673828
TaskBuilding_42,1,0.011407136917114258,117,-57.82490539550781,2.438304662704468,35.689422607421875
NoHouse,19,0.3109910488128662,118,-57.82374572753906,2.437936782836914,35.68956756591797
Building_215,1,0.010911703109741211,119,-57.82252502441406,2.438694477081299,35.69062042236328
NoHouse,14,0.2227036952972412,120,-57.823486328125,2.438874840736389,35.68857192993164
NoHit,1,0.021825075149536133,121,-57.82475280761719,2.437894582748413,35.68424987792969
crane_1,2,0.04464006423950195,122,-57.8248291015625,2.4376120567321777,35.68333053588867
Building_155,1,0.010912656784057617,123,-57.82490539550781,2.4374210834503174,35.68243408203125
crane_1,1,0.01091146469116211,124,-57.82490539550781,2.437307357788086,35.6817626953125
NoHouse,1,0.011406660079956055,125,-57.82487487792969,2.43733024597168,35.681182861328125
crane_1,1,0.022320032119750977,126,-57.82481384277344,2.437373161315918,35.68096160888672
NoHouse,4,0.0773773193359375,127,-57.82490539550781,2.437437415122986,35.68013000488281
crane_1,1,0.022319316864013672,128,-57.82502746582031,2.437829732894897,35.67882537841797
NoHouse,41,0.5778388977050781,129,-57.82801818847656,2.436639308929444,35.67040252685547
Building_155,2,0.0441434383392334,130,-57.82862854003906,2.435476779937744,35.66511917114258
NoHouse,1,0.01140904426574707,131,-57.82853698730469,2.435338020324707,35.66468048095703
Building_155,1,0.010911941528320312,132,-57.82841491699219,2.4353129863739014,35.66444396972656
Building_154,1,0.011408090591430664,133,-57.82820129394531,2.435269355773926,35.66377258300781
NoHouse,108,1.6442360877990723,134,-57.78007507324219,2.430758237838745,35.63560104370117
Building_151,12,0.14384031295776367,135,-57.741180419921875,2.430776357650757,35.63877487182617
Building_150,8,0.1334235668182373,136,-57.745391845703125,2.4300047159194946,35.63860321044922
NoHouse,66,1.0207664966583252,137,-57.74615478515625,2.4324514865875244,35.64051818847656
Building_144,16,0.22220802307128906,138,-57.74394226074219,2.4320980310440063,35.6392707824707
TaskBuilding_33,1,0.01091146469116211,139,-57.74314880371094,2.431903123855591,35.63923645019531
NoHouse,15,0.21129608154296875,140,-57.74192810058594,2.431814193725586,35.63935089111328
NoHit,1,0.011408090591430664,141,-57.74034118652344,2.431934356689453,35.63945007324219
TaskBuilding_33,1,0.021823406219482422,142,-57.74021911621094,2.4319489002227783,35.63941955566406
Building_144,20,0.27776002883911133,143,-57.73687744140625,2.431349992752075,35.63835144042969
Building_150,1,0.010911703109741211,144,-57.73396301269531,2.431269645690918,35.637359619140625
Building_144,10,0.177567720413208,145,-57.73359680175781,2.4309078454971313,35.63664627075195
Building_150,9,0.14483189582824707,146,-57.73500061035156,2.4313621520996094,35.635955810546875
Building_144,1,0.021824359893798828,147,-57.73680114746094,2.4317290782928467,35.635528564453125
NoHouse,5,0.06695985794067383,148,-57.73805236816406,2.4317407608032227,35.635284423828125
Building_144,2,0.0441439151763916,149,-57.740234375,2.431709408760071,35.63487243652344
NoHouse,2,0.03372812271118164,150,-57.74116516113281,2.431787133216858,35.6347770690918
NoHit,15,0.26635098457336426,151,-57.74525451660156,2.431970596313477,35.63410186767578
NoHouse,4,0.05505537986755371,152,-57.75151062011719,2.4319740533828735,35.6340446472168
TaskBuilding_33,1,0.011408567428588867,153,-57.75273132324219,2.4320530891418457,35.634063720703125
Building_141,1,0.022320032119750977,154,-57.75318908691406,2.4320363998413086,35.63412475585937
Building_152,19,0.2658553123474121,155,-57.76054382324219,2.4325709342956543,35.63444519042969
TaskBuilding_39,8,0.10019230842590332,156,-57.77302551269531,2.432843565940857,35.63399124145508
NoHouse,1,0.022319793701171875,157,-57.77674865722656,2.4328808784484863,35.63392639160156
TaskBuilding_39,8,0.08878350257873535,158,-57.78094482421875,2.4329066276550293,35.63382339477539
NoHouse,1,0.011408090591430664,159,-57.78517150878906,2.433098316192627,35.633934020996094
TaskBuilding_39,1,0.021824121475219727,160,-57.78572082519531,2.433194398880005,35.63397979736328
NoHouse,2,0.03323197364807129,161,-57.787322998046875,2.433398723602295,35.63405990600586
TaskBuilding_39,1,0.022320270538330078,162,-57.78889465332031,2.4335649013519287,35.63412475585937
NoHouse,1,0.01140904426574707,163,-57.78944396972656,2.433598518371582,35.63414001464844
TaskBuilding_39,5,0.0892784595489502,164,-57.79197692871094,2.433842182159424,35.634132385253906
Building_153,1,0.011408090591430664,165,-57.79463195800781,2.433979034423828,35.634002685546875
Building_154,13,0.2217116355895996,166,-57.80006408691406,2.4338340759277344,35.633758544921875
Building_153,1,0.010912418365478516,167,-57.80625915527344,2.4332120418548584,35.634376525878906
NoHouse,39,0.6333901882171631,168,-57.81602478027344,2.4338054656982417,35.64019775390625
Building_153,1,0.010912418365478516,169,-57.81358337402344,2.4344067573547363,35.64362335205078
Building_154,20,0.2777595520019531,170,-57.8104248046875,2.434414505958557,35.64341735839844
NoHouse,1,0.022320032119750977,171,-57.80760192871094,2.433720111846924,35.64193725585937
Building_153,5,0.07787156105041504,172,-57.80711364746094,2.433611392974853,35.64189910888672
TaskBuilding_39,3,0.06646418571472168,173,-57.80683898925781,2.4335579872131348,35.641876220703125
Building_153,2,0.03372764587402344,174,-57.80668640136719,2.433564305305481,35.64206314086914
TaskBuilding_39,3,0.06596851348876953,175,-57.80653381347656,2.433608293533325,35.642173767089844
Building_153,2,0.04463911056518555,176,-57.80638122558594,2.4337353706359863,35.642311096191406
Building_152,1,0.011408567428588867,177,-57.80622863769531,2.4338626861572266,35.64250946044922
NoHouse,2,0.03273582458496094,178,-57.80592346191406,2.433955669403076,35.642574310302734
Building_152,3,0.06696009635925293,179,-57.80543518066406,2.4341342449188232,35.6427001953125
NoHouse,6,0.09969592094421387,180,-57.80378723144531,2.4342219829559326,35.64249038696289
Building_141,2,0.03323173522949219,181,-57.80241394042969,2.4341500997543335,35.64215087890625
Building_152,2,0.03620767593383789,182,-57.801849365234375,2.4341636896133423,35.6419677734375
