ColliderName,Samples,Time,Index,timeDiff
TaskBuilding_8,2,,647,0.03323197364807129
Building_211,1,,648,0.022320032119750977
TaskBuilding_8,1,,649,0.02182483673095703
Building_210,1,,650,0.011407136917114258
TaskBuilding_8,4,,651,0.06646418571472168
Building_210,1,,652,0.01140737533569336
TaskBuilding_8,2,,653,0.03323197364807129
Building_210,1,,654,0.010912179946899414
TaskBuilding_8,1,,655,0.011407852172851562
Building_211,15,,656,0.23311972618103027
NoHouse,3,,657,0.055552005767822266
Building_215,32,,658,0.4315192699432373
NoHouse,54,,659,0.8119513988494873
Building_210,13,,660,0.222703218460083
Building_213,41,,661,0.6988635063171387
NoHouse,13,,662,0.15475130081176758
Building_213,13,,663,0.1775674819946289
Building_210,117,,664,1.7340137958526611
NoHit,0.010912179946899414,,665,
Castle-TaskBuilding_56,1,,666,0.011407613754272461
Building_211,28,,667,0.4444155693054199
Castle-TaskBuilding_56,1,,668,0.021824121475219727
Building_211,1,,669,0.011407852172851562
Castle-TaskBuilding_56,1,,670,0.010911703109741211
Building_211,3,,671,0.0441441535949707
NoHouse,1,,672,0.011407852172851562
Building_211,13,,673,0.23312020301818848
NoHouse,38,,674,0.6105747222900391
NoHit,0.011407852172851562,,675,
Building_215,1,,676,0.021823883056640625
NoHouse,27,,677,0.4414396286010742
Building_215,1,,678,0.02182292938232422
NoHouse,3,,679,0.04464077949523926
Building_215,1,,680,0.011408329010009766
NoHouse,21,,681,0.2797434329986572
Building_215,9,,682,0.15574336051940918
NoHouse,72,,683,1.0445747375488281
Building_211,21.16715145111084,,684,0.3551359176635742
NoHit,0.2108001708984375,,689,
TaskBuilding_8,19,,690,0.3442232608795166
NoHouse,1,,691,0.010911703109741211
TaskBuilding_8,3,,692,0.056047916412353516
NoHouse,3,,693,0.06646370887756348
TaskBuilding_8,100,,694,1.5658698081970215
NoHouse,1,,695,0.022320032119750977
Building_210,133,,696,2.095597505569458
NoHouse,12,,697,0.22220706939697266
Building_210,22,,698,0.3571195602416992
Building_204,1,,699,0.010911703109741211
TaskBuilding_55,2,,700,0.022319555282592773
Building_199,1,,701,0.011408567428588867
TaskBuilding_55,5,,702,0.055552005767822266
Building_199,1,,703,0.02232050895690918
TaskBuilding_55,13,,704,0.2107994556427002
Building_201,4,,705,0.05555224418640137
Building_204,5,,706,0.07787108421325684
NoHouse,1,,707,0.021824121475219727
Building_204,14,,708,0.23312020301818848
Building_205,9,,709,0.14433503150939941
Building_210,10,,710,0.13391971588134766
NoHouse,64,,711,0.9786064624786377
Building_211,38,,712,0.6328954696655273
Castle-TaskBuilding_56,2,,713,0.022320270538330078
NoHouse,1.3219034671783447,,714,0.022319555282592773
NoHit,0.011408329010009766,,723,
Building_216,1,,724,0.021823883056640625
