Edge1,Edge2
NoHouse,NoHouse
Avatar,NoHouse
Church-TaskBuilding_16,Avatar
Avatar,Church-TaskBuilding_16
Church-TaskBuilding_16,Avatar
Avatar,Church-TaskBuilding_16
NoHouse,Avatar
Avatar,NoHouse
NoHouse,Avatar
Avatar,NoHouse
NoHouse,Avatar
Avatar,NoHouse
NoHouse,Avatar
Avatar,NoHouse
NoHouse,Avatar
Building_64,NoHouse
NoHouse,Building_64
Avatar,NoHouse
NoHouse,Avatar
TaskBuilding_12,NoHouse
NoHouse,TaskBuilding_12
TaskBuilding_11,NoHouse
NoHouse,TaskBuilding_11
TaskBuilding_12,NoHouse
Building_64,TaskBuilding_12
NoHouse,Building_64
Avatar,NoHouse
NoHouse,Avatar
TaskBuilding_12,NoHouse
NoHouse,TaskBuilding_12
Avatar,NoHouse
NoHouse,Avatar
TaskBuilding_12,NoHouse
NoHouse,TaskBuilding_12
Avatar,NoHouse
NoHouse,Avatar
Avatar,NoHouse
Windmill-TaskBuilding_10_1,Avatar
Avatar,Windmill-TaskBuilding_10_1
Windmill-TaskBuilding_10_1,Avatar
Avatar,Windmill-TaskBuilding_10_1
NoHouse,Avatar
NoHit,NoHouse
Avatar,NoHit
Building_60,Avatar
TaskBuilding_9,Building_60
Building_62,TaskBuilding_9
Avatar,Building_62
NoHouse,Avatar
Avatar,NoHouse
NoHouse,NoHouse
