Edge1,Edge2
Phone,NoHouse
Building_180,Phone
NoHouse,Building_180
Building_184,NoHouse
HighSilo-TaskBuilding_49,Building_184
NoHouse,HighSilo-TaskBuilding_49
Building_179,NoHouse
Building_184,Building_179
NoHouse,Building_184
Building_179,NoHouse
NoHouse,Building_179
House_49,NoHouse
NoHouse,House_49
TaskBuilding_6,NoHouse
Building_184,TaskBuilding_6
TaskBuilding_51,Building_184
NoHouse,TaskBuilding_51
Phone,NoHouse
TaskBuilding_51,Phone
NoHouse,TaskBuilding_51
TaskBuilding_51,NoHouse
NoHouse,TaskBuilding_51
HighSilo-TaskBuilding_49,NoHouse
NoHouse,HighSilo-TaskBuilding_49
Building_188,NoHouse
Building_185,Building_188
Building_188,Building_185
NoHouse,Building_188
Building_185,NoHouse
NoHouse,Building_185
Building_194,NoHouse
Building_195,Building_194
NoHouse,Building_195
Phone,NoHouse
NoHouse,Phone
Building_188,NoHouse
NoHouse,Building_188
Building_188,NoHouse
Building_186,Building_188
Building_188,Building_186
Building_194,Building_188
Building_186,Building_194
NoHouse,Building_186
Building_194,NoHouse
Building_189,Building_194
Building_197,Building_189
NoHouse,Building_197
Building_189,NoHouse
Building_194,Building_189
Building_197,Building_194
Building_191,Building_197
Building_194,Building_191
Building_195,Building_194
NoHouse,Building_195
TaskBuilding_54,NoHouse
Building_202,TaskBuilding_54
NoHouse,Building_202
Building_194,NoHouse
NoHouse,Building_194
Building_187,NoHouse
Building_194,Building_187
Building_206,Building_194
NoHouse,Building_206
Building_197,NoHouse
Building_195,Building_197
Building_197,Building_195
NoHouse,Building_197
Building_197,NoHouse
Building_205,Building_197
Building_196,Building_205
Building_197,Building_196
NoHouse,Building_197
Building_197,NoHouse
NoHouse,Building_197
Building_205,NoHouse
Building_197,Building_205
Building_202,Building_197
Building_203,Building_202
NoHouse,Building_203
Building_207,NoHouse
NoHouse,Building_207
Castle-TaskBuilding_56,NoHouse
NoHouse,Castle-TaskBuilding_56
Building_205,NoHouse
Building_201,Building_205
Building_208,Building_201
NoHouse,Building_208
Building_203,NoHouse
Building_201,Building_203
Building_204,Building_201
Building_209,Building_204
Building_201,Building_209
Building_202,Building_201
Building_200,Building_202
Building_201,Building_200
Building_208,Building_201
Building_201,Building_208
TaskBuilding_55,Building_201
Building_201,TaskBuilding_55
Building_199,Building_201
TaskBuilding_55,Building_199
Building_208,TaskBuilding_55
Building_213,Building_208
Building_209,Building_213
Building_213,Building_209
Building_209,Building_213
Building_199,Building_209
Building_209,Building_199
Building_210,Building_209
NoHouse,Building_210
Building_212,NoHouse
TaskBuilding_50,Building_212
NoHouse,TaskBuilding_50
Building_198,NoHouse
Building_209,Building_198
Building_215,Building_209
Building_220,Building_215
NoHouse,Building_220
Building_215,NoHouse
NoHouse,Building_215
Building_210,NoHouse
Building_215,Building_210
NoHouse,Building_215
Building_215,NoHouse
Building_214,Building_215
NoHouse,Building_214
Building_215,NoHouse
NoHouse,Building_215
Building_211,NoHouse
TaskBuilding_8,Building_211
NoHouse,TaskBuilding_8
Building_216,NoHouse
Building_218,Building_216
TaskBuilding_53,Building_218
NoHouse,TaskBuilding_53
TaskBuilding_48,NoHouse
Building_236,TaskBuilding_48
Building_154,Building_236
NoHouse,Building_154
Building_214,NoHouse
