Edge1,Edge2
Phone,TaskBuilding_4
NoHouse,Phone
TaskBuilding_15,NoHouse
NoHouse,TaskBuilding_15
Building_65,NoHouse
NoHouse,Building_65
Building_69,NoHouse
Building_81,Building_69
Building_71,Building_81
Windmill-TaskBuilding_10_1,Building_71
NoHouse,Windmill-TaskBuilding_10_1
TaskBuilding_13,NoHouse
TaskBuilding_15,TaskBuilding_13
NoHouse,TaskBuilding_15
Building_85,NoHouse
NoHouse,Building_85
Building_84,NoHouse
TaskBuilding_15,Building_84
NoHouse,TaskBuilding_15
Building_85,NoHouse
NoHouse,Building_85
TaskBuilding_15,NoHouse
NoHouse,TaskBuilding_15
Building_91,NoHouse
NoHouse,Building_91
Building_80,NoHouse
NoHouse,Building_80
Building_104,NoHouse
Building_110,Building_104
NoHouse,Building_110
Building_108,NoHouse
Building_113,Building_108
TaskBuilding_17,Building_113
NoHouse,TaskBuilding_17
Building_108,NoHouse
NoHouse,Building_108
Building_97,NoHouse
NoHouse,Building_97
Avatar,NoHouse
NoHit,Avatar
NoHouse,NoHit
Building_108,NoHouse
NoHouse,Building_108
Building_107,NoHouse
NoHouse,Building_107
TaskBuilding_24,NoHouse
NoHouse,TaskBuilding_24
TaskBuilding_26,NoHouse
Building_109,TaskBuilding_26
Building_108,Building_109
NoHouse,Building_108
Building_117,NoHouse
NoHouse,Building_117
Building_98,NoHouse
NoHouse,Building_98
TaskBuilding_30,NoHouse
NoHouse,TaskBuilding_30
Building_143,NoHouse
NoHouse,Building_143
Building_146,NoHouse
NoHouse,Building_146
Building_123,NoHouse
NoHouse,Building_123
Building_124,NoHouse
NoHouse,Building_124
Building_123,NoHouse
NoHouse,Building_123
Building_124,NoHouse
NoHouse,Building_124
Building_122,NoHouse
NoHouse,Building_122
Building_123,NoHouse
Building_126,Building_123
NoHouse,Building_126
Building_124,NoHouse
NoHouse,Building_124
Building_133,NoHouse
TaskBuilding_4,Building_133
NoHouse,TaskBuilding_4
TaskBuilding_4,NoHouse
NoHouse,TaskBuilding_4
TaskBuilding_4,NoHouse
NoHouse,TaskBuilding_4
TaskBuilding_4,Phone
