Edge1,Edge2
Phone,NoHouse
Avatar,Phone
NoHouse,Avatar
Building_180,NoHouse
Building_177,Building_180
Building_183,Building_177
Building_170,Building_183
NoHouse,Building_170
Building_171,NoHouse
NoHouse,Building_171
Building_180,NoHouse
NoHouse,Building_180
Building_172,NoHouse
Building_183,Building_172
NoHouse,Building_183
Phone,NoHouse
NoHouse,Phone
Building_171,NoHouse
TaskBuilding_41,Building_171
NoHouse,TaskBuilding_41
TaskBuilding_47,NoHouse
Building_172,TaskBuilding_47
NoHouse,Building_172
Building_183,NoHouse
TaskBuilding_46,Building_183
Building_183,TaskBuilding_46
Building_178,Building_183
Building_183,Building_178
Building_182,Building_183
Building_178,Building_182
NoHouse,Building_178
TaskBuilding_6,NoHouse
NoHouse,TaskBuilding_6
Building_183,NoHouse
NoHouse,Building_183
Building_180,NoHouse
NoHouse,Building_180
Building_163,NoHouse
Building_164,Building_163
Building_180,Building_164
NoHouse,Building_180
Building_176,NoHouse
Building_92,Building_176
NoHouse,Building_92
Building_160,NoHouse
Building_102,Building_160
NoHouse,Building_102
TaskBuilding_40,NoHouse
NoHouse,TaskBuilding_40
Building_176,NoHouse
NoHouse,Building_176
Building_176,NoHouse
Building_102,Building_176
NoHouse,Building_102
Building_176,NoHouse
NoHouse,Building_176
TaskBuilding_34,NoHouse
NoHouse,TaskBuilding_34
Building_92,NoHouse
NoHouse,Building_92
Building_92,NoHouse
NoHouse,Building_92
Building_102,NoHouse
NoHouse,Building_102
Building_102,NoHouse
NoHouse,Building_102
TaskBuilding_29,NoHouse
NoHouse,TaskBuilding_29
TaskBuilding_29,NoHouse
NoHouse,TaskBuilding_29
TaskBuilding_29,NoHouse
NoHouse,Phone
