Edge1,Edge2
TaskBuilding_14,Building_217
Building_75,TaskBuilding_14
Building_74,Building_75
Windmill-TaskBuilding_10_1,Building_74
Building_74,Windmill-TaskBuilding_10_1
TaskBuilding_14,Building_74
Building_74,TaskBuilding_14
Building_177,Building_74
TaskBuilding_40,Building_177
Building_176,TaskBuilding_40
Building_163,Building_176
TaskBuilding_35,Building_163
Building_162,TaskBuilding_35
TaskBuilding_35,Building_162
Building_164,TaskBuilding_35
Building_165,Building_164
Building_167,Building_165
Building_173,Building_167
TaskBuilding_42,Building_173
Building_147,TaskBuilding_42
Building_145,Building_147
TaskBuilding_33,Building_145
Building_143,TaskBuilding_33
Building_141,Building_143
Building_232,Building_141
Garage_235,Building_232
Building_219,Garage_235
Building_222,Building_219
Building_221,Building_222
TaskBuilding_7,Building_221
Building_220,TaskBuilding_7
Building_215,Building_220
TaskBuilding_8,Building_215
Building_215,TaskBuilding_8
Building_210,Building_215
Building_168,Building_210
TaskBuilding_35,Building_168
Building_157,TaskBuilding_35
Building_99,Building_157
TaskBuilding_30,Building_99
TaskBuilding_23,TaskBuilding_30
Building_94,TaskBuilding_23
Building_96,Building_94
TaskBuilding_18,Building_96
Building_91,TaskBuilding_18
TaskBuilding_14,Building_91
Building_73,TaskBuilding_14
Building_74,Building_73
House_10,Building_74
Windmill-TaskBuilding_10_1,House_10
Building_74,Windmill-TaskBuilding_10_1
Building_63,Building_74
Building_64,Building_63
Building_65,Building_64
Building_66,Building_65
Building_84,Building_66
Building_85,Building_84
Building_96,Building_85
Building_85,Building_96
Building_80,Building_85
Building_97,Building_80
Building_96,Building_97
Building_104,Building_96
TaskBuilding_17,Building_104
TaskBuilding_1,TaskBuilding_17
TaskBuilding_17,TaskBuilding_1
Building_110,TaskBuilding_17
Building_114,Building_110
TaskBuilding_30,Building_114
Building_98,TaskBuilding_30
Building_108,Building_98
TaskBuilding_24,Building_108
Building_114,TaskBuilding_24
Building_112,Building_114
Building_114,Building_112
TaskBuilding_22,Building_114
Building_combined_115_116,TaskBuilding_22
Building_117,Building_combined_115_116
Building_118,Building_117
Building_122,Building_118
Building_125,Building_122
TaskBuilding_21,Building_125
Building_133,TaskBuilding_21
Building_124,Building_133
TaskBuilding_37,Building_124
Building_124,TaskBuilding_37
Building_142,Building_124
Building_137,Building_142
Building_230,Building_137
Building_142,Building_230
Building_140,Building_142
Building_153,Building_140
TaskBuilding_39,Building_153
Building_153,TaskBuilding_39
Building_154,Building_153
Building_172,Building_154
Building_178,Building_172
Building_183,Building_178
TaskBuilding_46,Building_183
Building_183,TaskBuilding_46
TaskBuilding_6,Building_183
Building_184,TaskBuilding_6
Garage_185,Building_184
House_49,Garage_185
Building_179,House_49
Building_194,Building_179
Building_195,Building_194
Building_209,Building_195
Building_213,Building_209
Building_215,Building_213
Building_154,Building_215
Building_236,Building_154
Building_154,Building_236
Building_139,Building_154
Building_154,Building_139
Building_138,Building_154
Building_229,Building_138
Building_228,Building_229
Building_132,Building_228
Building_121,Building_132
TaskBuilding_1,Building_121
TaskBuilding_12,TaskBuilding_1
TaskBuilding_1,TaskBuilding_12
Building_88,TaskBuilding_1
Building_104,Building_88
TaskBuilding_23,Building_104
Building_96,TaskBuilding_23
Building_91,Building_96
TaskBuilding_19,Building_91
NoHit,TaskBuilding_19
Building_92,NoHit
Building_176,Building_92
TaskBuilding_19,Building_176
Building_176,TaskBuilding_19
Building_92,Building_176
Building_91,Building_92
Building_80,Building_91
Building_96,Building_80
Building_80,Building_96
Building_104,Building_80
Church-TaskBuilding_16,Building_104
TaskBuilding_1,Church-TaskBuilding_16
Church-TaskBuilding_16,TaskBuilding_1
Building_83,Church-TaskBuilding_16
Building_67,Building_83
TaskBuilding_11,Building_67
Building_64,TaskBuilding_11
TaskBuilding_12,Building_64
Building_57,TaskBuilding_12
TaskBuilding_9,Building_57
Building_83,TaskBuilding_9
TaskBuilding_15,Building_83
Building_84,TaskBuilding_15
Building_85,Building_84
Building_80,Building_85
TaskBuilding_27,Building_80
TaskBuilding_23,TaskBuilding_27
Building_97,TaskBuilding_23
Building_145,Building_97
Building_97,Building_145
Building_145,Building_97
Building_137,Building_145
Building_126,Building_137
TaskBuilding_11,Building_126
Building_64,TaskBuilding_11
Building_108,Building_64
Building_94,Building_108
Building_91,Building_94
TaskBuilding_19,Building_91
Building_92,TaskBuilding_19
Building_176,Building_92
Building_159,Building_176
TaskBuilding_34,Building_159
Building_210,TaskBuilding_34
Building_214,Building_210
Building_211,Building_214
Building_210,Building_211
Building_211,Building_210
TaskBuilding_53,Building_211
Building_217,TaskBuilding_14
