Edge1,Edge2
Phone,NoHouse
NoHouse,Phone
TaskBuilding_1,NoHouse
NoHouse,TaskBuilding_1
Avatar,NoHouse
NoHouse,Avatar
TaskBuilding_1,NoHouse
NoHouse,TaskBuilding_1
TaskBuilding_11,NoHouse
NoHouse,TaskBuilding_11
Building_64,NoHouse
TaskBuilding_11,Building_64
Building_69,TaskBuilding_11
NoHouse,Building_69
Building_64,NoHouse
NoHouse,Building_64
Building_64,NoHouse
NoHouse,Building_64
NoHit,NoHouse
TaskBuilding_12,NoHit
NoHouse,TaskBuilding_12
NoHit,NoHouse
NoHouse,NoHit
TaskBuilding_12,NoHouse
NoHit,TaskBuilding_12
Building_66,NoHit
NoHouse,Building_66
Building_64,NoHouse
NoHouse,Building_64
NoHit,NoHouse
NoHouse,NoHit
Building_64,NoHouse
TaskBuilding_11,Building_64
Avatar,TaskBuilding_11
Building_64,Avatar
NoHouse,Building_64
Building_57,NoHouse
Building_58,Building_57
TaskBuilding_9,Building_58
NoHouse,TaskBuilding_9
TaskBuilding_9,NoHouse
NoHouse,TaskBuilding_9
Building_58,NoHouse
NoHouse,Building_58
Building_59,NoHouse
NoHouse,Building_59
Building_60,NoHouse
NoHouse,Building_60
TaskBuilding_9,NoHouse
NoHouse,TaskBuilding_9
TaskBuilding_9,NoHouse
NoHouse,Phone
