Edge1,Edge2
Phone,NoHouse
NoHouse,Phone
Building_145,NoHouse
Building_144,Building_145
Building_145,Building_144
Building_109,Building_145
Building_145,Building_109
Hand,Building_145
Building_109,Hand
NoHouse,Building_109
Building_109,NoHouse
TaskBuilding_3,Building_109
NoHouse,TaskBuilding_3
Building_151,NoHouse
Building_161,Building_151
NoHouse,Building_161
Building_151,NoHouse
NoHouse,Building_151
Building_155,NoHouse
NoHouse,Building_155
Building_151,NoHouse
TaskBuilding_5,Building_151
Building_151,TaskBuilding_5
NoHouse,Building_151
Building_155,NoHouse
TaskBuilding_43,Building_155
NoHouse,TaskBuilding_43
Building_149,NoHouse
Building_145,Building_149
TaskBuilding_33,Building_145
NoHouse,TaskBuilding_33
Building_101,NoHouse
NoHouse,Building_101
Building_161,NoHouse
NoHouse,Building_161
TaskBuilding_5,NoHouse
NoHouse,TaskBuilding_5
Building_101,NoHouse
NoHouse,Building_101
Building_98,NoHouse
Building_109,Building_98
Building_101,Building_109
NoHouse,Building_101
Building_158,NoHouse
NoHouse,Building_158
TaskBuilding_34,NoHouse
Building_158,TaskBuilding_34
NoHouse,Building_158
Building_176,NoHouse
Building_158,Building_176
NoHouse,Building_158
Building_158,NoHouse
NoHouse,Building_158
Building_158,NoHouse
Building_176,Building_158
NoHouse,Building_176
Building_176,NoHouse
TaskBuilding_34,Building_176
Building_176,TaskBuilding_34
NoHouse,Building_176
Building_176,NoHouse
TaskBuilding_38,Building_176
NoHouse,TaskBuilding_38
Building_176,NoHouse
TaskBuilding_34,Building_176
Building_176,TaskBuilding_34
NoHouse,Building_176
Building_102,NoHouse
NoHouse,Building_102
TaskBuilding_34,NoHouse
Building_176,TaskBuilding_34
NoHouse,Building_176
Building_159,NoHouse
NoHouse,Building_159
Building_160,NoHouse
NoHouse,Building_160
Building_170,NoHouse
Building_163,Building_170
Building_160,Building_163
Building_170,Building_160
NoHouse,Building_170
TaskBuilding_46,NoHouse
NoHouse,TaskBuilding_46
Building_170,NoHouse
NoHouse,Building_170
Building_170,NoHouse
NoHouse,Building_170
Building_170,NoHouse
Building_171,Building_170
NoHouse,Building_171
TaskBuilding_41,NoHouse
NoHouse,TaskBuilding_41
TaskBuilding_41,NoHouse
NoHouse,TaskBuilding_41
TaskBuilding_41,NoHouse
NoHouse,Phone
