PathNumber,ColliderName,Samples,timeDiff,Index
0,NoHouse,269,4.058762788772583,0
0,NoHit,1,0.010912179946899414,1
0,NoHouse,24,0.37795138359069824,2
0,Windmill-TaskBuilding_10_1,39,0.6105749607086182,3
0,NoHouse,155,2.443293571472168,4
0,Windmill-TaskBuilding_10_1,138,2.1660287380218506,5
0,NoHouse,18,0.3109917640686035,6
0,Windmill-TaskBuilding_10_1,59,0.9324789047241211,7
0,NoHouse,26,0.4667356014251709,8
0,Windmill-TaskBuilding_10_1,69,1.099630355834961,9
0,NoHouse,18,0.28867197036743164,10
0,Windmill-TaskBuilding_10_1,62,0.9880304336547852,11
0,NoHouse,7,0.10019207000732422,12
0,Windmill-TaskBuilding_10_1,23,0.3442234992980957,13
0,NoHouse,1,0.022320032119750977,14
0,Windmill-TaskBuilding_10_1,6,0.08878374099731445,15
0,NoHouse,6,0.11110401153564453,16
0,Windmill-TaskBuilding_10_1,8,0.12201595306396484,17
0,NoHouse,7,0.10019183158874512,18
0,Windmill-TaskBuilding_10_1,1,0.010911941528320312,19
0,NoHouse,17,0.2777597904205322,20
0,Windmill-TaskBuilding_10_1,18,0.3219034671783447,21
0,NoHouse,1411,22.679075717926025,22
0,Windmill-TaskBuilding_10_1,9,0.16616010665893555,23
0,NoHouse,1,0.022815942764282227,24
0,Windmill-TaskBuilding_10_1,44,0.7102706432342529,25
0,NoHouse,235,3.6540277004241943,26
0,Windmill-TaskBuilding_10_1,77,1.2216463088989258,27
0,NoHouse,18,0.29859185218811035,28
0,Windmill-TaskBuilding_10_1,47,0.7345755100250244,29
0,NoHouse,181,2.964587926864624,30
0,Windmill-TaskBuilding_10_1,25,0.4548313617706299,31
0,NoHouse,1233,19.080103874206543,32
1,NoHouse,250,3.736363410949707,33
1,Building_91,3,0.055551767349243164,34
1,NoHouse,1,0.022320032119750977,35
1,Building_91,2,0.03323197364807129,36
1,NoHouse,1,0.011408090591430664,37
1,Building_91,7,0.11110401153564453,38
1,NoHouse,1,0.021823883056640625,39
1,Building_91,2,0.04463982582092285,40
1,NoHouse,12,0.19988775253295898,41
1,Building_91,12,0.1775674819946289,42
1,NoHouse,7,0.08878397941589355,43
1,Building_94,6,0.1334240436553955,46
1,NoHouse,1,0.010911941528320312,47
1,Building_94,3,0.022320032119750977,48
1,NoHouse,2,0.022319793701171875,49
1,Building_94,1,0.022320270538330078,50
1,NoHouse,1,0.021823644638061523,51
1,Building_94,2,0.03372788429260254,52
1,NoHouse,7,0.08878397941589355,53
1,Building_94,1,0.011407852172851562,54
1,NoHouse,2,0.0441439151763916,55
1,Building_94,1,0.010912418365478516,56
1,NoHouse,21,0.3665432929992676,57
1,Building_104,2,0.0441439151763916,58
1,NoHouse,9,0.13391995429992676,59
1,Building_104,1,0.021824121475219727,60
1,NoHouse,1,0.022320032119750977,61
1,Building_104,3,0.055552005767822266,62
1,NoHouse,1,0.010911703109741211,63
1,Building_104,3,0.03323197364807129,64
1,NoHouse,7,0.08878397941589355,65
1,Building_80,2,0.03521561622619629,66
1,Building_110,2,0.04265618324279785,67
1,Building_80,5,0.0892801284790039,68
1,NoHouse,9,0.11060786247253418,69
1,TaskBuilding_14,1,0.01140737533569336,70
1,NoHouse,7,0.07787227630615234,71
1,TaskBuilding_14,3,0.06646394729614258,72
1,NoHouse,2,0.0441439151763916,73
1,TaskBuilding_14,25,0.41118335723876953,74
1,NoHouse,1,0.011408090591430664,75
1,TaskBuilding_14,1,0.021823883056640625,76
1,NoHouse,3,0.055552005767822266,77
