SubjectID,PathNum,Condition,Success,VisibleBuildings0,VisibleBuildings1,VisibleBuildings2+
1004,1,B,False,1.0,0.6655546288573811,0.5626911314984709
1004,2,B,False,0.9988027536665669,0.6198742891349895,0.5219994013768333
1004,3,B,False,1.0,0.5296127562642369,0.38895216400911165
1004,4,B,True,1.0,0.5557275541795665,0.43343653250773995
1004,5,B,False,1.0,0.7369242779078845,0.594847775175644
1004,6,B,False,1.0,0.37603533959138596,0.3053561568194368
1004,7,B,True,1.0,0.9188191881918819,0.8708487084870848
1004,8,B,False,1.0,0.38091897579796563,0.2914766748509295
1004,9,B,True,1.0,0.8723404255319149,0.774822695035461
1005,1,A,True,0.9988950276243094,0.6917127071823205,0.5215469613259669
1005,2,A,True,1.0,1.0,0.9408396946564885
1005,3,A,True,1.0,0.9809523809523809,0.9095238095238095
1005,4,A,False,0.998570611778159,0.4282447112635792,0.31789594053744996
1005,5,A,True,1.0,0.6059850374064838,0.36658354114713215
1005,6,A,True,1.0,0.33867735470941884,0.2905811623246493
1005,7,A,False,0.9960950211519688,0.5281483891962252,0.45265213146762123
1005,8,A,True,0.9990774907749077,0.1522140221402214,0.05996309963099631
1005,9,A,False,0.9996934396076027,0.4028203556100552,0.32863274064990805
1008,1,B,True,0.9983948635634029,0.7512038523274478,0.666131621187801
1008,2,B,True,1.0,0.0,0.0
1008,3,B,True,1.0,0.0,0.0
1008,4,B,True,0.9538043478260869,0.28940217391304346,0.14673913043478262
1008,5,B,False,0.9979355904211396,0.5330305532617672,0.38480594549958713
1008,6,B,True,0.9724669603524229,0.7015418502202643,0.4966960352422907
1008,7,B,True,1.0,0.9631449631449631,0.9164619164619164
1008,8,B,True,1.0,0.9238845144356955,0.8700787401574803
1008,9,B,True,1.0,0.6277227722772277,0.48316831683168315
1010,1,B,False,0.9922647185217017,0.4103996562097121,0.29308122045552215
1010,2,B,True,0.9946236559139785,0.005376344086021506,0.0
1010,3,B,True,1.0,0.0,0.0
1010,4,B,True,0.9908333333333333,0.60625,0.5129166666666667
1010,5,B,False,0.996225228059138,0.6492607738282479,0.5813148788927336
1010,6,B,True,0.9995249406175772,0.5496437054631829,0.404750593824228
1010,7,B,True,1.0,0.7766666666666666,0.5366666666666666
1010,8,B,True,0.9944064636420137,0.7414543194530765,0.562461155997514
1010,9,B,True,0.9988590986879635,0.7952082144894467,0.6719908727895038
1011,1,B,True,1.0,0.6924050632911393,0.6215189873417721
