PathNumber,ColliderName,Samples,timeDiff,Index
0,NoHouse,63,1.0043981075286865,0
0,TaskBuilding_53,4,0.0892796516418457,1
0,Building_218,2,0.0441441535949707,2
0,TaskBuilding_53,3,0.055551767349243164,3
0,Building_218,2,0.022320032119750977,4
0,TaskBuilding_53,1,0.010911941528320312,5
0,Building_218,1,0.010912179946899414,6
0,TaskBuilding_53,2,0.03372788429260254,7
0,Building_218,1,0.010911941528320312,8
0,TaskBuilding_53,1,0.011407613754272461,9
0,Building_218,2,0.03323221206665039,10
0,NoHouse,168,2.687326192855835,11
0,Building_216,11,0.1443347930908203,14
0,NoHouse,1,0.011407852172851562,15
0,Building_216,16,0.25543999671936035,16
0,Building_217,15,0.25543928146362305,17
0,Building_218,2,0.021823883056640625,18
0,TaskBuilding_53,12,0.20038414001464844,19
0,NoHouse,6,0.11060786247253418,20
0,Building_219,1,0.022815704345703125,21
0,NoHouse,315,4.9867777824401855,22
0,TaskBuilding_53,10,0.15524840354919434,23
0,Building_218,2,0.022320270538330078,24
0,TaskBuilding_53,1,0.013391733169555664,25
0,Building_218,1,0.020335674285888672,26
0,TaskBuilding_53,31,0.5327029228210449,27
0,NoHouse,9,0.12152099609375,28
0,TaskBuilding_53,9,0.14433598518371582,29
0,NoHouse,9,0.1666553020477295,30
0,TaskBuilding_53,14,0.24551963806152344,31
0,NoHouse,38,0.6304152011871338,32
0,TaskBuilding_53,18,0.25643229484558105,33
0,NoHouse,49,0.7454864978790283,34
0,TaskBuilding_53,22,0.3209116458892822,35
0,Building_219,1,0.012400388717651367,36
0,NoHouse,67,1.108558177947998,37
0,Castle-TaskBuilding_56,9,0.16616034507751465,38
0,NoHouse,311,4.921802520751953,39
1,NoHouse,57,0.9047021865844727,40
1,NoHit,1,0.021823883056640625,41
1,NoHouse,101,1.5995981693267822,42
1,Building_213,1,0.010911941528320312,43
1,NoHouse,1,0.011407852172851562,44
1,Building_213,4,0.07737612724304199,45
1,Building_212,1,0.011407852172851562,46
1,Building_213,1,0.022320270538330078,47
1,Building_212,7,0.14433574676513672,48
1,Building_213,7,0.11110424995422363,49
1,NoHouse,1,0.021823406219482422,50
1,Building_212,1,0.011408090591430664,51
1,NoHouse,1,0.021823883056640625,52
1,Building_215,3,0.03372788429260254,53
1,NoHouse,116,1.8327181339263916,54
1,Building_213,5,0.0882878303527832,55
1,NoHouse,1,0.011408090591430664,56
1,Building_213,31,0.5882549285888672,57
1,Building_212,2,0.022320270538330078,58
1,Building_213,2,0.03323197364807129,59
1,NoHouse,12,0.22220802307128906,60
1,Building_212,5,0.08878326416015625,61
1,Building_213,1,0.011408329010009766,62
1,NoHouse,2,0.023312807083129883,63
1,Building_213,5,0.054062843322753906,64
1,NoHouse,1,0.011407613754272461,65
1,Building_213,2,0.03323245048522949,66
1,NoHouse,13,0.22220778465270996,67
1,Building_187,1,0.010912179946899414,68
1,NoHouse,1,0.011407852172851562,69
1,Building_187,1,0.021824121475219727,70
1,NoHouse,1,0.011407136917114258,71
1,Building_210,3,0.06646490097045898,72
1,Building_213,5,0.06696105003356934,73
1,Building_212,2,0.03323078155517578,74
1,NoHouse,1,0.021824359893798828,75
1,Building_212,3,0.05555152893066406,76
1,NoHouse,1,0.022319793701171875,77
1,Building_212,3,0.05555272102355957,78
1,NoHouse,2,0.022319555282592773,79
1,Building_212,2,0.022319793701171875,80
1,NoHouse,3,0.033231496810913086,81
1,Building_212,6,0.10019230842590332,82
1,Building_213,9,0.14433574676513672,83
1,NoHouse,1,0.022320032119750977,84
1,Building_213,1,0.021823883056640625,85
1,NoHouse,32,0.45532774925231934,86
1,Building_187,2,0.033232927322387695,87
1,NoHouse,44,0.6889419555664062,88
1,Building_213,4,0.05555224418640137,89
1,NoHouse,101,1.5554540157318115,90
1,Building_213,2,0.03323173522949219,91
1,NoHouse,1,0.011408090591430664,92
1,Building_213,2,0.0441441535949707,93
1,NoHouse,2,0.0441436767578125,94
1,Building_213,4,0.06646394729614258,95
1,NoHouse,14,0.19988775253295898,96
1,Building_213,4,0.056047677993774414,97
1,Building_212,4,0.044144392013549805,98
1,NoHouse,2,0.022320032119750977,99
1,Building_212,4,0.088287353515625,100
1,NoHouse,2,0.034720420837402344,101
1,Building_212,10,0.18699240684509277,102
1,NoHouse,1,0.01091146469116211,103
1,Building_212,3,0.0451357364654541,104
1,Building_213,17,0.26734375953674316,105
1,NoHouse,1,0.02083110809326172,106
1,Building_213,8,0.123504638671875,107
1,NoHouse,4,0.08779191970825195,108
1,Building_212,7,0.12300777435302734,109
1,NoHouse,42,0.6869597434997559,110
1,Building_213,1,0.021823644638061523,111
1,NoHouse,1,0.02182459831237793,112
1,Building_213,3,0.05555105209350586,113
1,Building_210,7,0.09969615936279297,114
1,NoHouse,1,0.021824121475219727,115
1,Building_210,6,0.08977556228637695,116
1,NoHouse,7,0.0793600082397461,117
1,Building_213,4,0.056047916412353516,118
1,NoHouse,3,0.03323197364807129,119
1,Building_213,8,0.14483213424682617,120
1,NoHouse,30,0.46623921394348145,121
1,Building_214,27,0.4096956253051758,122
1,NoHouse,14,0.17707157135009766,123
1,Building_213,1,0.011409282684326172,124
1,NoHouse,13,0.25444626808166504,125
1,Building_213,1,0.011408329010009766,126
1,NoHouse,2,0.04563188552856445,127
1,Building_213,1,0.020831823348999023,128
1,NoHouse,46,0.754910945892334,129
1,TaskBuilding_43,1,0.011407613754272461,130
1,NoHouse,15,0.22518444061279297,131
1,Building_154,3,0.0431520938873291,132
1,NoHouse,6,0.06745576858520508,133
1,Building_154,1,0.022320032119750977,134
1,NoHouse,10,0.18848037719726562,135
1,Building_154,5,0.07787156105041504,136
1,NoHouse,105,1.6437420845031738,137
1,Building_154,16,0.25543951988220215,138
1,NoHouse,93,1.4879982471466064,139
1,Building_154,1,0.021823883056640625,140
1,NoHouse,65,1.0103509426116943,141
1,Building_154,2,0.021824121475219727,144
1,NoHouse,1,0.011407852172851562,145
1,Building_154,1,0.02232074737548828,146
1,NoHouse,10,0.15475130081176758,147
1,Building_154,1,0.010911941528320312,148
1,NoHouse,44,0.7792150974273682,149
1,Building_154,1,0.02232074737548828,150
1,NoHouse,3,0.05604696273803711,151
1,Building_154,1,0.020336389541625977,152
1,NoHouse,5,0.08878350257873535,153
1,Building_154,1,0.022320032119750977,154
