PathNumber,ColliderName,Samples,timeDiff,Index
0,NoHouse,125,1.9815168380737305,0
0,NoHit,6,0.1225118637084961,1
0,Windmill-TaskBuilding_10_1,30,0.4444153308868408,2
0,NoHouse,112,1.8099021911621094,3
0,Windmill-TaskBuilding_10_1,4,0.05555295944213867,4
0,NoHouse,9,0.12251091003417969,5
0,Windmill-TaskBuilding_10_1,1,0.021824121475219727,6
0,House_10,1,0.022320032119750977,7
0,NoHouse,2,0.03372764587402344,8
0,House_10,1,0.022319793701171875,9
0,NoHouse,16,0.26635193824768066,10
0,Windmill-TaskBuilding_10_1,1,0.021823883056640625,11
0,NoHouse,209,3.365356206893921,12
1,NoHouse,137,2.1819002628326416,13
1,Building_91,1,0.021824121475219727,14
1,HighSilo-TaskBuilding_49,1,0.022320032119750977,15
1,Building_91,1,0.022320032119750977,16
1,NoHouse,1,0.022319793701171875,17
1,Building_91,10,0.15723204612731934,18
1,NoHouse,2,0.031743764877319336,19
1,TaskBuilding_19,5,0.05505633354187012,20
1,NoHouse,1,0.011407852172851562,21
1,TaskBuilding_19,1,0.010911941528320312,22
1,NoHouse,2,0.03323197364807129,23
1,Building_92,1,0.022320032119750977,24
1,NoHouse,2,0.03323197364807129,25
1,Building_94,1,0.011407852172851562,26
1,NoHouse,4,0.08878421783447266,27
1,Building_94,3,0.056047677993774414,28
1,NoHouse,3,0.05505561828613281,29
1,Building_94,6,0.09969615936279297,30
1,NoHouse,10,0.15574383735656738,31
1,Building_94,1,0.022320270538330078,32
1,NoHouse,17,0.3109912872314453,33
1,TaskBuilding_27,3,0.03273606300354004,34
1,NoHouse,28,0.42209553718566895,35
1,Building_89,12,0.1666557788848877,36
1,NoHouse,1,0.011407852172851562,37
1,Building_89,3,0.044640302658081055,38
1,NoHouse,1,0.010911703109741211,39
1,Building_89,12,0.19988775253295898,40
1,NoHouse,10,0.13292813301086426,41
1,Building_90,1,0.011408090591430664,42
1,NoHouse,2,0.03323173522949219,43
1,Building_90,6,0.10019230842590332,44
1,NoHouse,1,0.022319555282592773,45
1,Building_91,25,0.44391918182373047,46
1,NoHouse,1,0.02232050895690918,47
1,TaskBuilding_19,6,0.1334240436553955,48
1,NoHouse,1,0.01091146469116211,49
1,TaskBuilding_19,4,0.07787227630615234,50
1,Building_92,4,0.06646251678466797,51
1,NoHouse,2,0.0332331657409668,52
1,NoHit,1,0.011408805847167969,53
1,Building_92,7,0.12201523780822754,54
1,NoHouse,2,0.02231907844543457,55
1,Building_92,1,0.02182459831237793,56
1,NoHouse,9,0.15574359893798828,57
1,Building_104,1,0.022320270538330078,58
