hitObjectColliderName,ordinalOfHit,hitObjectColliderBoundsCenter.x,hitObjectColliderBoundsCenter.y,hitObjectColliderBoundsCenter.z,participantId,session_type
StartZoneA7,1,272.40234375,-1.7678605318069458,-35.587135314941406,1058,dyadic_follower
Male_074_NoHands,2,271.5457458496094,-0.4900319576263428,-35.64788818359375,1058,dyadic_follower
Male_074_NoHands,2,271.5457458496094,-0.49003148078918457,-35.64795684814453,1058,dyadic_follower
Male_074_NoHands,2,271.54571533203125,-0.4900304079055786,-35.648094177246094,1058,dyadic_follower
Male_074_NoHands,2,271.5456848144531,-0.49002957344055176,-35.64817428588867,1058,dyadic_follower
Male_074_NoHands,2,271.5456848144531,-0.49002909660339355,-35.64817428588867,1058,dyadic_follower
Male_074_NoHands,2,271.5456848144531,-0.49002861976623535,-35.64817428588867,1058,dyadic_follower
Male_074_NoHands,2,271.5456848144531,-0.49002814292907715,-35.64817428588867,1058,dyadic_follower
Male_074_NoHands,2,271.5456848144531,-0.49002766609191895,-35.64817428588867,1058,dyadic_follower
Male_074_NoHands,1,271.5456848144531,-0.49002671241760254,-35.64817428588867,1058,dyadic_follower
church,2,280.18487548828125,19.870624542236328,-90.92623138427734,1058,dyadic_follower
Male_074_NoHands,1,271.5456848144531,-0.49002575874328613,-35.64817428588867,1058,dyadic_follower
Male_074_NoHands,1,271.5458679199219,-0.4900256395339966,-35.648075103759766,1058,dyadic_follower
Male_074_NoHands,1,271.5460510253906,-0.49002647399902344,-35.64797592163086,1058,dyadic_follower
Male_074_NoHands,1,271.5464172363281,-0.49002575874328613,-35.64778137207031,1058,dyadic_follower
Male_074_NoHands,1,271.5466003417969,-0.4900263547897339,-35.64768600463867,1058,dyadic_follower
Male_074_NoHands,1,271.5469665527344,-0.49002599716186523,-35.64749526977539,1058,dyadic_follower
Male_074_NoHands,1,271.5471496582031,-0.4900261163711548,-35.64739990234375,1058,dyadic_follower
Male_074_NoHands,1,271.54730224609375,-0.4900256395339966,-35.64728927612305,1058,dyadic_follower
Male_074_NoHands,1,271.5474548339844,-0.49002552032470703,-35.647178649902344,1058,dyadic_follower
Male_074_NoHands,1,271.5477600097656,-0.4900258779525757,-35.64695739746094,1058,dyadic_follower
Male_074_NoHands,1,271.54791259765625,-0.49002504348754883,-35.646846771240234,1058,dyadic_follower
Male_074_NoHands,1,271.5480651855469,-0.49002528190612793,-35.64673614501953,1058,dyadic_follower
Male_074_NoHands,1,271.5483703613281,-0.49002504348754883,-35.646514892578125,1058,dyadic_follower
Male_074_NoHands,1,271.54852294921875,-0.4900251626968384,-35.64640808105469,1058,dyadic_follower
terrain_A.001,2,632.61083984375,12.369524002075195,-65.83132934570312,1058,dyadic_follower
DestinationTriggerZoneA6,1,266.27044677734375,-1.2172050476074219,-29.470123291015625,1058,dyadic_follower
road_base_network.004,2,39.25787353515625,-4.40830135345459,51.76885986328125,1058,dyadic_follower
Male_074_NoHands,1,271.5487060546875,-0.4900249242782593,-35.64628601074219,1058,dyadic_follower
Male_074_NoHands,1,271.549072265625,-0.4900245666503906,-35.64625930786133,1058,dyadic_follower
Male_074_NoHands,1,271.5494384765625,-0.4900245666503906,-35.64623260498047,1058,dyadic_follower
Male_074_NoHands,1,271.5498046875,-0.49002552032470703,-35.64620590209961,1058,dyadic_follower
Male_074_NoHands,1,271.5501708984375,-0.49002528190612793,-35.64617919921875,1058,dyadic_follower
Male_074_NoHands,1,271.550537109375,-0.49002504348754883,-35.64615249633789,1058,dyadic_follower
Male_074_NoHands,1,271.55126953125,-0.4900256395339966,-35.64609909057617,1058,dyadic_follower
Male_074_NoHands,1,271.5516357421875,-0.4900254011154175,-35.64607238769531,1058,dyadic_follower
Male_074_NoHands,1,271.552001953125,-0.4900256395339966,-35.64604568481445,1058,dyadic_follower
Male_074_NoHands,1,271.5520935058594,-0.49002552032470703,-35.64603805541992,1058,dyadic_follower
Male_074_NoHands,1,271.55218505859375,-0.4900254011154175,-35.64603042602539,1058,dyadic_follower
Male_074_NoHands,1,271.5522766113281,-0.4900256395339966,-35.64602279663086,1058,dyadic_follower
Male_074_NoHands,1,271.5523681640625,-0.49002575874328613,-35.64601516723633,1058,dyadic_follower
Male_074_NoHands,1,271.5524597167969,-0.49002599716186523,-35.6460075378418,1058,dyadic_follower
Male_074_NoHands,1,271.55255126953125,-0.4900258779525757,-35.64600372314453,1058,dyadic_follower
CollisionObject1,2,226.38644409179688,4.093212127685547,-122.94495391845703,1058,dyadic_follower
Building_136,2,145.62367248535156,0.46457481384277344,-313.5533142089844,1058,dyadic_follower
CollisionObject1,1,187.9877471923828,0.8387722969055176,-176.33099365234375,1058,dyadic_follower
CollisionObject2,2,187.9457244873047,7.2900471687316895,-176.43519592285156,1058,dyadic_follower
CollisionObject1,1,228.78775024414062,4.093212127685547,-96.33098602294922,1058,dyadic_follower
CollisionObject1,2,191.58775329589844,1.3987722396850586,-150.73098754882812,1058,dyadic_follower
CollisionObject2,2,145.45730590820312,6.5640997886657715,-230.73190307617188,1058,dyadic_follower
Building_130,2,190.1479949951172,-0.7394824028015137,-185.91249084472656,1058,dyadic_follower
Male_074_NoHands,1,271.5510559082031,-0.4900236129760742,-35.64951705932617,1058,dyadic_follower
SmallWall_28,2,284.86199951171875,-1.3528172969818115,-33.289100646972656,1058,dyadic_follower
Male_074_NoHands,1,271.5509948730469,-0.4900238513946533,-35.64970016479492,1058,dyadic_follower
Male_074_NoHands,1,271.5508728027344,-0.49002325534820557,-35.65006637573242,1058,dyadic_follower
Male_074_NoHands,1,271.5508117675781,-0.49002301692962646,-35.65024948120117,1058,dyadic_follower
Male_074_NoHands,1,271.55072021484375,-0.49002254009246826,-35.650428771972656,1058,dyadic_follower
Male_074_NoHands,1,271.5506591796875,-0.4900219440460205,-35.650611877441406,1058,dyadic_follower
Male_074_NoHands,1,271.5505676269531,-0.4900217056274414,-35.65079116821289,1058,dyadic_follower
Male_074_NoHands,1,271.5506286621094,-0.49002110958099365,-35.650909423828125,1058,dyadic_follower
Male_074_NoHands,1,271.5507507324219,-0.4900214672088623,-35.651145935058594,1058,dyadic_follower
Male_074_NoHands,1,271.5508117675781,-0.4900217056274414,-35.65126419067383,1058,dyadic_follower
Male_074_NoHands,1,271.5509338378906,-0.49002015590667725,-35.6515007019043,1058,dyadic_follower
Male_074_NoHands,1,271.5509948730469,-0.49002015590667725,-35.65161895751953,1058,dyadic_follower
Male_074_NoHands,1,271.5511169433594,-0.4900205135345459,-35.651859283447266,1058,dyadic_follower
Male_074_NoHands,1,271.5513610839844,-0.4900197982788086,-35.652095794677734,1058,dyadic_follower
Male_074_NoHands,1,271.5514831542969,-0.4900195598602295,-35.6522102355957,1058,dyadic_follower
Male_074_NoHands,1,271.5516052246094,-0.49001967906951904,-35.65232467651367,1058,dyadic_follower
Male_074_NoHands,1,271.5518798828125,-0.49001967906951904,-35.65255355834961,1058,dyadic_follower
Male_074_NoHands,1,271.5521545410156,-0.4900200366973877,-35.65278244018555,1058,dyadic_follower
Male_074_NoHands,1,271.55230712890625,-0.49001991748809814,-35.652896881103516,1058,dyadic_follower
Male_074_NoHands,1,271.55218505859375,-0.4900202751159668,-35.653167724609375,1058,dyadic_follower
Male_074_NoHands,1,271.55194091796875,-0.4900193214416504,-35.653709411621094,1058,dyadic_follower
Male_074_NoHands,1,271.55181884765625,-0.49001967906951904,-35.65398025512695,1058,dyadic_follower
pavement_A.002,2,402.625244140625,-3.9622719287872314,-43.271514892578125,1058,dyadic_follower
Male_074_NoHands,1,271.55169677734375,-0.49001920223236084,-35.65425109863281,1058,dyadic_follower
Male_074_NoHands,1,271.55145263671875,-0.49001944065093994,-35.65479278564453,1058,dyadic_follower
Male_074_NoHands,1,271.55133056640625,-0.49001944065093994,-35.65506362915039,1058,dyadic_follower
Male_074_NoHands,1,271.55120849609375,-0.49001920223236084,-35.655338287353516,1058,dyadic_follower
Male_074_NoHands,1,271.5503234863281,-0.4900197982788086,-35.655967712402344,1058,dyadic_follower
Male_074_NoHands,1,271.5494384765625,-0.4900197982788086,-35.65659713745117,1058,dyadic_follower
Male_074_NoHands,1,271.54766845703125,-0.49001967906951904,-35.657859802246094,1058,dyadic_follower
Male_074_NoHands,1,271.5459289550781,-0.4900193214416504,-35.65912628173828,1058,dyadic_follower
Male_074_NoHands,1,271.5450744628906,-0.49001896381378174,-35.659759521484375,1058,dyadic_follower
Male_074_NoHands,1,271.5433349609375,-0.49001967906951904,-35.6610221862793,1058,dyadic_follower
Male_074_NoHands,1,271.542236328125,-0.49001991748809814,-35.66189193725586,1058,dyadic_follower
Male_074_NoHands,1,271.5400695800781,-0.4900202751159668,-35.663631439208984,1058,dyadic_follower
Male_074_NoHands,1,271.53900146484375,-0.49002063274383545,-35.66450119018555,1058,dyadic_follower
Male_074_NoHands,1,271.53790283203125,-0.49002039432525635,-35.665367126464844,1058,dyadic_follower
Male_074_NoHands,1,271.5368347167969,-0.4900209903717041,-35.666236877441406,1058,dyadic_follower
Male_074_NoHands,1,271.5357360839844,-0.4900209903717041,-35.6671028137207,1058,dyadic_follower
Male_074_NoHands,1,271.53466796875,-0.4900214672088623,-35.667972564697266,1058,dyadic_follower
Male_074_NoHands,1,271.53216552734375,-0.4900221824645996,-35.6705436706543,1058,dyadic_follower
Male_074_NoHands,1,271.5309143066406,-0.4900209903717041,-35.67182922363281,1058,dyadic_follower
Male_074_NoHands,1,271.5180358886719,-0.49002063274383545,-35.68724060058594,1058,dyadic_follower
Male_074_NoHands,1,271.51702880859375,-0.49001967906951904,-35.688846588134766,1058,dyadic_follower
Male_074_NoHands,1,271.51605224609375,-0.4900200366973877,-35.69045639038086,1058,dyadic_follower
Male_074_NoHands,1,271.5150451660156,-0.49001896381378174,-35.69206237792969,1058,dyadic_follower
Male_074_NoHands,1,271.5140686035156,-0.4900197982788086,-35.69367218017578,1058,dyadic_follower
Male_074_NoHands,1,271.5130615234375,-0.49001991748809814,-35.69527816772461,1058,dyadic_follower
Male_074_NoHands,1,271.5118408203125,-0.4900197982788086,-35.698848724365234,1058,dyadic_follower
Male_074_NoHands,1,271.51123046875,-0.49001967906951904,-35.70063400268555,1058,dyadic_follower
Male_074_NoHands,1,271.510009765625,-0.49001967906951904,-35.7042121887207,1058,dyadic_follower
Male_074_NoHands,1,271.5087890625,-0.4900195598602295,-35.70779037475586,1058,dyadic_follower
Male_074_NoHands,1,271.5082092285156,-0.49001944065093994,-35.70957946777344,1058,dyadic_follower
Male_074_NoHands,1,271.5075988769531,-0.4900193214416504,-35.711368560791016,1058,dyadic_follower
Male_074_NoHands,1,271.5071716308594,-0.4900190830230713,-35.71433639526367,1058,dyadic_follower
Male_074_NoHands,1,271.5069580078125,-0.49001896381378174,-35.7158203125,1058,dyadic_follower
Male_074_NoHands,1,271.50653076171875,-0.4900188446044922,-35.718788146972656,1058,dyadic_follower
Male_074_NoHands,1,271.5063171386719,-0.49001896381378174,-35.720272064208984,1058,dyadic_follower
Male_074_NoHands,1,271.5058898925781,-0.490018367767334,-35.72323989868164,1058,dyadic_follower
Male_074_NoHands,1,271.50567626953125,-0.4900178909301758,-35.72472381591797,1058,dyadic_follower
